Date,SPECIALITY
2017-01-02,71.9
2017-01-03,72.8
2017-01-04,72.5
2017-01-05,72.8
2017-01-06,72.7
2017-01-09,73.0
2017-01-10,72.9
2017-01-11,73.75
2017-01-12,73.85
2017-01-13,74.65
2017-01-16,77.65
2017-01-17,75.65
2017-01-18,76.05
2017-01-19,75.95
2017-01-20,74.7
2017-01-23,73.3
2017-01-24,74.9
2017-01-25,75.0
2017-01-27,75.2
2017-01-30,77.7
2017-01-31,77.8
2017-02-01,79.5
2017-02-02,78.25
2017-02-03,79.35
2017-02-06,79.8
2017-02-07,79.1
2017-02-08,79.55
2017-02-09,75.4
2017-02-10,75.2
2017-02-13,74.1
2017-02-14,74.25
2017-02-15,74.55
2017-02-16,75.0
2017-02-17,74.75
2017-02-20,74.85
2017-02-21,74.6
2017-02-22,74.1
2017-02-23,74.55
2017-02-27,74.1
2017-02-28,74.45
2017-03-01,74.2
2017-03-02,74.55
2017-03-03,74.15
2017-03-06,74.85
2017-03-07,74.4
2017-03-08,74.1
2017-03-09,73.15
2017-03-10,66.95
2017-03-14,61.95
2017-03-15,67.35
2017-03-16,80.8
2017-03-17,84.55
2017-03-20,86.5
2017-03-21,85.45
2017-03-22,85.3
2017-03-23,85.25
2017-03-24,85.3
2017-03-27,88.15
2017-03-28,88.8
2017-03-29,89.55
2017-05-30,80.95
2017-05-31,79.3
2017-06-01,81.55
2017-06-02,82.0
2017-06-05,81.95
2017-06-06,80.9
2017-06-07,80.5
2017-06-08,81.4
2017-06-09,79.8
2017-06-12,78.9
2017-06-13,78.05
2017-06-14,77.05
2017-06-15,75.7
2017-06-16,83.25
2017-06-19,83.95
2017-06-20,84.1
2017-06-21,83.9
2017-06-22,91.3
2017-06-23,93.95
2017-06-27,96.1
2017-06-28,96.15
2017-06-29,99.95
2017-06-30,98.75
2017-07-03,102.95
2017-07-04,103.9
2017-07-05,114.25
2017-07-06,119.55
2017-07-07,121.25
2017-07-10,119.35
2017-07-11,119.3
2017-07-12,117.8
2017-07-13,118.35
2017-07-14,114.1
2017-07-17,116.55
2017-07-18,115.75
2017-07-19,115.6
2017-07-20,115.1
2017-07-21,111.5
2017-07-24,113.85
2017-07-25,114.8
2017-07-26,120.45
2017-07-27,116.7
2017-07-28,118.85
2017-07-31,117.45
2017-08-01,116.45
2017-08-02,116.45
2017-08-03,115.05
2017-08-04,115.85
2017-08-07,118.65
2017-08-08,124.65
2017-08-09,120.8
2017-08-10,117.15
2017-08-11,112.45
2017-08-14,112.2
2017-08-16,116.65
2017-08-17,116.9
2017-08-18,117.95
2017-08-21,116.35
2017-08-22,115.95
2017-08-23,116.7
2017-08-24,114.1
2017-08-28,116.2
2017-08-29,115.8
2017-08-30,121.5
2017-08-31,125.4
2017-09-01,127.7
2017-09-04,128.55
2017-09-05,124.05
2017-09-06,125.7
2017-09-07,124.95
2017-09-08,124.35
2017-09-11,123.3
2017-09-12,118.3
2017-09-13,118.7
2017-09-14,116.0
2017-09-15,114.1
2017-09-18,117.25
2017-09-19,118.1
2017-09-20,120.0
2017-09-21,116.95
2017-09-22,114.0
2017-09-25,109.75
2017-09-26,110.5
2017-09-27,106.95
2017-09-28,105.4
2017-09-29,106.2
2017-10-03,110.05
2017-10-04,112.5
2017-10-05,111.75
2017-10-06,113.4
2017-10-09,115.25
2017-10-10,113.85
2017-10-11,108.95
2017-10-12,109.65
2017-10-13,112.55
2017-10-16,112.55
2017-10-17,114.45
2017-10-18,113.0
2017-10-19,115.3
2017-10-23,114.95
2017-10-24,118.15
2017-10-25,118.85
2017-10-26,120.85
2017-10-27,118.75
2017-10-30,124.6
2017-10-31,124.4
2017-11-01,121.8
2017-11-02,119.6
2017-11-03,121.95
2017-11-06,123.95
2017-11-07,120.75
2017-11-08,119.5
2017-11-09,121.9
2017-11-10,117.2
2017-11-13,123.5
2017-11-14,129.85
2017-11-15,127.25
2017-11-16,126.85
2017-11-17,128.7
2017-11-20,133.55
2017-11-21,143.5
2017-11-22,142.6
2017-11-23,167.0
2017-11-24,163.55
2017-11-27,168.05
2017-11-28,175.4
2017-11-29,178.35
2017-11-30,182.8
2017-12-01,174.8
2017-12-04,176.05
2017-12-05,181.6
2017-12-06,177.2
2017-12-07,180.1
2017-12-08,176.35
2017-12-11,173.15
2017-12-12,169.75
2017-12-13,173.8
2017-12-14,173.7
2017-12-15,176.85
2017-12-18,176.1
2017-12-19,177.85
2017-12-20,176.25
2017-12-21,186.0
2017-12-22,181.8
2017-12-26,177.65
2017-12-27,175.5
2017-12-28,170.5
2017-12-29,169.35
