Date,BANARISUG
2017-01-02,1883.6
2017-01-03,1906.25
2017-01-04,1856.35
2017-01-05,1897.95
2017-01-06,1887.1
2017-01-09,1930.75
2017-01-10,2032.3
2017-01-11,2080.6
2017-01-12,2075.45
2017-01-13,2088.2
2017-01-16,2098.75
2017-01-17,2071.55
2017-01-18,2051.75
2017-01-19,2026.8
2017-01-20,2030.0
2017-01-23,2021.7
2017-01-24,2052.25
2017-01-25,2083.55
2017-01-27,2057.2
2017-01-30,2020.6
2017-01-31,1990.25
2017-02-01,2022.65
2017-02-02,2068.55
2017-02-03,2079.85
2017-02-06,2139.8
2017-02-07,2220.4
2017-02-08,2283.1
2017-02-09,2309.55
2017-02-10,2244.1
2017-02-13,2174.2
2017-02-14,2267.0
2017-02-15,2121.95
2017-02-16,2138.8
2017-02-17,2113.7
2017-02-20,2142.15
2017-02-21,2097.35
2017-02-22,2071.3
2017-02-23,2088.05
2017-02-27,2029.55
2017-02-28,2027.35
2017-03-01,2030.8
2017-03-02,2001.6
2017-03-03,2065.5
2017-03-06,2096.9
2017-03-07,2070.3
2017-03-08,2085.25
2017-03-09,2058.6
2017-03-10,2016.8
2017-03-14,1998.2
2017-03-15,2010.05
2017-03-16,2004.55
2017-03-17,1984.5
2017-03-20,2005.0
2017-03-21,1995.0
2017-03-22,1973.4
2017-03-23,1980.0
2017-03-24,1981.8
2017-03-27,1950.35
2017-03-28,1969.5
2017-03-29,1959.8
2017-03-30,1948.45
2017-03-31,1976.95
2017-04-03,2000.3
2017-04-05,2091.35
2017-04-06,2094.8
2017-04-07,2069.85
2017-04-10,2066.0
2017-04-11,2043.1
2017-04-12,2098.5
2017-04-13,2063.45
2017-04-17,2063.65
2017-04-18,2030.65
2017-04-19,2062.9
2017-04-20,2109.9
2017-04-21,2086.6
2017-04-24,2043.15
2017-04-25,2037.75
2017-04-26,2009.05
2017-04-27,1999.05
2017-04-28,1981.35
2017-05-02,1979.0
2017-05-03,1958.55
2017-05-04,1947.95
2017-05-05,1932.7
2017-05-08,1966.7
2017-05-09,1953.9
2017-05-10,1940.6
2017-05-11,1949.85
2017-05-12,1926.85
2017-05-15,1935.1
2017-05-16,1920.8
2017-05-17,1966.75
2017-05-18,1946.6
2017-05-19,1914.35
2017-05-22,1900.55
2017-05-23,1841.25
2017-05-24,1852.8
2017-05-25,1904.05
2017-05-26,1896.1
2017-05-29,1884.0
2017-05-30,1850.0
2017-05-31,1852.1
2017-06-01,1842.85
2017-06-02,1842.75
2017-06-05,1843.6
2017-06-06,1821.25
2017-06-07,1821.6
2017-06-08,1840.9
2017-06-09,1813.45
2017-06-12,1813.85
2017-06-13,1826.85
2017-06-14,1837.05
2017-06-15,1852.5
2017-06-16,1854.95
2017-06-19,1859.45
2017-06-20,1855.65
2017-06-21,1787.35
2017-06-22,1823.3
2017-06-23,1800.0
2017-06-27,1731.2
2017-06-28,1751.4
2017-06-29,1780.1
2017-06-30,1780.2
2017-07-03,1776.4
2017-07-04,1783.15
2017-07-05,1787.3
2017-07-06,1792.7
2017-07-07,1825.8
2017-07-10,1819.15
2017-07-11,1805.35
2017-07-12,1797.7
2017-07-13,1823.45
2017-07-14,1840.5
2017-07-17,1802.95
2017-07-18,1790.0
2017-07-19,1844.6
2017-07-20,1930.95
2017-07-21,1944.05
2017-07-24,1960.9
2017-07-25,1978.55
2017-07-26,2025.8
2017-07-27,2031.2
2017-07-28,2065.95
2017-07-31,2102.15
2017-08-01,2073.95
2017-08-02,2084.8
2017-08-03,2052.5
2017-08-04,2084.5
2017-08-07,2079.45
2017-08-08,2036.6
2017-08-09,2048.3
2017-08-10,1976.2
2017-08-11,1903.95
2017-08-14,1902.75
2017-08-16,1924.2
2017-08-17,1912.0
2017-08-18,1908.55
2017-08-21,1899.95
2017-08-22,1885.2
2017-08-23,1877.0
2017-08-24,1899.8
2017-08-28,1887.0
2017-08-29,1886.9
2017-08-30,1914.95
2017-08-31,1950.55
2017-09-01,1937.75
2017-09-04,1995.95
2017-09-05,2018.2
2017-09-06,1968.1
2017-09-07,1970.0
2017-09-08,2040.95
2017-09-11,2108.95
2017-09-12,2100.15
2017-09-13,2084.65
2017-09-14,2217.3
2017-09-15,2306.6
2017-09-18,2205.65
2017-09-19,2297.4
2017-09-20,2302.4
2017-09-21,2308.0
2017-09-22,2232.05
2017-09-25,2201.8
2017-09-26,2224.35
2017-09-27,2172.4
2017-09-28,2225.05
2017-09-29,2296.5
2017-10-03,2286.1
2017-10-04,2287.0
2017-10-05,2357.1
2017-10-06,2327.75
2017-10-09,2330.8
2017-10-10,2344.8
2017-10-11,2268.9
2017-10-12,2252.25
2017-10-13,2283.95
2017-10-16,2306.25
2017-10-17,2356.45
2017-10-18,2351.5
2017-10-19,2353.95
2017-10-23,2318.4
2017-10-24,2321.3
2017-10-25,2345.2
2017-10-26,2303.75
2017-10-27,2346.6
2017-10-30,2300.05
2017-10-31,2347.75
2017-11-01,2375.3
2017-11-02,2520.85
2017-11-03,2573.6
2017-11-06,2531.4
2017-11-07,2573.05
2017-11-08,2554.1
2017-11-09,2530.35
2017-11-10,2488.9
2017-11-13,2479.0
2017-11-14,2421.45
2017-11-15,2363.3
2017-11-16,2364.5
2017-11-17,2402.0
2017-11-20,2461.8
2017-11-21,2426.7
2017-11-22,2450.05
2017-11-23,2437.2
2017-11-24,2441.7
2017-11-27,2450.1
2017-11-28,2436.6
2017-11-29,2321.6
2017-11-30,2307.5
2017-12-01,2319.65
2017-12-04,2300.8
2017-12-05,2258.35
2017-12-06,2304.0
2017-12-07,2321.45
2017-12-08,2296.15
2017-12-11,2266.35
2017-12-12,2214.5
2017-12-13,2182.55
2017-12-14,2203.25
2017-12-15,2170.5
2017-12-18,2161.95
2017-12-19,2240.5
2017-12-20,2200.4
2017-12-21,2220.0
2017-12-22,2188.3
2017-12-26,2206.3
2017-12-27,2199.35
2017-12-28,2149.4
2017-12-29,2145.6
