Date,NATIONALUM
2017-01-02,66.85
2017-01-03,66.75
2017-01-04,65.55
2017-01-05,67.0
2017-01-06,65.05
2017-01-09,65.35
2017-01-10,68.0
2017-01-11,72.5
2017-01-12,72.55
2017-01-13,71.65
2017-01-16,69.85
2017-01-17,68.85
2017-01-18,72.6
2017-01-19,71.15
2017-01-20,70.9
2017-01-23,74.3
2017-01-24,75.35
2017-01-25,78.15
2017-01-27,78.75
2017-01-30,77.45
2017-01-31,75.05
2017-02-01,77.15
2017-02-02,73.65
2017-02-03,72.05
2017-02-06,71.4
2017-02-07,73.2
2017-02-08,71.5
2017-02-09,68.05
2017-02-10,64.95
2017-02-13,66.4
2017-02-14,67.5
2017-02-15,64.95
2017-02-16,64.95
2017-02-17,64.5
2017-02-20,64.95
2017-02-21,66.5
2017-02-22,64.7
2017-02-23,65.8
2017-02-27,67.9
2017-02-28,68.95
2017-03-01,71.55
2017-03-02,75.3
2017-03-03,78.1
2017-03-06,79.35
2017-03-07,78.0
2017-03-08,73.85
2017-03-09,70.6
2017-03-10,70.0
2017-03-14,73.1
2017-03-15,74.65
2017-03-16,75.15
2017-03-17,74.0
2017-03-20,74.7
2017-03-21,73.25
2017-03-22,73.95
2017-03-23,73.8
2017-03-24,74.9
2017-03-27,74.35
2017-03-28,74.2
2017-03-29,72.75
2017-03-30,74.35
2017-03-31,76.5
2017-04-03,74.9
2017-04-05,75.95
2017-04-06,74.2
2017-04-07,73.7
2017-04-10,73.85
2017-04-11,74.75
2017-04-12,73.3
2017-04-13,72.5
2017-04-17,71.55
2017-04-18,73.45
2017-04-19,67.75
2017-04-20,67.85
2017-04-21,66.9
2017-04-24,67.25
2017-04-25,67.15
2017-04-26,67.45
2017-04-27,67.1
2017-04-28,68.8
2017-05-02,68.3
2017-05-03,68.55
2017-05-04,67.75
2017-05-05,65.4
2017-05-08,65.75
2017-05-09,67.7
2017-05-10,67.7
2017-05-11,67.15
2017-05-12,66.45
2017-05-15,66.4
2017-05-16,68.55
2017-05-17,67.7
2017-05-18,66.45
2017-05-19,67.6
2017-05-22,67.3
2017-05-23,66.35
2017-05-24,65.45
2017-05-25,66.65
2017-05-26,68.4
2017-05-29,68.5
2017-05-30,66.45
2017-05-31,67.55
2017-06-01,66.4
2017-06-02,65.65
2017-06-05,65.4
2017-06-06,64.75
2017-06-07,65.35
2017-06-08,66.5
2017-06-09,66.25
2017-06-12,64.9
2017-06-13,65.0
2017-06-14,64.95
2017-06-15,65.3
2017-06-16,65.25
2017-06-19,64.2
2017-06-20,63.05
2017-06-21,63.1
2017-06-22,62.8
2017-06-23,61.6
2017-06-27,62.55
2017-06-28,64.7
2017-06-29,65.1
2017-06-30,64.75
2017-07-03,64.75
2017-07-04,67.3
2017-07-05,67.4
2017-07-06,69.0
2017-07-07,67.55
2017-07-10,67.95
2017-07-11,66.9
2017-07-12,67.9
2017-07-13,72.65
2017-07-14,70.0
2017-07-17,69.9
2017-07-18,68.75
2017-07-19,71.2
2017-07-20,70.0
2017-07-21,70.7
2017-07-24,69.8
2017-07-25,70.7
2017-07-26,70.85
2017-07-27,70.35
2017-07-28,69.6
2017-07-31,69.85
2017-08-01,69.8
2017-08-02,69.6
2017-08-03,66.5
2017-08-04,69.1
2017-08-07,69.25
2017-08-08,69.9
2017-08-09,70.4
2017-08-10,65.0
2017-08-11,62.5
2017-08-14,66.15
2017-08-16,69.15
2017-08-17,70.35
2017-08-18,69.95
2017-08-21,69.5
2017-08-22,69.65
2017-08-23,69.8
2017-08-24,69.7
2017-08-28,69.55
2017-08-29,67.95
2017-08-30,69.45
2017-08-31,72.25
2017-09-01,74.85
2017-09-04,73.75
2017-09-05,73.9
2017-09-06,74.05
2017-09-07,83.0
2017-09-08,81.1
2017-09-11,82.9
2017-09-12,81.7
2017-09-13,82.15
2017-09-14,80.9
2017-09-15,80.1
2017-09-18,82.25
2017-09-19,80.45
2017-09-20,82.5
2017-09-21,82.1
2017-09-22,76.1
2017-09-25,74.55
2017-09-26,76.75
2017-09-27,74.75
2017-09-28,76.3
2017-09-29,78.15
2017-10-03,79.75
2017-10-04,78.75
2017-10-05,79.45
2017-10-06,81.85
2017-10-09,80.1
2017-10-10,80.8
2017-10-11,81.85
2017-10-12,86.25
2017-10-13,85.0
2017-10-16,86.1
2017-10-17,88.85
2017-10-18,87.1
2017-10-19,85.45
2017-10-23,84.95
2017-10-24,85.25
2017-10-25,89.45
2017-10-26,91.7
2017-10-27,92.1
2017-10-30,91.65
2017-10-31,95.7
2017-11-01,94.35
2017-11-02,93.05
2017-11-03,94.25
2017-11-06,94.55
2017-11-07,91.1
2017-11-08,87.05
2017-11-09,88.95
2017-11-10,86.95
2017-11-13,87.25
2017-11-14,85.1
2017-11-15,80.15
2017-11-16,81.15
2017-11-17,81.7
2017-11-20,85.35
2017-11-21,82.9
2017-11-22,81.9
2017-11-23,82.55
2017-11-24,81.95
2017-11-27,81.35
2017-11-28,82.05
2017-11-29,80.5
2017-11-30,81.85
2017-12-01,81.1
2017-12-04,79.85
2017-12-05,78.15
2017-12-06,76.2
2017-12-07,77.2
2017-12-08,78.45
2017-12-11,77.45
2017-12-12,77.1
2017-12-13,75.35
2017-12-14,76.65
2017-12-15,77.7
2017-12-18,77.35
2017-12-19,78.5
2017-12-20,81.5
2017-12-21,82.45
2017-12-22,82.15
2017-12-26,82.5
2017-12-27,81.35
2017-12-28,86.35
2017-12-29,86.0
