Date,ICRA
2017-01-02,3992.35
2017-01-03,3947.85
2017-01-04,3941.4
2017-01-05,3975.45
2017-01-06,3992.7
2017-01-09,3979.4
2017-01-10,3986.45
2017-01-11,4047.8
2017-01-12,4034.3
2017-01-13,4001.4
2017-01-16,4034.45
2017-01-17,3990.75
2017-01-18,4066.25
2017-01-19,4061.65
2017-01-20,4035.55
2017-01-23,4060.55
2017-01-24,4084.9
2017-01-25,4116.4
2017-01-27,4118.3
2017-01-30,4123.1
2017-01-31,4112.4
2017-02-01,4149.25
2017-02-02,4093.85
2017-02-03,4106.6
2017-02-06,4089.6
2017-02-07,4342.5
2017-02-08,4314.7
2017-02-09,4317.15
2017-02-10,4212.55
2017-02-13,4140.3
2017-02-14,4060.2
2017-02-15,4056.05
2017-02-16,4036.9
2017-02-17,4051.1
2017-02-20,4118.5
2017-02-21,4179.65
2017-02-22,4128.05
2017-02-23,4128.3
2017-02-27,4164.4
2017-02-28,4193.65
2017-03-01,4199.15
2017-03-02,4161.8
2017-03-03,4181.05
2017-03-06,4161.9
2017-03-07,4159.35
2017-03-08,4168.05
2017-03-09,4168.2
2017-03-10,4188.55
2017-03-14,4193.3
2017-03-15,4169.25
2017-03-16,4186.2
2017-03-17,4170.95
2017-03-20,4171.1
2017-03-21,4169.75
2017-03-22,4089.9
2017-03-23,4059.25
2017-03-24,4053.8
2017-03-27,4122.55
2017-03-28,4093.0
2017-03-29,4089.7
2017-03-30,4099.9
2017-03-31,4114.8
2017-04-03,4140.35
2017-04-05,4135.05
2017-04-06,4132.0
2017-04-07,4099.4
2017-04-10,4138.4
2017-04-11,4151.5
2017-04-12,4159.8
2017-04-13,4189.45
2017-04-17,4168.1
2017-04-18,4179.45
2017-04-19,4184.5
2017-04-20,4189.55
2017-04-21,4149.05
2017-04-24,4191.7
2017-04-25,4193.3
2017-04-26,4176.5
2017-04-27,4190.7
2017-04-28,4196.85
2017-05-02,4171.75
2017-05-03,4171.9
2017-05-04,4300.15
2017-05-05,4197.65
2017-05-08,4207.5
2017-05-09,4195.65
2017-05-10,4197.9
2017-05-11,4305.7
2017-05-12,4275.95
2017-05-15,4198.6
2017-05-16,4232.5
2017-05-17,4236.8
2017-05-18,4161.7
2017-05-19,4222.9
2017-05-22,4170.9
2017-05-23,4119.9
2017-05-24,4070.2
2017-05-25,4060.1
2017-05-26,4059.9
2017-05-29,4039.3
2017-05-30,4039.85
2017-05-31,4039.45
2017-06-01,4022.7
2017-06-02,4042.6
2017-06-05,4045.5
2017-06-06,4034.1
2017-06-07,4036.9
2017-06-08,4039.65
2017-06-09,4026.95
2017-06-12,4015.95
2017-06-13,4024.8
2017-06-14,3999.75
2017-06-15,3952.4
2017-06-16,3999.5
2017-06-19,4018.45
2017-06-20,4048.35
2017-06-21,4134.4
2017-06-22,4155.4
2017-06-23,4060.65
2017-06-27,4032.25
2017-06-28,4028.6
2017-06-29,4013.3
2017-06-30,4032.25
2017-07-03,4039.15
2017-07-04,4035.1
2017-07-05,4033.3
2017-07-06,4037.15
2017-07-07,4028.5
2017-07-10,4034.9
2017-07-11,4017.45
2017-07-12,4009.35
2017-07-13,4018.15
2017-07-14,3977.6
2017-07-17,3991.4
2017-07-18,3977.15
2017-07-19,3979.6
2017-07-20,4005.7
2017-07-21,3963.1
2017-07-24,3976.55
2017-07-25,3975.25
2017-07-26,3978.6
2017-07-27,3944.6
2017-07-28,3958.3
2017-07-31,3939.45
2017-08-01,3923.55
2017-08-02,3891.85
2017-08-03,3817.3
2017-08-04,3925.7
2017-08-07,3927.3
2017-08-08,3905.8
2017-08-09,3930.5
2017-08-10,3877.6
2017-08-11,3892.4
2017-08-14,3912.9
2017-08-16,3952.2
2017-08-17,3925.6
2017-08-18,3871.2
2017-08-21,3902.1
2017-08-22,3834.5
2017-08-23,3886.05
2017-08-24,3828.2
2017-08-28,3866.55
2017-08-29,3866.5
2017-08-30,3891.65
2017-08-31,3886.9
2017-09-01,3923.15
2017-09-04,3937.2
2017-09-05,3938.85
2017-09-06,3944.8
2017-09-07,3945.55
2017-09-08,3944.4
2017-09-11,3967.1
2017-09-12,3928.4
2017-09-13,3927.75
2017-09-14,3831.85
2017-09-15,3797.85
2017-09-18,3817.95
2017-09-19,3876.9
2017-09-20,3938.35
2017-09-21,3888.3
2017-09-22,3851.9
2017-09-25,3811.9
2017-09-26,3860.05
2017-09-27,3866.65
2017-09-28,3888.8
2017-09-29,3992.3
2017-10-03,3971.15
2017-10-04,3968.7
2017-10-05,3958.5
2017-10-06,3997.15
2017-10-09,3965.6
2017-10-10,3939.85
2017-10-11,3960.5
2017-10-12,3970.4
2017-10-13,3963.55
2017-10-16,3977.65
2017-10-17,3951.25
2017-10-18,3871.45
2017-10-19,3913.5
2017-10-23,3907.2
2017-10-24,3877.5
2017-10-25,3914.3
2017-10-26,3952.25
2017-10-27,3930.35
2017-10-30,3922.15
2017-10-31,3937.65
2017-11-01,3974.55
2017-11-02,3955.55
2017-11-03,3979.8
2017-11-06,3982.0
2017-11-07,3997.35
2017-11-08,3997.7
2017-11-09,3943.0
2017-11-10,3949.4
2017-11-13,3894.1
2017-11-14,3969.85
2017-11-15,3940.7
2017-11-16,3941.0
2017-11-17,3957.9
2017-11-20,3961.05
2017-11-21,3973.55
2017-11-22,3962.65
2017-11-23,3963.9
2017-11-24,3975.65
2017-11-27,3972.1
2017-11-28,3971.15
2017-11-29,3987.7
2017-11-30,3991.85
2017-12-01,3931.95
2017-12-04,3940.95
2017-12-05,3963.8
2017-12-06,3946.95
2017-12-07,3933.0
2017-12-08,3910.65
2017-12-11,3884.95
2017-12-12,3916.25
2017-12-13,3895.05
2017-12-14,3928.85
2017-12-15,3921.8
2017-12-18,3917.8
2017-12-19,3931.6
2017-12-20,3914.85
2017-12-21,3875.2
2017-12-22,3926.75
2017-12-26,3879.45
2017-12-27,3892.65
2017-12-28,3914.25
2017-12-29,3953.05
