Date,APTECHT
2017-01-02,172.8
2017-01-03,172.35
2017-01-04,187.45
2017-01-05,189.65
2017-01-06,182.95
2017-01-09,187.85
2017-01-10,188.35
2017-01-11,193.95
2017-01-12,188.3
2017-01-13,188.0
2017-01-16,189.25
2017-01-17,196.05
2017-01-18,192.55
2017-01-19,192.15
2017-01-20,184.5
2017-01-23,190.9
2017-01-24,196.8
2017-01-25,197.8
2017-01-27,193.4
2017-01-30,188.1
2017-01-31,183.8
2017-02-01,187.7
2017-02-02,187.35
2017-02-03,188.9
2017-02-06,188.85
2017-02-07,197.4
2017-02-08,196.65
2017-02-09,235.95
2017-02-10,234.2
2017-02-13,243.2
2017-02-14,240.3
2017-02-15,226.05
2017-02-16,233.5
2017-02-17,232.85
2017-02-20,242.3
2017-02-21,240.8
2017-02-22,233.3
2017-02-23,231.15
2017-02-27,233.3
2017-02-28,234.4
2017-03-01,233.85
2017-03-02,225.2
2017-03-03,226.0
2017-03-06,224.45
2017-03-07,234.4
2017-03-08,228.0
2017-03-09,228.0
2017-03-10,224.7
2017-03-14,230.25
2017-03-15,228.95
2017-03-16,241.0
2017-03-17,234.05
2017-03-20,235.0
2017-03-21,228.95
2017-03-22,228.3
2017-03-23,230.2
2017-03-24,227.4
2017-03-27,226.2
2017-03-28,227.45
2017-03-29,230.8
2017-03-30,232.8
2017-03-31,230.9
2017-04-03,244.7
2017-04-05,240.6
2017-04-06,236.5
2017-04-07,227.45
2017-04-10,226.6
2017-04-11,224.25
2017-04-12,218.05
2017-04-13,218.8
2017-04-17,223.8
2017-04-18,219.25
2017-04-19,220.6
2017-04-20,221.6
2017-04-21,223.2
2017-04-24,221.5
2017-04-25,221.7
2017-04-26,218.65
2017-04-27,226.95
2017-04-28,221.5
2017-05-02,219.85
2017-05-03,219.3
2017-05-04,220.2
2017-05-05,212.6
2017-05-08,213.1
2017-05-09,213.65
2017-05-10,216.8
2017-05-11,214.65
2017-05-12,211.3
2017-05-15,207.75
2017-05-16,208.75
2017-05-17,212.05
2017-05-18,206.5
2017-05-19,203.7
2017-05-22,194.25
2017-05-23,185.55
2017-05-24,198.15
2017-05-25,196.05
2017-05-26,194.2
2017-05-29,187.7
2017-05-30,183.65
2017-05-31,193.0
2017-06-01,192.55
2017-06-02,195.05
2017-06-05,197.35
2017-06-06,192.7
2017-06-07,194.3
2017-06-08,204.95
2017-06-09,201.8
2017-06-12,210.0
2017-06-13,212.4
2017-06-14,214.6
2017-06-15,209.05
2017-06-16,231.5
2017-06-19,215.05
2017-06-20,215.45
2017-06-21,211.3
2017-06-22,209.05
2017-06-23,200.15
2017-06-27,192.35
2017-06-28,191.9
2017-06-29,194.0
2017-06-30,194.7
2017-07-03,196.15
2017-07-04,198.1
2017-07-05,216.25
2017-07-06,211.1
2017-07-07,211.7
2017-07-10,209.05
2017-07-11,210.75
2017-07-12,208.05
2017-07-13,208.4
2017-07-14,207.45
2017-07-17,206.25
2017-07-18,200.6
2017-07-19,202.95
2017-07-20,201.3
2017-07-21,203.4
2017-07-24,200.5
2017-07-25,199.65
2017-07-26,200.35
2017-07-27,196.9
2017-07-28,204.25
2017-07-31,214.45
2017-08-01,209.55
2017-08-02,205.75
2017-08-03,202.05
2017-08-04,204.05
2017-08-07,215.5
2017-08-08,213.25
2017-08-09,219.5
2017-08-10,204.2
2017-08-11,205.5
2017-08-14,211.05
2017-08-16,218.9
2017-08-17,220.0
2017-08-18,229.3
2017-08-21,228.45
2017-08-22,256.3
2017-08-23,276.5
2017-08-24,313.2
2017-08-28,302.4
2017-08-29,301.9
2017-08-30,308.0
2017-08-31,316.45
2017-09-01,311.75
2017-09-04,310.4
2017-09-05,311.9
2017-09-06,310.5
2017-09-07,311.5
2017-09-08,310.9
2017-09-11,311.4
2017-09-12,307.75
2017-09-13,304.6
2017-09-14,307.5
2017-09-15,313.15
2017-09-18,311.55
2017-09-19,309.95
2017-09-20,307.8
2017-09-21,302.65
2017-09-22,290.7
2017-09-25,280.6
2017-09-26,290.8
2017-09-27,283.65
2017-09-28,281.1
2017-09-29,282.65
2017-10-03,282.4
2017-10-04,280.7
2017-10-05,281.9
2017-10-06,310.05
2017-10-09,328.25
2017-10-10,329.75
2017-10-11,313.95
2017-10-12,317.1
2017-10-13,311.9
2017-10-16,309.2
2017-10-17,308.8
2017-10-18,307.55
2017-10-19,303.9
2017-10-23,308.25
2017-10-24,314.6
2017-10-25,306.5
2017-10-26,303.3
2017-10-27,298.85
2017-10-30,312.0
2017-10-31,312.75
2017-11-01,310.75
2017-11-02,309.1
2017-11-03,309.9
2017-11-06,333.25
2017-11-07,318.55
2017-11-08,318.2
2017-11-09,322.65
2017-11-10,327.1
2017-11-13,314.55
2017-11-14,312.95
2017-11-15,306.25
2017-11-16,306.4
2017-11-17,307.55
2017-11-20,307.95
2017-11-21,310.5
2017-11-22,331.4
2017-11-23,395.85
2017-11-24,376.0
2017-11-27,372.65
2017-11-28,380.35
2017-11-29,363.3
2017-11-30,362.05
2017-12-01,351.8
2017-12-04,344.15
2017-12-05,364.0
2017-12-06,350.15
2017-12-07,363.3
2017-12-08,367.6
2017-12-11,366.35
2017-12-12,365.95
2017-12-13,366.1
2017-12-14,362.5
2017-12-15,366.85
2017-12-18,367.5
2017-12-19,377.3
2017-12-20,377.7
2017-12-21,377.65
2017-12-22,375.25
2017-12-26,372.0
2017-12-27,371.25
2017-12-28,368.2
2017-12-29,364.4
