Date,VSTTILLERS
2017-01-02,1753.45
2017-01-03,1802.0
2017-01-04,1783.5
2017-01-05,1792.8
2017-01-06,1811.35
2017-01-09,1796.6
2017-01-10,1813.2
2017-01-11,1831.75
2017-01-12,1834.5
2017-01-13,1819.15
2017-01-16,1837.95
2017-01-17,1833.15
2017-01-18,1823.6
2017-01-19,1834.8
2017-01-20,1851.65
2017-01-23,1856.3
2017-01-24,1807.45
2017-01-25,1829.55
2017-01-27,1828.75
2017-01-30,1872.15
2017-01-31,1868.35
2017-02-01,1915.15
2017-02-02,1917.15
2017-02-03,1924.0
2017-02-06,1897.55
2017-02-07,1836.75
2017-02-08,1839.6
2017-02-09,1845.45
2017-02-10,1838.95
2017-02-13,1850.7
2017-02-14,1915.7
2017-02-15,1868.3
2017-02-16,1897.1
2017-02-17,1913.35
2017-02-20,1887.85
2017-02-21,1901.25
2017-02-22,1869.2
2017-02-23,1863.95
2017-02-27,1812.1
2017-02-28,1813.7
2017-03-01,1808.8
2017-03-02,1810.3
2017-03-03,1858.05
2017-03-06,1833.3
2017-03-07,1840.9
2017-03-08,1817.1
2017-03-09,1850.8
2017-03-10,1851.6
2017-03-14,1883.15
2017-03-15,1849.55
2017-03-16,1838.25
2017-03-17,1845.95
2017-03-20,1821.05
2017-03-21,1816.9
2017-03-22,1819.65
2017-03-23,1809.8
2017-03-24,1807.1
2017-03-27,1805.55
2017-03-28,1799.7
2017-03-29,1818.95
2017-03-30,1798.05
2017-03-31,1795.55
2017-04-03,1791.6
2017-04-05,1833.7
2017-04-06,1837.8
2017-04-07,1818.3
2017-04-10,1808.25
2017-04-11,1842.15
2017-04-12,1837.95
2017-04-13,1844.95
2017-04-17,1853.75
2017-04-18,1832.2
2017-04-19,1846.55
2017-04-20,1867.15
2017-04-21,1857.35
2017-04-24,1982.0
2017-04-25,1986.45
2017-04-26,1968.0
2017-04-27,1974.25
2017-04-28,1991.1
2017-05-02,1999.25
2017-05-03,1999.7
2017-05-04,2011.65
2017-05-05,1989.4
2017-05-08,1968.55
2017-05-09,1980.1
2017-05-10,1996.55
2017-05-11,2022.0
2017-05-12,1972.7
2017-05-15,1992.7
2017-05-16,1994.65
2017-05-17,1973.1
2017-05-18,1965.65
2017-05-19,1940.95
2017-05-22,1937.5
2017-05-23,1935.7
2017-05-24,1910.85
2017-05-25,1928.45
2017-05-26,1923.4
2017-05-29,1902.6
