Date,NITINSPIN
2017-01-02,71.45
2017-01-03,72.35
2017-01-04,72.25
2017-01-05,72.2
2017-01-06,72.25
2017-01-09,72.3
2017-01-10,76.2
2017-01-11,78.55
2017-01-12,80.3
2017-01-13,79.0
2017-01-16,79.0
2017-01-17,77.9
2017-01-18,77.95
2017-01-19,78.35
2017-01-20,79.15
2017-01-23,79.3
2017-01-24,79.25
2017-01-25,79.75
2017-01-27,79.75
2017-01-30,79.4
2017-01-31,76.8
2017-02-01,79.1
2017-02-02,80.5
2017-02-03,85.9
2017-02-06,86.35
2017-02-07,86.7
2017-02-08,88.5
2017-02-09,87.15
2017-02-10,86.05
2017-02-13,83.55
2017-02-14,94.95
2017-02-15,92.65
2017-02-16,96.95
2017-02-17,96.15
2017-02-20,97.5
2017-02-21,98.55
2017-02-22,97.85
2017-02-23,97.75
2017-02-27,98.25
2017-02-28,96.7
2017-03-01,97.05
2017-03-02,94.6
2017-03-03,93.8
2017-03-06,94.8
2017-03-07,93.75
2017-03-08,92.35
2017-03-09,94.7
2017-03-10,99.05
2017-03-14,102.4
2017-03-15,101.5
2017-03-16,99.5
2017-03-17,99.1
2017-03-20,97.85
2017-03-21,99.5
2017-03-22,97.05
2017-03-23,102.1
2017-03-24,109.45
2017-03-27,118.75
2017-03-28,121.8
2017-03-29,116.65
2017-03-30,115.35
2017-03-31,120.2
2017-04-03,129.05
2017-04-05,128.5
2017-04-06,127.55
2017-04-07,127.35
2017-04-10,128.2
2017-04-11,128.9
2017-04-12,127.8
2017-04-13,130.3
2017-04-17,130.4
2017-04-18,128.3
2017-04-19,128.6
2017-04-20,126.7
2017-04-21,133.5
2017-04-24,133.5
2017-04-25,134.75
2017-04-26,131.85
2017-04-27,132.35
2017-04-28,132.25
2017-05-02,130.4
2017-05-03,132.3
2017-05-04,132.4
2017-05-05,133.9
2017-05-08,139.05
2017-05-09,137.05
2017-05-10,135.6
2017-05-11,131.1
2017-05-12,136.65
2017-05-15,135.1
2017-05-16,133.4
2017-05-17,129.55
2017-05-18,125.6
2017-05-19,125.15
2017-05-22,122.0
2017-05-23,118.5
2017-05-24,116.25
2017-05-25,120.1
2017-05-26,123.5
2017-05-29,121.4
2017-05-30,122.0
2017-05-31,126.05
2017-06-01,126.35
2017-06-02,122.9
2017-06-05,126.3
2017-06-06,132.95
2017-06-07,132.1
2017-06-08,130.25
2017-06-09,128.3
2017-06-12,126.9
2017-06-13,125.35
2017-06-14,122.65
2017-06-15,125.55
2017-06-16,125.6
2017-06-19,126.7
2017-06-20,124.4
2017-06-21,123.85
2017-06-22,120.85
2017-06-23,118.55
2017-06-27,122.35
2017-06-28,122.7
2017-06-29,125.85
2017-06-30,123.1
2017-07-03,124.35
2017-07-04,127.9
2017-07-05,131.55
2017-07-06,134.65
2017-07-07,135.15
2017-07-10,138.6
2017-07-11,136.85
2017-07-12,136.55
2017-07-13,133.65
2017-07-14,130.65
2017-07-17,137.15
2017-07-18,132.35
2017-07-19,135.1
2017-07-20,132.35
2017-07-21,131.85
2017-07-24,130.9
2017-07-25,131.25
2017-07-26,128.0
2017-07-27,125.85
2017-07-28,125.05
2017-07-31,126.3
2017-08-01,126.2
2017-08-02,132.4
2017-08-03,129.4
2017-08-04,132.15
2017-08-07,122.5
2017-08-08,119.1
2017-08-09,116.05
2017-08-10,108.85
2017-08-11,111.2
2017-08-14,112.45
2017-08-16,112.5
2017-08-17,116.4
2017-08-18,118.0
2017-08-21,115.65
2017-08-22,115.55
2017-08-23,118.35
2017-08-24,119.05
2017-08-28,115.9
2017-08-29,115.3
2017-08-30,115.6
2017-08-31,123.55
2017-09-01,121.55
2017-09-04,118.35
2017-09-05,117.4
2017-09-06,120.15
2017-09-07,120.1
2017-09-08,121.5
2017-09-11,119.4
2017-09-12,119.0
2017-09-13,117.35
2017-09-14,116.25
2017-09-15,113.95
2017-09-18,113.8
2017-09-19,111.55
2017-09-20,111.85
2017-09-21,113.8
2017-09-22,109.75
2017-09-25,104.85
2017-09-26,105.2
2017-09-27,104.55
2017-09-28,106.8
2017-09-29,105.6
2017-10-03,105.3
2017-10-04,104.5
2017-10-05,104.8
2017-10-06,106.0
2017-10-09,104.2
2017-10-10,109.0
2017-10-11,110.85
2017-10-12,112.8
2017-10-13,112.15
2017-10-16,107.4
2017-10-17,106.2
2017-10-18,110.1
2017-10-19,112.9
2017-10-23,113.0
2017-10-24,116.55
2017-10-25,115.8
2017-10-26,113.95
2017-10-27,113.15
2017-10-30,115.85
2017-10-31,114.05
2017-11-01,123.9
2017-11-02,124.25
2017-11-03,121.05
2017-11-06,119.9
2017-11-07,116.85
2017-11-08,114.1
2017-11-09,114.45
2017-11-10,112.35
2017-11-13,113.2
2017-11-14,109.4
2017-11-15,103.65
2017-11-16,105.65
2017-11-17,105.2
2017-11-20,109.75
2017-11-21,111.15
2017-11-22,109.75
2017-11-23,109.8
2017-11-24,110.5
2017-11-27,110.2
2017-11-28,108.95
2017-11-29,109.4
2017-11-30,107.3
2017-12-01,105.85
2017-12-04,105.3
2017-12-05,105.45
2017-12-06,105.05
2017-12-07,109.1
2017-12-08,108.65
2017-12-11,113.7
2017-12-12,114.0
2017-12-13,110.85
2017-12-14,109.35
2017-12-15,109.8
2017-12-18,108.9
2017-12-19,114.05
2017-12-20,111.7
2017-12-21,112.05
2017-12-22,113.5
2017-12-26,116.9
2017-12-27,116.7
2017-12-28,115.9
2017-12-29,115.6
