Date,GOODLUCK
2017-01-02,86.75
2017-01-03,89.55
2017-01-04,86.85
2017-01-05,89.0
2017-01-06,92.7
2017-01-09,92.6
2017-01-10,91.9
2017-01-11,93.9
2017-01-12,92.65
2017-01-13,91.85
2017-01-16,92.2
2017-01-17,91.2
2017-01-18,91.2
2017-01-19,91.8
2017-01-20,91.55
2017-01-23,92.3
2017-01-24,95.4
2017-01-25,95.7
2017-01-27,94.2
2017-01-30,92.4
2017-01-31,91.8
2017-02-01,92.5
2017-02-02,93.1
2017-02-03,93.75
2017-02-06,94.85
2017-02-07,95.45
2017-02-08,95.75
2017-02-09,96.35
2017-02-10,96.2
2017-02-13,85.45
2017-02-14,82.65
2017-02-15,80.6
2017-02-16,82.6
2017-02-17,85.35
2017-02-20,86.35
2017-02-21,86.35
2017-02-22,85.45
2017-02-23,84.2
2017-02-27,85.25
2017-02-28,83.75
2017-03-01,84.2
2017-03-02,83.75
2017-03-03,83.15
2017-03-06,82.7
2017-03-07,82.3
2017-03-08,82.3
2017-03-09,82.5
2017-03-10,83.35
2017-03-14,83.05
2017-03-15,82.7
2017-03-16,83.6
2017-03-17,84.0
2017-03-20,83.45
2017-03-21,82.1
2017-03-22,82.15
2017-03-23,82.6
2017-03-24,82.75
2017-03-27,81.5
2017-03-28,81.2
2017-03-29,80.65
2017-03-30,82.35
2017-03-31,84.4
2017-04-03,84.0
2017-04-05,89.05
2017-04-06,88.8
2017-04-07,87.95
2017-04-10,87.35
2017-04-11,92.7
2017-04-12,92.4
2017-04-13,91.1
2017-04-17,90.2
2017-04-18,89.8
2017-04-19,89.8
2017-04-20,89.75
2017-04-21,90.45
2017-04-24,90.8
2017-04-25,91.6
2017-04-26,90.55
2017-04-27,89.9
2017-04-28,89.9
2017-05-02,89.0
2017-05-03,89.25
2017-05-04,90.3
2017-05-05,89.25
2017-05-08,90.1
2017-05-09,89.95
2017-05-10,90.5
2017-05-11,89.9
2017-05-12,89.75
2017-05-15,89.3
2017-05-16,89.75
2017-05-17,90.1
2017-05-18,91.25
2017-05-19,88.95
2017-05-22,87.8
2017-05-23,85.8
2017-05-24,83.25
2017-05-25,83.65
2017-05-26,84.45
2017-05-29,84.75
2017-05-30,84.8
2017-05-31,85.1
2017-06-01,85.15
2017-06-02,85.1
2017-06-05,84.95
2017-06-06,84.3
2017-06-07,82.9
2017-06-08,83.45
2017-06-09,85.1
2017-06-12,83.2
2017-06-13,83.7
2017-06-14,84.15
2017-06-15,83.8
2017-06-16,86.55
2017-06-19,94.35
2017-06-20,92.65
2017-06-21,91.0
2017-06-22,91.05
2017-06-23,88.05
2017-06-27,85.8
2017-06-28,86.65
2017-06-29,85.1
2017-06-30,86.65
2017-07-03,85.95
2017-07-04,88.3
2017-07-05,91.15
2017-07-06,90.05
2017-07-07,91.2
2017-07-10,91.0
2017-07-11,89.3
2017-07-12,92.05
2017-07-13,91.85
2017-07-14,90.2
2017-07-17,88.85
2017-07-18,88.8
2017-07-19,90.0
2017-07-20,90.5
2017-07-21,91.05
2017-07-24,92.5
2017-07-25,93.2
2017-07-26,92.7
2017-07-27,92.2
2017-07-28,92.15
2017-07-31,92.5
2017-08-01,91.1
2017-08-02,89.95
2017-08-03,88.45
2017-08-04,88.1
2017-08-07,85.75
2017-08-08,86.45
2017-08-09,84.7
2017-08-10,81.45
2017-08-11,80.7
2017-08-14,80.8
2017-08-16,81.65
2017-08-17,82.75
2017-08-18,82.75
2017-08-21,82.4
2017-08-22,80.9
2017-08-23,80.85
2017-08-24,80.6
2017-08-28,81.65
2017-08-29,85.25
2017-08-30,86.5
2017-08-31,86.3
2017-09-01,86.15
2017-09-04,84.3
2017-09-05,84.85
2017-09-06,86.0
2017-09-07,93.35
2017-09-08,91.95
2017-09-11,94.7
2017-09-12,99.1
2017-09-13,100.3
2017-09-14,98.0
2017-09-15,89.85
2017-09-18,89.35
2017-09-19,88.45
2017-09-20,88.75
2017-09-21,88.15
2017-09-22,85.25
2017-09-25,83.4
2017-09-26,85.1
2017-09-27,83.0
2017-09-28,82.8
2017-09-29,83.5
2017-10-03,83.0
2017-10-04,83.15
2017-10-05,83.1
2017-10-06,84.65
2017-10-09,86.75
2017-10-10,86.6
2017-10-11,85.6
2017-10-12,84.85
2017-10-13,83.55
2017-10-16,82.0
2017-10-17,79.75
2017-10-18,78.0
2017-10-19,80.85
2017-10-23,78.95
2017-10-24,78.55
2017-10-25,78.5
2017-10-26,77.95
2017-10-27,78.45
2017-10-30,77.4
2017-10-31,76.45
2017-11-01,75.8
2017-11-02,74.6
2017-11-03,75.95
2017-11-06,75.0
2017-11-07,71.65
2017-11-08,73.15
2017-11-09,74.0
2017-11-10,74.65
2017-11-13,73.1
2017-11-14,74.55
2017-11-15,72.5
2017-11-16,72.45
2017-11-17,72.95
2017-11-20,73.95
2017-11-21,77.0
2017-11-22,76.9
2017-11-23,77.05
2017-11-24,78.9
2017-11-27,82.85
2017-11-28,83.85
2017-11-29,83.35
2017-11-30,82.45
2017-12-01,81.45
2017-12-04,80.4
2017-12-05,80.15
2017-12-06,80.05
2017-12-07,79.65
2017-12-08,81.4
2017-12-11,81.5
2017-12-12,82.0
2017-12-13,81.65
2017-12-14,80.75
2017-12-15,80.6
2017-12-18,81.6
2017-12-19,84.4
2017-12-20,85.15
2017-12-21,91.65
2017-12-22,89.1
2017-12-26,89.4
2017-12-27,92.25
2017-12-28,91.2
2017-12-29,92.15
