Date,CGPOWER
2017-01-02,59.95
2017-01-03,60.75
2017-01-04,61.2
2017-01-05,61.95
2017-01-06,61.75
2017-01-09,61.3
2017-01-10,61.75
2017-01-11,62.15
2017-01-12,64.35
2017-01-13,64.35
2017-01-16,64.8
2017-01-17,65.05
2017-01-18,65.0
2017-01-19,64.7
2017-01-20,63.1
2017-01-23,63.95
2017-01-24,63.95
2017-01-25,64.65
2017-01-27,67.15
2017-01-30,65.85
2017-01-31,64.3
2017-02-01,66.25
2017-02-02,66.55
2017-02-03,67.95
2017-02-06,69.7
2017-02-07,71.7
2017-02-08,71.75
2017-02-09,72.35
2017-02-10,71.2
2017-02-13,66.8
2017-02-14,66.25
2017-02-15,64.9
2017-02-16,66.25
2017-02-17,65.5
2017-02-20,67.8
2017-02-21,67.7
2017-02-22,66.75
2017-02-23,67.6
2017-02-27,69.2
2017-02-28,68.95
2017-03-01,69.4
2017-03-02,67.5
2017-03-03,67.7
2017-03-06,68.85
2017-03-07,70.95
2017-03-08,70.05
2017-03-09,69.3
2017-03-10,68.5
2017-03-14,70.9
2017-03-15,69.9
2017-03-16,73.55
2017-03-17,73.3
2017-03-20,73.6
2017-03-21,73.15
2017-03-22,73.15
2017-03-23,74.5
2017-03-24,77.3
2017-03-27,77.25
2017-03-28,77.0
2017-03-29,77.15
2017-03-30,76.8
2017-03-31,77.65
2017-04-03,79.8
2017-04-05,80.55
2017-04-06,79.65
2017-04-07,78.95
2017-04-10,79.7
2017-04-11,80.0
2017-04-12,79.5
2017-04-13,79.85
2017-04-17,79.75
2017-04-18,78.6
2017-04-19,79.65
2017-04-20,79.8
2017-04-21,79.55
2017-04-24,79.8
2017-04-25,79.55
2017-04-26,78.05
2017-04-27,78.3
2017-04-28,78.6
2017-05-02,78.45
2017-05-03,76.95
2017-05-04,77.65
2017-05-05,77.95
2017-05-08,76.6
2017-05-09,83.4
2017-05-10,88.9
2017-05-11,91.95
2017-05-12,91.35
2017-05-15,94.45
2017-05-16,94.45
2017-05-17,93.65
2017-05-18,90.2
2017-05-19,91.65
2017-05-22,90.05
2017-05-23,88.25
2017-05-24,88.15
2017-05-25,92.8
2017-05-26,93.35
2017-05-29,78.9
2017-05-30,82.65
2017-05-31,82.75
2017-06-01,83.75
2017-06-02,83.75
2017-06-05,84.55
2017-06-06,83.55
2017-06-07,84.25
2017-06-08,84.6
2017-06-09,84.45
2017-06-12,82.05
2017-06-13,82.75
2017-06-14,82.0
2017-06-15,82.25
2017-06-16,83.2
2017-06-19,85.0
2017-06-20,84.9
2017-06-21,85.25
2017-06-22,84.3
2017-06-23,81.5
2017-06-27,80.0
2017-06-28,80.25
2017-06-29,80.85
2017-06-30,82.1
2017-07-03,82.6
2017-07-04,82.45
2017-07-05,83.0
2017-07-06,83.05
2017-07-07,82.8
2017-07-10,83.1
2017-07-11,82.45
2017-07-12,82.75
2017-07-13,84.65
2017-07-14,84.2
2017-07-17,85.1
2017-07-18,84.9
2017-07-19,85.35
2017-07-20,85.95
2017-07-21,85.65
2017-07-24,85.15
2017-07-25,85.05
2017-07-26,84.9
2017-07-27,84.55
2017-07-28,84.85
2017-07-31,84.85
2017-08-01,84.45
2017-08-02,84.0
2017-08-03,81.65
2017-08-04,81.25
2017-08-07,82.5
2017-08-08,77.5
2017-08-09,76.3
2017-08-10,72.2
2017-08-11,77.05
2017-08-14,81.45
2017-08-16,81.0
2017-08-17,80.3
2017-08-18,81.4
2017-08-21,81.3
2017-08-22,79.05
2017-08-23,80.3
2017-08-24,79.85
2017-08-28,79.9
2017-08-29,78.45
2017-08-30,79.55
2017-08-31,80.35
2017-09-01,81.8
2017-09-04,81.05
2017-09-05,85.45
2017-09-06,87.7
2017-09-07,88.6
2017-09-08,87.1
2017-09-11,87.15
2017-09-12,85.25
2017-09-13,85.35
2017-09-14,85.25
2017-09-15,83.4
2017-09-18,82.25
2017-09-19,81.9
2017-09-20,81.15
2017-09-21,82.1
2017-09-22,79.1
2017-09-25,79.0
2017-09-26,77.8
2017-09-27,76.35
2017-09-28,76.7
2017-09-29,78.75
2017-10-03,78.4
2017-10-04,78.6
2017-10-05,80.4
2017-10-06,80.85
2017-10-09,79.95
2017-10-10,79.45
2017-10-11,77.65
2017-10-12,78.9
2017-10-13,78.6
2017-10-16,77.9
2017-10-17,79.05
2017-10-18,81.95
2017-10-19,81.4
2017-10-23,80.65
2017-10-24,81.05
2017-10-25,81.05
2017-10-26,82.15
2017-10-27,81.85
2017-10-30,82.3
2017-10-31,82.9
2017-11-01,86.6
2017-11-02,85.45
2017-11-03,84.95
2017-11-06,87.95
2017-11-07,87.95
2017-11-08,86.55
2017-11-09,86.95
2017-11-10,83.75
2017-11-13,83.1
2017-11-14,81.95
2017-11-15,79.7
2017-11-16,80.45
2017-11-17,83.5
2017-11-20,84.0
2017-11-21,86.35
2017-11-22,85.9
2017-11-23,86.65
2017-11-24,85.3
2017-11-27,87.15
2017-11-28,88.1
2017-11-29,88.0
2017-11-30,86.55
2017-12-01,84.0
2017-12-04,84.4
2017-12-05,84.7
2017-12-06,82.75
2017-12-07,84.4
2017-12-08,86.35
2017-12-11,86.3
2017-12-12,86.7
2017-12-13,85.7
2017-12-14,84.15
2017-12-15,84.7
2017-12-18,85.95
2017-12-19,87.1
2017-12-20,88.0
2017-12-21,91.0
2017-12-22,90.8
2017-12-26,90.65
2017-12-27,90.4
2017-12-28,92.45
2017-12-29,92.8
