Date,ECEIND
2017-01-02,217.2
2017-01-03,220.05
2017-01-04,220.45
2017-01-05,225.9
2017-01-06,229.75
2017-01-09,230.5
2017-01-10,230.1
2017-01-11,230.05
2017-01-12,230.5
2017-01-13,232.4
2017-01-16,231.95
2017-01-17,231.9
2017-01-18,230.05
2017-01-19,228.15
2017-01-20,229.0
2017-01-23,226.0
2017-01-24,228.1
2017-01-25,229.25
2017-01-27,227.45
2017-01-30,230.5
2017-01-31,229.0
2017-02-01,237.5
2017-02-02,233.25
2017-02-03,230.3
2017-02-06,232.7
2017-02-07,232.8
2017-02-08,232.0
2017-02-09,228.85
2017-02-10,228.65
2017-02-13,241.45
2017-02-14,248.15
2017-02-15,237.7
2017-02-16,239.75
2017-02-17,236.2
2017-02-20,233.5
2017-02-21,242.35
2017-02-22,233.25
2017-02-23,238.1
2017-02-27,238.8
2017-02-28,233.45
2017-03-01,235.05
2017-03-02,235.0
2017-03-03,235.7
2017-03-06,237.0
2017-03-07,238.85
2017-03-08,234.65
2017-03-09,235.1
2017-03-10,230.8
2017-03-14,228.8
2017-03-15,232.55
2017-03-16,235.0
2017-03-17,236.0
2017-03-20,235.85
2017-03-21,234.7
2017-03-22,234.8
2017-03-23,239.95
2017-03-24,238.7
2017-03-27,235.0
2017-03-28,236.8
2017-03-29,240.0
2017-03-30,236.2
2017-03-31,231.45
2017-04-03,235.0
2017-04-05,232.1
2017-04-06,232.6
2017-04-07,245.3
2017-04-10,242.9
2017-04-11,235.15
2017-04-12,240.05
2017-04-13,240.5
2017-04-17,244.95
2017-04-18,236.5
2017-04-19,235.7
2017-04-20,233.65
2017-04-21,236.2
2017-04-24,235.75
2017-04-25,242.7
2017-04-26,243.8
2017-04-27,239.5
2017-04-28,238.55
2017-05-02,238.45
2017-05-03,235.75
2017-05-04,235.0
2017-05-05,234.0
2017-05-08,243.75
2017-05-09,236.3
2017-05-10,233.3
2017-05-11,238.45
2017-05-12,235.6
2017-05-16,237.25
2017-05-17,236.8
2017-05-18,235.0
2017-05-19,235.15
2017-05-22,239.65
2017-05-23,237.75
2017-05-24,236.7
2017-05-25,234.25
2017-05-26,235.45
2017-05-29,232.0
2017-05-30,239.4
2017-05-31,238.1
2017-06-01,241.25
2017-06-02,235.35
2017-06-05,241.55
2017-06-06,238.2
2017-06-07,239.9
2017-06-08,238.0
2017-06-09,243.6
2017-06-12,238.85
2017-06-13,235.0
2017-06-14,238.25
2017-06-15,237.15
2017-06-16,238.15
2017-06-19,235.45
2017-06-20,235.25
2017-06-22,240.05
2017-06-23,239.2
2017-06-27,230.1
2017-06-28,234.55
2017-06-29,236.2
2017-06-30,236.05
2017-07-03,232.9
2017-07-04,239.1
2017-07-05,235.1
2017-07-06,233.0
2017-07-07,230.55
2017-07-10,231.0
2017-07-11,233.0
2017-07-13,227.2
2017-07-14,217.7
2017-07-17,216.4
2017-07-18,218.2
2017-07-19,218.0
2017-07-20,227.95
2017-07-21,221.0
2017-07-24,220.0
2017-07-25,221.7
2017-07-26,214.95
2017-07-27,214.3
2017-07-28,210.0
2017-07-31,209.95
2017-08-01,213.25
2017-08-02,202.4
2017-08-03,204.5
2017-08-04,206.55
2017-08-07,208.0
2017-08-08,205.0
2017-08-09,203.2
2017-08-10,196.2
2017-08-11,205.65
2017-08-14,213.85
2017-08-16,203.1
2017-08-17,215.0
2017-08-18,206.5
2017-08-21,205.15
2017-08-22,198.35
2017-08-23,198.7
2017-08-24,197.05
2017-08-28,200.0
2017-08-29,204.55
2017-08-30,208.2
2017-08-31,207.85
2017-09-01,205.1
2017-09-05,200.05
2017-09-06,199.3
2017-09-07,199.65
2017-09-08,198.95
2017-09-11,197.45
2017-09-12,200.05
2017-09-13,195.4
2017-09-14,195.0
2017-09-15,202.4
2017-09-18,201.05
2017-09-19,212.75
2017-09-20,210.35
2017-09-21,212.55
2017-09-22,203.95
2017-09-25,202.2
2017-09-26,205.0
2017-09-27,205.25
2017-09-28,197.05
2017-09-29,205.95
2017-10-03,210.7
2017-10-04,202.5
2017-10-05,200.85
2017-10-06,201.1
2017-10-09,209.95
2017-10-10,207.6
2017-10-11,207.0
2017-10-12,208.95
2017-10-13,205.35
2017-10-16,206.6
2017-10-17,211.55
2017-10-18,213.5
2017-10-19,204.05
2017-10-23,214.7
2017-10-24,233.75
2017-10-25,225.9
2017-10-26,224.4
2017-10-27,218.05
2017-10-30,219.05
2017-10-31,232.55
2017-11-01,223.2
2017-11-02,219.1
2017-11-03,230.9
2017-11-06,215.05
2017-11-07,219.65
2017-11-08,222.25
2017-11-09,221.95
2017-11-10,221.95
2017-11-13,222.0
2017-11-14,210.7
2017-11-15,220.0
2017-11-16,221.65
2017-11-17,216.0
2017-11-20,219.05
2017-11-21,217.2
2017-11-22,214.6
2017-11-23,224.7
2017-11-24,222.0
2017-11-27,217.0
2017-11-28,214.55
2017-11-29,214.55
2017-11-30,214.0
2017-12-01,210.35
2017-12-04,208.9
2017-12-05,210.3
2017-12-06,212.8
2017-12-07,209.1
2017-12-08,227.7
2017-12-11,237.4
2017-12-12,237.75
2017-12-13,232.1
2017-12-14,236.15
2017-12-15,239.0
2017-12-18,238.2
2017-12-19,242.8
2017-12-20,250.45
2017-12-21,262.4
2017-12-22,314.85
2017-12-26,377.8
2017-12-27,409.65
2017-12-28,414.45
2017-12-29,414.75
