Date,MOTHERSUMI
2017-01-02,327.85
2017-01-03,323.45
2017-01-04,320.9
2017-01-05,328.55
2017-01-06,331.65
2017-01-09,329.25
2017-01-10,328.05
2017-01-11,330.2
2017-01-12,329.75
2017-01-13,326.65
2017-01-16,328.7
2017-01-17,326.35
2017-01-18,330.85
2017-01-19,325.65
2017-01-20,326.35
2017-01-23,323.65
2017-01-24,330.85
2017-01-25,331.5
2017-01-27,344.35
2017-01-30,343.55
2017-01-31,331.85
2017-02-01,336.6
2017-02-02,334.9
2017-02-03,340.15
2017-02-06,339.3
2017-02-07,338.05
2017-02-08,343.6
2017-02-09,348.85
2017-02-10,355.9
2017-02-13,350.95
2017-02-14,353.2
2017-02-15,343.4
2017-02-16,347.05
2017-02-17,349.8
2017-02-20,351.05
2017-02-21,350.6
2017-02-22,352.25
2017-02-23,349.3
2017-02-27,345.6
2017-02-28,350.2
2017-03-01,361.75
2017-03-02,352.95
2017-03-03,353.6
2017-03-06,357.25
2017-03-07,353.65
2017-03-08,354.85
2017-03-09,357.45
2017-03-10,355.3
2017-03-14,362.9
2017-03-15,364.2
2017-03-16,367.35
2017-03-17,367.0
2017-03-20,370.75
2017-03-21,370.1
2017-03-22,360.75
2017-03-23,364.3
2017-03-24,365.8
2017-03-27,366.1
2017-03-28,371.85
2017-03-29,379.5
2017-03-30,378.6
2017-03-31,371.9
2017-04-03,375.45
2017-04-05,382.1
2017-04-06,384.2
2017-04-07,378.0
2017-04-10,380.7
2017-04-11,380.35
2017-04-12,374.6
2017-04-13,376.4
2017-04-17,372.9
2017-04-18,371.55
2017-04-19,375.5
2017-04-20,376.55
2017-04-21,379.5
2017-04-24,383.5
2017-04-25,383.2
2017-04-26,386.0
2017-04-27,388.8
2017-04-28,401.25
2017-05-02,402.05
2017-05-03,405.9
2017-05-04,403.75
2017-05-05,394.95
2017-05-08,408.4
2017-05-09,404.95
2017-05-10,409.2
2017-05-11,402.3
2017-05-12,414.0
2017-05-15,417.2
2017-05-16,418.8
2017-05-17,415.3
2017-05-18,408.7
2017-05-19,423.6
2017-05-22,433.2
2017-05-23,422.4
2017-05-24,421.0
2017-05-25,431.45
2017-05-26,447.35
2017-05-29,448.1
2017-05-30,447.35
2017-05-31,450.55
2017-06-01,448.25
2017-06-02,454.3
2017-06-05,454.7
2017-06-06,457.7
2017-06-07,461.1
2017-06-08,460.3
2017-06-09,460.35
2017-06-12,479.45
2017-06-13,477.4
2017-06-14,478.1
2017-06-15,476.55
2017-06-16,473.8
2017-06-19,490.1
2017-06-20,479.8
2017-06-21,473.3
2017-06-22,470.7
2017-06-23,462.25
2017-06-27,470.05
2017-06-28,464.65
2017-06-29,457.2
2017-06-30,462.0
2017-07-03,459.85
2017-07-04,458.4
2017-07-05,305.45
2017-07-06,314.1
2017-07-07,310.95
2017-07-10,312.5
2017-07-11,313.65
2017-07-12,314.4
2017-07-13,321.7
2017-07-14,316.9
2017-07-17,318.25
2017-07-18,317.0
2017-07-19,326.05
2017-07-20,321.6
2017-07-21,323.75
2017-07-24,324.95
2017-07-25,323.2
2017-07-26,322.0
2017-07-27,320.3
2017-07-28,324.9
2017-07-31,325.0
2017-08-01,329.5
2017-08-02,333.15
2017-08-03,331.05
2017-08-04,336.8
2017-08-07,339.55
2017-08-08,336.65
2017-08-09,329.05
2017-08-10,317.45
2017-08-11,323.25
2017-08-14,323.55
2017-08-16,331.75
2017-08-17,323.75
2017-08-18,325.5
2017-08-21,320.4
2017-08-22,310.65
2017-08-23,314.25
2017-08-24,310.5
2017-08-28,311.75
2017-08-29,303.8
2017-08-30,309.25
2017-08-31,308.1
2017-09-01,319.0
2017-09-04,312.75
2017-09-05,315.5
2017-09-06,326.2
2017-09-07,333.0
2017-09-08,328.7
2017-09-11,333.0
2017-09-12,337.45
2017-09-13,333.0
2017-09-14,330.25
2017-09-15,332.65
2017-09-18,333.8
2017-09-19,341.05
2017-09-20,344.9
2017-09-21,340.1
2017-09-22,336.25
2017-09-25,334.25
2017-09-26,339.6
2017-09-27,332.6
2017-09-28,339.35
2017-09-29,336.4
2017-10-03,339.9
2017-10-04,335.5
2017-10-05,336.85
2017-10-06,341.6
2017-10-09,339.85
2017-10-10,347.05
2017-10-11,352.05
2017-10-12,357.85
2017-10-13,355.5
2017-10-16,354.95
2017-10-17,355.5
2017-10-18,355.4
2017-10-19,354.95
2017-10-23,358.45
2017-10-24,357.45
2017-10-25,358.75
2017-10-26,355.2
2017-10-27,357.55
2017-10-30,364.9
2017-10-31,365.2
2017-11-01,369.75
2017-11-02,363.4
2017-11-03,364.0
2017-11-06,366.65
2017-11-07,367.65
2017-11-08,361.4
2017-11-09,361.45
2017-11-10,355.45
2017-11-13,352.8
2017-11-14,355.5
2017-11-15,349.55
2017-11-16,359.45
2017-11-17,359.6
2017-11-20,357.5
2017-11-21,352.65
2017-11-22,344.55
2017-11-23,342.75
2017-11-24,346.15
2017-11-27,361.55
2017-11-28,361.25
2017-11-29,363.95
2017-11-30,365.2
2017-12-01,357.85
2017-12-04,362.9
2017-12-05,361.9
2017-12-06,357.0
2017-12-07,367.7
2017-12-08,372.3
2017-12-11,378.55
2017-12-12,376.1
2017-12-13,368.4
2017-12-14,372.35
2017-12-15,375.9
2017-12-18,379.1
2017-12-19,392.45
2017-12-20,385.9
2017-12-21,374.65
2017-12-22,376.85
2017-12-26,375.3
2017-12-27,368.45
2017-12-28,371.35
2017-12-29,379.25
