Date,M50
2017-01-02,78.5
2017-01-03,78.93
2017-01-04,78.5
2017-01-05,78.54
2017-01-06,78.95
2017-01-09,79.41
2017-01-10,79.01
2017-01-11,80.0
2017-01-12,80.0
2017-01-13,80.08
2017-01-16,80.2
2017-01-17,80.1
2017-01-18,80.35
2017-01-19,81.25
2017-01-20,79.85
2017-01-23,79.13
2017-01-24,80.65
2017-01-25,81.5
2017-01-27,80.93
2017-01-30,82.25
2017-01-31,82.25
2017-02-01,82.38
2017-02-02,82.2
2017-02-03,83.0
2017-02-06,83.93
2017-02-07,83.9
2017-02-08,84.5
2017-02-09,83.5
2017-02-10,85.25
2017-02-13,84.0
2017-02-14,84.01
2017-02-15,84.25
2017-02-16,83.6
2017-02-17,83.55
2017-02-20,83.37
2017-02-21,83.31
2017-02-22,85.0
2017-02-23,85.7
2017-02-27,84.75
2017-02-28,84.55
2017-03-01,84.7
2017-03-02,84.65
2017-03-03,84.6
2017-03-06,84.99
2017-03-07,85.69
2017-03-08,85.4
2017-03-09,84.51
2017-03-10,83.92
2017-03-14,85.26
2017-03-15,86.93
2017-03-16,86.97
2017-03-17,87.8
2017-03-20,89.73
2017-03-21,86.61
2017-03-22,86.65
2017-03-23,86.55
2017-03-24,86.5
2017-03-27,85.5
2017-03-28,85.8
2017-03-29,85.67
2017-03-30,86.93
2017-03-31,86.08
2017-04-03,88.76
2017-04-05,87.31
2017-04-06,87.3
2017-04-07,87.06
2017-04-10,87.86
2017-04-11,86.74
2017-04-12,87.0
2017-04-13,86.45
2017-04-17,89.05
2017-04-18,87.92
2017-04-19,87.21
2017-04-20,86.61
2017-04-21,86.41
2017-04-24,87.6
2017-04-25,88.71
2017-04-26,87.55
2017-04-27,88.74
2017-04-28,88.0
2017-05-02,88.0
2017-05-03,88.01
2017-05-04,89.65
2017-05-05,88.16
2017-05-08,89.7
2017-05-09,88.5
2017-05-10,88.55
2017-05-11,88.6
2017-05-12,89.49
2017-05-15,90.0
2017-05-16,89.75
2017-05-17,90.94
2017-05-18,89.0
2017-05-19,89.5
2017-05-22,90.45
2017-05-23,88.56
2017-05-24,89.3
2017-05-25,90.17
2017-05-26,90.47
2017-05-29,91.35
2017-05-30,91.35
2017-05-31,90.55
2017-06-01,90.5
2017-06-02,92.0
2017-06-05,90.6
2017-06-06,91.5
2017-06-07,92.0
2017-06-08,91.45
2017-06-09,92.0
2017-06-12,91.71
2017-06-13,90.8
2017-06-14,91.7
2017-06-15,91.0
2017-06-16,91.45
2017-06-19,91.25
2017-06-20,90.95
2017-06-21,90.97
2017-06-22,90.8
2017-06-23,91.36
2017-06-27,90.9
2017-06-28,89.5
2017-06-29,90.2
2017-06-30,89.88
2017-07-03,91.53
2017-07-04,91.0
2017-07-05,90.12
2017-07-06,90.47
2017-07-07,90.6
2017-07-10,93.0
2017-07-11,92.8
2017-07-12,92.75
2017-07-13,92.22
2017-07-14,92.5
2017-07-17,94.0
2017-07-18,93.38
2017-07-19,93.8
2017-07-20,94.73
2017-07-21,94.0
2017-07-24,94.0
2017-07-25,94.95
2017-07-26,95.5
2017-07-27,95.62
2017-07-28,95.7
2017-07-31,96.45
2017-08-01,97.4
2017-08-02,97.5
2017-08-03,94.99
2017-08-04,95.25
2017-08-07,96.95
2017-08-08,94.83
2017-08-09,93.96
2017-08-10,92.74
2017-08-11,93.06
2017-08-14,93.43
2017-08-16,94.0
2017-08-17,94.37
2017-08-18,93.0
2017-08-21,93.2
2017-08-22,92.9
2017-08-23,92.98
2017-08-24,93.94
2017-08-28,94.5
2017-08-29,94.3
2017-08-30,94.24
2017-08-31,95.02
2017-09-01,94.5
2017-09-04,94.25
2017-09-05,95.4
2017-09-06,95.06
2017-09-07,94.51
2017-09-08,94.29
2017-09-11,95.25
2017-09-12,95.7
2017-09-13,96.7
2017-09-14,96.25
2017-09-15,96.11
2017-09-18,97.02
2017-09-19,96.56
2017-09-20,96.68
2017-09-21,96.5
2017-09-22,95.61
2017-09-25,95.99
2017-09-26,95.2
2017-09-27,95.91
2017-09-28,95.8
2017-09-29,95.5
2017-10-03,96.0
2017-10-04,95.02
2017-10-05,94.99
2017-10-06,94.74
2017-10-09,94.61
2017-10-10,94.58
2017-10-11,95.84
2017-10-12,96.09
2017-10-13,96.25
2017-10-16,97.42
2017-10-17,97.88
2017-10-18,97.5
2017-10-19,97.86
2017-10-23,97.12
2017-10-24,97.5
2017-10-25,98.08
2017-10-26,97.89
2017-10-27,98.5
2017-10-30,99.01
2017-10-31,99.0
2017-11-01,101.95
2017-11-02,100.5
2017-11-03,99.85
2017-11-06,99.54
2017-11-07,100.0
2017-11-08,100.0
2017-11-09,98.4
2017-11-10,98.86
2017-11-13,98.51
2017-11-14,98.95
2017-11-15,98.54
2017-11-16,97.42
2017-11-17,98.95
2017-11-20,98.5
2017-11-21,97.52
2017-11-22,98.51
2017-11-23,98.05
2017-11-24,98.75
2017-11-27,98.52
2017-11-28,98.13
2017-11-29,98.54
2017-11-30,98.9
2017-12-01,98.0
2017-12-04,98.9
2017-12-05,97.64
2017-12-06,96.98
2017-12-07,98.5
2017-12-08,97.25
2017-12-11,97.43
2017-12-12,97.6
2017-12-13,97.5
2017-12-14,96.48
2017-12-15,99.0
2017-12-18,99.35
2017-12-19,99.45
2017-12-20,99.0
2017-12-21,100.2
2017-12-22,100.0
2017-12-26,99.83
2017-12-27,99.47
2017-12-28,99.54
2017-12-29,100.75
