Date,RAMCOCEM
2017-01-02,558.25
2017-01-03,569.2
2017-01-04,575.3
2017-01-05,577.5
2017-01-06,577.75
2017-01-09,574.75
2017-01-10,604.15
2017-01-11,617.55
2017-01-12,612.55
2017-01-13,604.05
2017-01-16,604.4
2017-01-17,610.9
2017-01-18,623.45
2017-01-19,618.5
2017-01-20,619.35
2017-01-23,624.95
2017-01-24,640.65
2017-01-25,659.2
2017-01-27,662.65
2017-01-30,668.3
2017-01-31,702.75
2017-02-01,714.6
2017-02-02,703.4
2017-02-03,702.85
2017-02-06,715.15
2017-02-07,681.3
2017-02-08,680.6
2017-02-09,680.05
2017-02-10,688.8
2017-02-13,679.95
2017-02-14,667.75
2017-02-15,656.9
2017-02-16,678.3
2017-02-17,674.4
2017-02-20,677.05
2017-02-21,677.9
2017-02-22,666.85
2017-02-23,652.0
2017-02-27,653.6
2017-02-28,665.65
2017-03-01,668.35
2017-03-02,659.2
2017-03-03,657.95
2017-03-06,654.15
2017-03-07,654.55
2017-03-08,641.55
2017-03-09,630.5
2017-03-10,626.45
2017-03-14,646.2
2017-03-15,638.05
2017-03-16,643.5
2017-03-17,634.7
2017-03-20,655.35
2017-03-21,655.1
2017-03-22,656.95
2017-03-23,655.45
2017-03-24,651.15
2017-03-27,641.85
2017-03-28,662.9
2017-03-29,657.65
2017-03-30,664.95
2017-03-31,672.65
2017-04-03,674.65
2017-04-05,671.7
2017-04-06,671.95
2017-04-07,674.1
2017-04-10,676.9
2017-04-11,671.8
2017-04-12,666.6
2017-04-13,674.1
2017-04-17,663.75
2017-04-18,671.2
2017-04-19,670.75
2017-04-20,686.05
2017-04-21,670.9
2017-04-24,692.0
2017-04-25,699.65
2017-04-26,700.8
2017-04-27,688.85
2017-04-28,687.3
2017-05-02,687.75
2017-05-03,688.1
2017-05-04,681.15
2017-05-05,679.05
2017-05-08,686.55
2017-05-09,705.1
2017-05-10,716.55
2017-05-11,721.0
2017-05-12,708.1
2017-05-15,702.2
2017-05-16,722.95
2017-05-17,709.75
2017-05-18,699.8
2017-05-19,691.1
2017-05-22,673.45
2017-05-23,682.5
2017-05-24,677.95
2017-05-25,698.85
2017-05-26,696.35
2017-05-29,681.35
2017-05-30,690.9
2017-05-31,724.15
2017-06-01,722.35
2017-06-02,719.75
2017-06-05,713.6
2017-06-06,697.4
2017-06-07,680.4
2017-06-08,709.45
2017-06-09,713.05
2017-06-12,702.8
2017-06-13,694.15
2017-06-14,699.1
2017-06-15,701.8
2017-06-16,693.75
2017-06-19,696.5
2017-06-20,694.0
2017-06-21,697.3
2017-06-22,687.5
2017-06-23,683.75
2017-06-27,680.7
2017-06-28,682.65
2017-06-29,675.95
2017-06-30,694.95
2017-07-03,696.9
2017-07-04,696.35
2017-07-05,709.75
2017-07-06,705.1
2017-07-07,705.85
2017-07-10,708.7
2017-07-11,708.7
2017-07-12,707.0
2017-07-13,712.35
2017-07-14,710.75
2017-07-17,700.05
2017-07-18,698.75
2017-07-19,696.15
2017-07-20,680.25
2017-07-21,678.55
2017-07-24,675.5
2017-07-25,667.0
2017-07-26,669.65
2017-07-27,658.15
2017-07-28,668.9
2017-07-31,678.7
2017-08-01,687.0
2017-08-02,699.1
2017-08-03,688.25
2017-08-04,688.55
2017-08-07,692.0
2017-08-08,687.3
2017-08-09,672.65
2017-08-10,666.9
2017-08-11,661.4
2017-08-14,673.8
2017-08-16,693.5
2017-08-17,694.5
2017-08-18,684.3
2017-08-21,662.3
2017-08-22,660.85
2017-08-23,666.2
2017-08-24,667.4
2017-08-28,678.9
2017-08-29,685.65
2017-08-30,693.9
2017-08-31,690.8
2017-09-01,692.6
2017-09-04,696.65
2017-09-05,727.1
2017-09-06,721.45
2017-09-07,730.45
2017-09-08,724.8
2017-09-11,739.2
2017-09-12,742.75
2017-09-13,747.3
2017-09-14,752.4
2017-09-15,749.55
2017-09-18,749.45
2017-09-19,737.25
2017-09-20,733.2
2017-09-21,719.8
2017-09-22,708.0
2017-09-25,707.85
2017-09-26,695.0
2017-09-27,690.8
2017-09-28,678.55
2017-09-29,692.4
2017-10-03,693.95
2017-10-04,695.4
2017-10-05,704.45
2017-10-06,705.3
2017-10-09,701.25
2017-10-10,694.7
2017-10-11,692.5
2017-10-12,690.05
2017-10-13,684.5
2017-10-16,687.5
2017-10-17,692.65
2017-10-18,695.3
2017-10-19,688.65
2017-10-23,699.55
2017-10-24,704.9
2017-10-25,719.3
2017-10-26,723.1
2017-10-27,717.55
2017-10-30,729.15
2017-10-31,720.85
2017-11-01,721.3
2017-11-02,717.75
2017-11-03,721.6
2017-11-06,733.55
2017-11-07,713.15
2017-11-08,702.75
2017-11-09,704.55
2017-11-10,697.9
2017-11-13,694.7
2017-11-14,686.8
2017-11-15,700.85
2017-11-16,715.1
2017-11-17,727.15
2017-11-20,700.0
2017-11-21,711.8
2017-11-22,707.95
2017-11-23,710.4
2017-11-24,709.7
2017-11-27,704.3
2017-11-28,713.1
2017-11-29,710.65
2017-11-30,700.05
2017-12-01,693.85
2017-12-04,692.95
2017-12-05,689.1
2017-12-06,687.75
2017-12-07,688.3
2017-12-08,694.05
2017-12-11,701.45
2017-12-12,700.5
2017-12-13,700.55
2017-12-14,704.85
2017-12-15,706.05
2017-12-18,714.9
2017-12-19,714.1
2017-12-20,809.25
2017-12-21,793.55
2017-12-22,778.05
2017-12-26,798.05
2017-12-27,791.95
2017-12-28,796.45
2017-12-29,785.6
