Date,DLF
2017-01-02,118.7
2017-01-03,119.05
2017-01-04,125.5
2017-01-05,126.65
2017-01-06,126.55
2017-01-09,126.5
2017-01-10,125.2
2017-01-11,125.25
2017-01-12,125.25
2017-01-13,124.1
2017-01-16,129.85
2017-01-17,131.65
2017-01-18,131.85
2017-01-19,132.4
2017-01-20,128.55
2017-01-23,130.95
2017-01-24,131.55
2017-01-25,137.4
2017-01-27,135.6
2017-01-30,136.95
2017-01-31,134.95
2017-02-01,143.8
2017-02-02,141.6
2017-02-03,143.55
2017-02-06,145.3
2017-02-07,143.85
2017-02-08,145.6
2017-02-09,148.4
2017-02-10,147.9
2017-02-13,147.75
2017-02-14,147.45
2017-02-15,137.15
2017-02-16,140.95
2017-02-17,142.35
2017-02-20,146.2
2017-02-21,145.7
2017-02-22,146.05
2017-02-23,148.85
2017-02-27,146.55
2017-02-28,150.45
2017-03-01,153.25
2017-03-02,140.9
2017-03-03,144.1
2017-03-06,145.55
2017-03-07,145.1
2017-03-08,142.6
2017-03-09,142.3
2017-03-10,141.85
2017-03-14,146.6
2017-03-15,146.4
2017-03-16,149.25
2017-03-17,147.65
2017-03-20,147.55
2017-03-21,148.25
2017-03-22,145.55
2017-03-23,146.7
2017-03-24,148.35
2017-03-27,147.55
2017-03-28,149.05
2017-03-29,148.9
2017-03-30,149.25
2017-03-31,148.65
2017-04-03,146.85
2017-04-05,149.8
2017-04-06,156.4
2017-04-07,154.25
2017-04-10,156.75
2017-04-11,159.35
2017-04-12,159.95
2017-04-13,159.65
2017-04-17,172.6
2017-04-18,164.85
2017-04-19,169.25
2017-04-20,172.1
2017-04-21,183.45
2017-04-24,190.35
2017-04-25,194.2
2017-04-26,187.55
2017-04-27,189.8
2017-04-28,186.0
2017-05-02,189.35
2017-05-03,190.3
2017-05-04,186.4
2017-05-05,185.65
2017-05-08,197.05
2017-05-09,199.5
2017-05-10,199.4
2017-05-11,202.85
2017-05-12,208.35
2017-05-15,210.5
2017-05-16,212.5
2017-05-17,215.05
2017-05-18,207.7
2017-05-19,207.6
2017-05-22,205.1
2017-05-23,197.1
2017-05-24,190.35
2017-05-25,194.95
2017-05-26,194.0
2017-05-29,175.8
2017-05-30,180.0
2017-05-31,179.55
2017-06-01,176.75
2017-06-02,175.7
2017-06-05,176.9
2017-06-06,175.3
2017-06-07,174.35
2017-06-08,175.7
2017-06-09,184.85
2017-06-12,183.85
2017-06-13,184.95
2017-06-14,187.65
2017-06-15,192.0
2017-06-16,193.6
2017-06-19,192.8
2017-06-20,194.55
2017-06-21,197.15
2017-06-22,195.8
2017-06-23,192.05
2017-06-27,187.5
2017-06-28,190.75
2017-06-29,194.1
2017-06-30,190.7
2017-07-03,194.15
2017-07-04,195.05
2017-07-05,197.4
2017-07-06,201.15
2017-07-07,202.25
2017-07-10,203.15
2017-07-11,199.0
2017-07-12,200.5
2017-07-13,200.1
2017-07-14,201.5
2017-07-17,204.3
2017-07-18,200.05
2017-07-19,202.05
2017-07-20,203.0
2017-07-21,196.3
2017-07-24,194.05
2017-07-25,194.35
2017-07-26,195.6
2017-07-27,195.85
2017-07-28,191.25
2017-07-31,193.35
2017-08-01,193.55
2017-08-02,193.1
2017-08-03,190.25
2017-08-04,189.8
2017-08-07,191.35
2017-08-08,178.6
2017-08-09,178.85
2017-08-10,164.6
2017-08-11,155.55
2017-08-14,181.65
2017-08-16,180.8
2017-08-17,185.2
2017-08-18,183.45
2017-08-21,180.4
2017-08-22,175.3
2017-08-23,185.95
2017-08-24,186.95
2017-08-28,180.1
2017-08-29,181.6
2017-08-30,183.05
2017-08-31,185.05
2017-09-01,191.6
2017-09-04,188.0
2017-09-05,191.3
2017-09-06,192.5
2017-09-07,192.75
2017-09-08,191.8
2017-09-11,192.65
2017-09-12,196.45
2017-09-13,192.75
2017-09-14,193.55
2017-09-15,191.55
2017-09-18,193.85
2017-09-19,190.7
2017-09-20,189.75
2017-09-21,185.05
2017-09-22,173.5
2017-09-25,166.6
2017-09-26,169.2
2017-09-27,159.95
2017-09-28,161.85
2017-09-29,164.3
2017-10-03,167.45
2017-10-04,166.65
2017-10-05,171.2
2017-10-06,171.6
2017-10-09,173.05
2017-10-10,172.05
2017-10-11,170.4
2017-10-12,172.85
2017-10-13,172.95
2017-10-16,172.95
2017-10-17,178.75
2017-10-18,178.35
2017-10-19,175.25
2017-10-23,179.2
2017-10-24,178.25
2017-10-25,181.8
2017-10-26,182.05
2017-10-27,184.35
2017-10-30,187.9
2017-10-31,201.35
2017-11-01,208.65
2017-11-02,207.85
2017-11-03,213.9
2017-11-06,215.8
2017-11-07,208.7
2017-11-08,213.85
2017-11-09,211.85
2017-11-10,207.9
2017-11-13,202.3
2017-11-14,206.05
2017-11-15,203.6
2017-11-16,208.7
2017-11-17,223.85
2017-11-20,227.65
2017-11-21,222.4
2017-11-22,219.85
2017-11-23,222.75
2017-11-24,228.6
2017-11-27,233.4
2017-11-28,230.1
2017-11-29,229.4
2017-11-30,233.25
2017-12-01,225.9
2017-12-04,229.0
2017-12-05,230.3
2017-12-06,231.35
2017-12-07,239.55
2017-12-08,238.4
2017-12-11,239.4
2017-12-12,233.9
2017-12-13,227.8
2017-12-14,227.6
2017-12-15,231.7
2017-12-18,231.55
2017-12-19,234.05
2017-12-20,245.25
2017-12-21,243.45
2017-12-22,245.25
2017-12-26,253.25
2017-12-27,248.3
2017-12-28,263.8
2017-12-29,259.35
