Date,PRECWIRE
2017-01-02,114.5
2017-01-03,117.75
2017-01-04,118.65
2017-01-05,118.95
2017-01-06,118.0
2017-01-09,117.85
2017-01-10,118.1
2017-01-11,118.35
2017-01-12,117.7
2017-01-13,116.45
2017-01-16,119.4
2017-01-17,118.05
2017-01-18,118.35
2017-01-19,119.25
2017-01-20,119.25
2017-01-23,118.95
2017-01-24,118.55
2017-01-25,119.3
2017-01-27,123.5
2017-01-30,127.25
2017-01-31,126.1
2017-02-01,125.9
2017-02-02,126.25
2017-02-03,129.7
2017-02-06,129.2
2017-02-07,127.3
2017-02-08,126.85
2017-02-09,127.3
2017-02-10,132.35
2017-02-13,132.8
2017-02-14,121.15
2017-02-15,120.6
2017-02-16,121.15
2017-02-17,123.3
2017-02-20,123.3
2017-02-21,123.5
2017-02-22,121.45
2017-02-23,120.9
2017-02-27,120.0
2017-02-28,119.75
2017-03-01,119.45
2017-03-02,118.75
2017-03-03,117.15
2017-03-06,117.0
2017-03-07,117.25
2017-03-08,115.8
2017-03-09,115.0
2017-03-10,116.05
2017-03-14,114.6
2017-03-15,114.95
2017-03-16,118.95
2017-03-17,118.5
2017-03-20,114.95
2017-03-21,114.5
2017-03-22,114.35
2017-03-23,113.6
2017-03-24,115.05
2017-03-27,115.7
2017-03-28,114.5
2017-03-29,115.75
2017-03-30,114.65
2017-03-31,115.25
2017-04-03,125.1
2017-04-05,128.1
2017-04-06,130.35
2017-04-07,127.55
2017-04-10,130.5
2017-04-11,129.95
2017-04-12,130.0
2017-04-13,129.75
2017-04-17,129.35
2017-04-18,127.7
2017-04-19,128.85
2017-04-20,128.7
2017-04-21,131.25
2017-04-24,131.6
2017-04-25,129.1
2017-04-26,127.7
2017-04-27,127.15
2017-04-28,130.1
2017-05-02,137.9
2017-05-03,139.8
2017-05-04,138.95
2017-05-05,138.45
2017-05-08,139.4
2017-05-09,144.0
2017-05-10,139.35
2017-05-11,143.3
2017-05-12,142.15
2017-05-15,140.25
2017-05-16,139.95
2017-05-17,138.4
2017-05-18,138.3
2017-05-19,135.85
2017-05-22,135.1
2017-05-23,132.35
2017-05-24,128.05
2017-05-25,128.25
2017-05-26,132.8
2017-05-29,135.65
2017-05-30,133.35
2017-05-31,135.2
2017-06-01,136.65
2017-06-02,137.1
2017-06-05,138.2
2017-06-06,137.1
2017-06-07,133.2
2017-06-08,135.0
2017-06-09,137.8
2017-06-12,136.5
2017-06-13,147.1
2017-06-14,150.05
2017-06-15,154.6
2017-06-16,155.65
2017-06-19,153.8
2017-06-20,153.15
2017-06-21,151.75
2017-06-22,153.35
2017-06-23,150.65
2017-06-27,146.7
2017-06-28,145.85
2017-06-29,146.35
2017-06-30,148.2
2017-07-03,152.55
2017-07-04,152.5
2017-07-05,151.6
2017-07-06,150.2
2017-07-07,153.15
2017-07-10,154.25
2017-07-11,154.85
2017-07-12,154.7
2017-07-13,153.1
2017-07-14,152.55
2017-07-17,154.95
2017-07-18,153.25
2017-07-19,154.5
2017-07-20,153.15
2017-07-21,153.25
2017-07-24,152.9
2017-07-25,152.8
2017-07-26,151.8
2017-07-27,148.2
2017-07-28,148.1
2017-07-31,146.4
2017-08-01,143.3
2017-08-02,143.9
2017-08-03,143.95
2017-08-04,145.25
2017-08-07,144.95
2017-08-08,142.5
2017-08-09,139.65
2017-08-10,134.6
2017-08-11,134.15
2017-08-14,136.4
2017-08-16,138.85
2017-08-17,143.4
2017-08-18,145.05
2017-08-21,141.8
2017-08-22,138.7
2017-08-23,137.65
2017-08-24,140.5
2017-08-28,137.85
2017-08-29,134.15
2017-08-30,136.0
2017-08-31,138.25
2017-09-01,142.25
2017-09-04,140.05
2017-09-05,143.6
2017-09-06,172.3
2017-09-07,187.9
2017-09-08,187.35
2017-09-11,184.4
2017-09-12,178.4
2017-09-13,199.7
2017-09-14,198.45
2017-09-15,193.0
2017-09-18,201.5
2017-09-19,221.05
2017-09-20,215.5
2017-09-21,212.1
2017-09-22,202.35
2017-09-25,195.95
2017-09-26,203.2
2017-09-27,195.1
2017-09-28,196.0
2017-09-29,198.45
2017-10-03,196.5
2017-10-04,216.15
2017-10-05,211.4
2017-10-06,213.75
2017-10-09,210.05
2017-10-10,214.15
2017-10-11,207.05
2017-10-12,206.05
2017-10-13,207.65
2017-10-16,204.8
2017-10-17,201.75
2017-10-18,202.3
2017-10-19,201.75
2017-10-23,200.55
2017-10-24,206.85
2017-10-25,205.05
2017-10-26,206.6
2017-10-27,206.85
2017-10-30,204.75
2017-10-31,220.75
2017-11-01,217.1
2017-11-02,213.65
2017-11-03,216.85
2017-11-06,212.9
2017-11-07,206.35
2017-11-08,204.05
2017-11-09,207.65
2017-11-10,204.35
2017-11-13,203.6
2017-11-14,203.75
2017-11-15,196.95
2017-11-16,201.85
2017-11-17,203.5
2017-11-20,206.75
2017-11-21,206.9
2017-11-22,204.65
2017-11-23,230.1
2017-11-24,220.95
2017-11-27,222.7
2017-11-28,223.35
2017-11-29,229.9
2017-11-30,224.9
2017-12-01,224.3
2017-12-04,221.15
2017-12-05,221.75
2017-12-06,222.4
2017-12-07,214.95
2017-12-08,233.7
2017-12-11,235.55
2017-12-12,239.6
2017-12-13,242.25
2017-12-14,245.4
2017-12-15,258.45
2017-12-18,295.2
2017-12-19,306.3
2017-12-20,298.4
2017-12-21,291.8
2017-12-22,286.25
2017-12-26,277.25
2017-12-27,298.2
2017-12-28,296.5
2017-12-29,293.8
