Date,SHEMAROO
2017-01-02,389.2
2017-01-03,385.2
2017-01-04,404.9
2017-01-05,412.7
2017-01-06,430.35
2017-01-09,419.5
2017-01-10,412.85
2017-01-11,403.45
2017-01-12,401.3
2017-01-13,409.25
2017-01-16,416.55
2017-01-17,412.8
2017-01-18,412.8
2017-01-19,411.4
2017-01-20,404.7
2017-01-23,429.15
2017-01-24,423.35
2017-01-25,419.25
2017-01-27,419.1
2017-01-30,418.3
2017-01-31,416.7
2017-02-01,422.1
2017-02-02,424.4
2017-02-03,427.4
2017-02-06,416.95
2017-02-07,418.75
2017-02-08,419.4
2017-02-09,420.95
2017-02-10,421.4
2017-02-13,411.65
2017-02-14,408.7
2017-02-15,399.15
2017-02-16,407.55
2017-02-17,408.0
2017-02-20,409.45
2017-02-21,410.7
2017-02-22,402.8
2017-02-23,406.55
2017-02-27,403.4
2017-02-28,411.95
2017-03-01,412.85
2017-03-02,408.75
2017-03-03,408.3
2017-03-06,411.5
2017-03-07,411.7
2017-03-08,412.95
2017-03-09,417.2
2017-03-10,413.5
2017-03-14,393.2
2017-03-15,397.6
2017-03-16,399.9
2017-03-17,389.05
2017-03-20,382.0
2017-03-21,379.4
2017-03-22,379.55
2017-03-23,374.95
2017-03-24,380.0
2017-03-27,377.7
2017-03-28,375.6
2017-03-29,374.0
2017-03-30,372.9
2017-03-31,377.65
2017-04-03,394.75
2017-04-05,403.4
2017-04-06,397.6
2017-04-07,397.5
2017-04-10,402.3
2017-04-11,406.5
2017-04-12,401.2
2017-04-13,400.75
2017-04-17,400.1
2017-04-18,403.45
2017-04-19,401.0
2017-04-20,404.25
2017-04-21,410.25
2017-04-24,409.0
2017-04-25,404.7
2017-04-26,392.7
2017-04-27,396.2
2017-04-28,398.5
2017-05-02,398.25
2017-05-03,391.35
2017-05-04,386.75
2017-05-05,394.75
2017-05-08,389.05
2017-05-09,403.85
2017-05-10,361.6
2017-05-11,350.0
2017-05-12,338.25
2017-05-15,344.95
2017-05-16,341.55
2017-05-17,340.95
2017-05-18,339.75
2017-05-19,338.95
2017-05-22,327.3
2017-05-23,323.15
2017-05-24,326.15
2017-05-25,322.2
2017-05-26,320.0
2017-05-29,323.0
2017-05-30,342.0
2017-05-31,347.6
2017-06-01,351.95
2017-06-02,351.45
2017-06-05,352.4
2017-06-06,359.65
2017-06-07,364.4
2017-06-08,363.35
2017-06-09,364.25
2017-06-12,361.45
2017-06-13,365.3
2017-06-14,367.15
2017-06-15,362.25
2017-06-16,364.7
2017-06-19,364.85
2017-06-20,366.0
2017-06-21,369.3
2017-06-22,368.55
2017-06-23,364.75
2017-06-27,359.15
2017-06-28,361.9
2017-06-29,364.9
2017-06-30,369.85
2017-07-03,371.65
2017-07-04,374.75
2017-07-05,375.05
2017-07-06,379.9
2017-07-07,383.05
2017-07-10,390.5
2017-07-11,372.05
2017-07-12,374.9
2017-07-13,368.45
2017-07-14,369.35
2017-07-17,366.25
2017-07-18,371.95
2017-07-19,375.05
2017-07-20,376.25
2017-07-21,377.25
2017-07-24,375.1
2017-07-25,384.55
2017-07-26,382.35
2017-07-27,375.0
2017-07-28,373.5
2017-07-31,363.6
2017-08-01,354.35
2017-08-02,355.6
2017-08-03,356.45
2017-08-04,357.55
2017-08-07,357.65
2017-08-08,362.35
2017-08-09,361.0
2017-08-10,361.0
2017-08-11,365.85
2017-08-14,364.25
2017-08-16,360.65
2017-08-17,341.4
2017-08-18,349.8
2017-08-21,340.75
2017-08-22,335.15
2017-08-23,336.95
2017-08-24,335.5
2017-08-28,332.95
2017-08-29,365.3
2017-08-30,356.0
2017-08-31,357.0
2017-09-01,352.1
2017-09-04,349.45
2017-09-05,362.5
2017-09-06,359.3
2017-09-07,352.15
2017-09-08,353.85
2017-09-11,350.45
2017-09-12,346.85
2017-09-13,369.3
2017-09-14,359.6
2017-09-15,365.85
2017-09-18,363.5
2017-09-19,366.35
2017-09-20,364.55
2017-09-21,360.7
2017-09-22,355.55
2017-09-25,360.35
2017-09-26,361.3
2017-09-27,353.25
2017-09-28,350.6
2017-09-29,359.7
2017-10-03,366.85
2017-10-04,375.8
2017-10-05,382.6
2017-10-06,375.5
2017-10-09,388.75
2017-10-10,395.35
2017-10-11,391.75
2017-10-12,402.3
2017-10-13,397.6
2017-10-16,399.55
2017-10-17,400.4
2017-10-18,401.05
2017-10-19,403.1
2017-10-23,395.55
2017-10-24,400.5
2017-10-25,403.35
2017-10-26,401.85
2017-10-27,395.85
2017-10-30,401.35
2017-10-31,404.55
2017-11-01,395.8
2017-11-02,400.6
2017-11-03,395.5
2017-11-06,398.55
2017-11-07,395.95
2017-11-08,391.7
2017-11-09,391.85
2017-11-10,387.95
2017-11-13,390.0
2017-11-14,388.35
2017-11-15,388.25
2017-11-16,391.55
2017-11-17,392.35
2017-11-20,396.3
2017-11-21,394.75
2017-11-22,389.8
2017-11-23,390.35
2017-11-24,393.6
2017-11-27,389.3
2017-11-28,390.25
2017-11-29,425.15
2017-11-30,425.45
2017-12-01,419.15
2017-12-04,433.25
2017-12-05,419.4
2017-12-06,416.4
2017-12-07,414.15
2017-12-08,417.15
2017-12-11,407.75
2017-12-12,405.4
2017-12-13,400.05
2017-12-14,403.55
2017-12-15,400.25
2017-12-18,396.75
2017-12-19,399.55
2017-12-20,415.35
2017-12-21,440.9
2017-12-22,464.95
2017-12-26,462.85
2017-12-27,442.15
2017-12-28,428.8
2017-12-29,422.25
