Date,TITAN
2017-01-02,333.95
2017-01-03,348.15
2017-01-04,359.65
2017-01-05,358.05
2017-01-06,355.2
2017-01-09,354.6
2017-01-10,361.45
2017-01-11,360.75
2017-01-12,363.7
2017-01-13,358.35
2017-01-16,362.85
2017-01-17,359.95
2017-01-18,367.0
2017-01-19,372.7
2017-01-20,360.7
2017-01-23,363.95
2017-01-24,364.35
2017-01-25,372.15
2017-01-27,372.8
2017-01-30,371.45
2017-01-31,362.05
2017-02-01,369.95
2017-02-02,389.3
2017-02-03,379.75
2017-02-06,391.05
2017-02-07,393.45
2017-02-08,425.6
2017-02-09,427.0
2017-02-10,432.0
2017-02-13,428.35
2017-02-14,428.35
2017-02-15,412.45
2017-02-16,424.0
2017-02-17,431.5
2017-02-20,434.45
2017-02-21,457.3
2017-02-22,440.0
2017-02-23,432.95
2017-02-27,435.35
2017-02-28,437.2
2017-03-01,438.15
2017-03-02,430.45
2017-03-03,439.85
2017-03-06,438.05
2017-03-07,439.55
2017-03-08,440.95
2017-03-09,442.25
2017-03-10,445.3
2017-03-14,462.2
2017-03-15,462.05
2017-03-16,465.8
2017-03-17,463.5
2017-03-20,465.55
2017-03-21,463.7
2017-03-22,445.75
2017-03-23,452.0
2017-03-24,447.95
2017-03-27,447.95
2017-03-28,453.65
2017-03-29,455.0
2017-03-30,457.3
2017-03-31,462.75
2017-04-03,459.35
2017-04-05,491.75
2017-04-06,487.4
2017-04-07,485.4
2017-04-10,485.75
2017-04-11,486.75
2017-04-12,479.8
2017-04-13,484.15
2017-04-17,481.25
2017-04-18,471.2
2017-04-19,472.25
2017-04-20,479.5
2017-04-21,479.4
2017-04-24,482.35
2017-04-25,483.65
2017-04-26,479.8
2017-04-27,478.3
2017-04-28,470.25
2017-05-02,485.1
2017-05-03,483.4
2017-05-04,492.65
2017-05-05,491.2
2017-05-08,484.55
2017-05-09,467.15
2017-05-10,482.4
2017-05-11,501.15
2017-05-12,495.0
2017-05-15,483.65
2017-05-16,488.3
2017-05-17,481.75
2017-05-18,471.65
2017-05-19,471.15
2017-05-22,481.4
2017-05-23,478.35
2017-05-24,469.2
2017-05-25,463.9
2017-05-26,473.45
2017-05-29,470.65
2017-05-30,469.8
2017-05-31,474.9
2017-06-01,470.7
2017-06-02,471.75
2017-06-05,551.85
2017-06-06,527.15
2017-06-07,536.2
2017-06-08,529.1
2017-06-09,525.45
2017-06-12,515.8
2017-06-13,520.55
2017-06-14,521.9
2017-06-15,517.65
2017-06-16,516.4
2017-06-19,515.2
2017-06-20,526.7
2017-06-21,523.1
2017-06-22,519.9
2017-06-23,513.3
2017-06-27,516.0
2017-06-28,507.3
2017-06-29,509.6
2017-06-30,524.45
2017-07-03,532.4
2017-07-04,535.55
2017-07-05,531.8
2017-07-06,533.95
2017-07-07,532.5
2017-07-10,536.75
2017-07-11,528.7
2017-07-12,530.8
2017-07-13,534.15
2017-07-14,533.65
2017-07-17,533.75
2017-07-18,527.75
2017-07-19,533.05
2017-07-20,529.8
2017-07-21,543.2
2017-07-24,538.15
2017-07-25,536.15
2017-07-26,537.9
2017-07-27,527.45
2017-07-28,533.15
2017-07-31,544.25
2017-08-01,539.35
2017-08-02,552.8
2017-08-03,558.05
2017-08-04,611.2
2017-08-07,614.85
2017-08-08,609.4
2017-08-09,619.15
2017-08-10,610.35
2017-08-11,607.0
2017-08-14,630.4
2017-08-16,627.7
2017-08-17,621.5
2017-08-18,623.5
2017-08-21,615.5
2017-08-22,615.1
2017-08-23,607.5
2017-08-24,606.8
2017-08-28,612.25
2017-08-29,600.45
2017-08-30,611.6
2017-08-31,617.1
2017-09-01,613.5
2017-09-04,612.25
2017-09-05,638.85
2017-09-06,640.8
2017-09-07,637.0
2017-09-08,633.4
2017-09-11,632.95
2017-09-12,637.9
2017-09-13,630.3
2017-09-14,633.55
2017-09-15,632.15
2017-09-18,646.1
2017-09-19,641.55
2017-09-20,630.8
2017-09-21,618.55
2017-09-22,602.3
2017-09-25,602.15
2017-09-26,592.25
2017-09-27,590.0
2017-09-28,575.65
2017-09-29,584.55
2017-10-03,600.05
2017-10-04,600.9
2017-10-05,595.75
2017-10-06,596.6
2017-10-09,616.15
2017-10-10,615.85
2017-10-11,610.6
2017-10-12,623.45
2017-10-13,625.15
2017-10-16,627.45
2017-10-17,625.75
2017-10-18,612.9
2017-10-19,606.95
2017-10-23,604.05
2017-10-24,606.05
2017-10-25,590.75
2017-10-26,584.65
2017-10-27,590.05
2017-10-30,618.3
2017-10-31,635.25
2017-11-01,637.45
2017-11-02,655.15
2017-11-03,659.75
2017-11-06,783.7
2017-11-07,753.8
2017-11-08,743.3
2017-11-09,777.9
2017-11-10,782.05
2017-11-13,765.1
2017-11-14,774.3
2017-11-15,771.05
2017-11-16,768.3
2017-11-17,786.3
2017-11-20,783.95
2017-11-21,815.45
2017-11-22,813.15
2017-11-23,805.9
2017-11-24,829.3
2017-11-27,832.6
2017-11-28,818.1
2017-11-29,818.1
2017-11-30,818.9
2017-12-01,805.25
2017-12-04,804.55
2017-12-05,792.6
2017-12-06,773.6
2017-12-07,800.6
2017-12-08,810.95
2017-12-11,820.6
2017-12-12,822.4
2017-12-13,818.95
2017-12-14,816.25
2017-12-15,832.85
2017-12-18,840.1
2017-12-19,868.35
2017-12-20,862.95
2017-12-21,858.45
2017-12-22,856.85
2017-12-26,854.8
2017-12-27,849.05
2017-12-28,851.7
2017-12-29,858.15
