Date,BROOKS
2017-01-02,135.9
2017-01-03,137.0
2017-01-04,136.95
2017-01-05,143.75
2017-01-06,145.7
2017-01-09,143.2
2017-01-10,142.65
2017-01-11,141.25
2017-01-12,138.3
2017-01-13,142.25
2017-01-16,141.9
2017-01-17,141.7
2017-01-18,139.55
2017-01-19,146.5
2017-01-20,142.95
2017-01-23,141.75
2017-01-24,143.15
2017-01-25,142.75
2017-01-27,140.75
2017-01-30,140.05
2017-01-31,138.35
2017-02-01,138.7
2017-02-02,139.5
2017-02-03,141.5
2017-02-06,143.65
2017-02-07,153.4
2017-02-08,156.45
2017-02-09,152.25
2017-02-10,151.9
2017-02-13,147.8
2017-02-14,143.2
2017-02-15,137.45
2017-02-16,140.5
2017-02-17,140.5
2017-02-20,141.6
2017-02-21,142.95
2017-02-22,146.4
2017-02-23,143.4
2017-02-27,140.8
2017-02-28,141.0
2017-03-01,141.25
2017-03-02,139.25
2017-03-03,138.7
2017-03-06,138.85
2017-03-07,146.75
2017-03-08,143.1
2017-03-09,143.4
2017-03-10,142.35
2017-03-14,141.3
2017-03-15,141.3
2017-03-16,139.9
2017-03-17,138.85
2017-03-20,138.35
2017-03-21,137.35
2017-03-22,137.0
2017-03-23,135.15
2017-03-24,136.4
2017-03-27,134.85
2017-03-28,134.95
2017-03-29,134.3
2017-03-30,135.4
2017-03-31,134.75
2017-04-03,138.95
2017-04-05,138.2
2017-04-06,137.65
2017-04-07,137.3
2017-04-10,139.6
2017-04-11,139.75
2017-04-12,137.65
2017-04-13,137.25
2017-04-17,138.25
2017-04-18,136.95
2017-04-19,138.3
2017-04-20,139.45
2017-04-21,144.9
2017-04-24,143.35
2017-04-25,140.35
2017-04-26,136.9
2017-04-27,137.75
2017-04-28,135.2
2017-05-02,137.45
2017-05-03,136.45
2017-05-04,135.45
2017-05-05,133.6
2017-05-08,132.4
2017-05-09,132.0
2017-05-10,132.85
2017-05-11,132.3
2017-05-12,129.65
2017-05-15,129.4
2017-05-16,128.05
2017-05-17,126.5
2017-05-18,119.6
2017-05-19,118.55
2017-05-22,114.4
2017-05-23,111.55
2017-05-24,110.15
2017-05-25,112.9
2017-05-26,112.45
2017-05-29,102.9
2017-05-30,101.85
2017-05-31,106.8
2017-06-01,107.5
2017-06-02,107.4
2017-06-05,107.45
2017-06-06,105.1
2017-06-07,106.7
2017-06-08,105.85
2017-06-09,105.1
2017-06-12,107.05
2017-06-13,110.35
2017-06-14,110.2
2017-06-15,108.55
2017-06-16,109.6
2017-06-19,109.9
2017-06-20,108.25
2017-06-21,108.15
2017-06-22,108.75
2017-06-23,108.1
2017-06-27,104.0
2017-06-28,102.5
2017-06-29,104.35
2017-06-30,101.85
2017-07-03,101.95
2017-07-04,102.15
2017-07-05,103.05
2017-07-06,104.2
2017-07-07,105.85
2017-07-10,105.85
2017-07-11,106.9
2017-07-12,105.3
2017-07-13,105.8
2017-07-14,103.5
2017-07-17,103.35
2017-07-18,103.8
2017-07-19,124.55
2017-07-20,140.65
2017-07-21,132.9
2017-07-24,130.35
2017-07-25,126.9
2017-07-26,127.75
2017-07-27,119.75
2017-07-28,115.75
2017-07-31,116.4
2017-08-01,115.95
2017-08-02,115.0
2017-08-03,113.7
2017-08-04,113.25
2017-08-07,114.5
2017-08-08,110.4
2017-08-09,108.7
2017-08-10,105.3
2017-08-11,102.2
2017-08-14,105.75
2017-08-16,109.05
2017-08-17,107.9
2017-08-18,105.2
2017-08-21,104.1
2017-08-22,103.25
2017-08-23,103.85
2017-08-24,105.75
2017-08-28,104.2
2017-08-29,104.25
2017-08-30,103.65
2017-08-31,110.15
2017-09-01,119.7
2017-09-04,113.0
2017-09-05,119.1
2017-09-06,115.0
2017-09-07,115.65
2017-09-08,111.95
2017-09-11,112.25
2017-09-12,112.4
2017-09-13,112.15
2017-09-14,108.45
2017-09-15,104.45
2017-09-18,105.55
2017-09-19,110.75
2017-09-20,112.15
2017-09-21,111.45
2017-09-22,107.9
2017-09-25,104.2
2017-09-26,105.25
2017-09-27,102.1
2017-09-28,103.7
2017-09-29,103.55
2017-10-03,104.5
2017-10-04,107.2
2017-10-05,109.1
2017-10-06,108.2
2017-10-09,108.4
2017-10-10,108.6
2017-10-11,106.75
2017-10-12,106.4
2017-10-13,106.65
2017-10-16,107.05
2017-10-17,108.8
2017-10-18,106.6
2017-10-19,106.55
2017-10-23,105.3
2017-10-24,106.3
2017-10-25,106.05
2017-10-26,105.25
2017-10-27,105.55
2017-10-30,105.1
2017-10-31,106.1
2017-11-01,111.0
2017-11-02,112.2
2017-11-03,109.4
2017-11-06,110.2
2017-11-07,108.55
2017-11-08,106.25
2017-11-09,105.6
2017-11-10,104.9
2017-11-13,104.15
2017-11-14,103.75
2017-11-15,102.05
2017-11-16,102.75
2017-11-17,102.65
2017-11-20,111.05
2017-11-21,107.0
2017-11-22,106.65
2017-11-23,106.9
2017-11-24,106.9
2017-11-27,106.4
2017-11-28,106.35
2017-11-29,105.0
2017-11-30,104.2
2017-12-01,106.3
2017-12-04,104.05
2017-12-05,105.15
2017-12-06,103.85
2017-12-07,104.4
2017-12-08,105.35
2017-12-11,105.6
2017-12-12,104.55
2017-12-13,104.9
2017-12-14,104.45
2017-12-15,103.95
2017-12-18,103.3
2017-12-19,104.25
2017-12-20,104.4
2017-12-21,109.4
2017-12-22,107.2
2017-12-26,106.55
2017-12-27,114.4
2017-12-28,115.65
2017-12-29,112.65
