Date,TEXMOPIPES
2017-01-02,19.1
2017-01-03,20.8
2017-01-04,21.65
2017-01-05,24.15
2017-01-06,23.1
2017-01-09,23.35
2017-01-10,22.4
2017-01-11,22.35
2017-01-12,22.2
2017-01-13,21.85
2017-01-16,21.95
2017-01-17,22.65
2017-01-18,22.35
2017-01-19,21.95
2017-01-20,22.05
2017-01-23,21.7
2017-01-24,21.75
2017-01-25,21.9
2017-01-27,23.65
2017-01-30,23.25
2017-01-31,22.65
2017-02-01,21.9
2017-02-02,21.5
2017-02-03,21.65
2017-02-06,22.55
2017-02-07,21.9
2017-02-08,23.0
2017-02-09,23.3
2017-02-10,23.65
2017-02-13,20.6
2017-02-14,20.05
2017-02-15,20.65
2017-02-16,20.15
2017-02-17,20.4
2017-02-20,20.9
2017-02-21,20.5
2017-02-22,20.3
2017-02-23,20.35
2017-02-27,20.45
2017-02-28,20.3
2017-03-01,20.45
2017-03-02,20.2
2017-03-03,19.5
2017-03-06,19.45
2017-03-07,18.9
2017-03-08,18.4
2017-03-09,18.35
2017-03-10,18.15
2017-03-14,18.0
2017-03-15,18.25
2017-03-16,18.5
2017-03-17,18.6
2017-03-20,18.25
2017-03-21,18.3
2017-03-22,18.1
2017-03-23,18.3
2017-03-24,18.05
2017-03-27,18.55
2017-03-28,21.1
2017-03-29,19.85
2017-03-30,20.75
2017-03-31,20.2
2017-04-03,20.7
2017-04-05,20.75
2017-04-06,21.65
2017-04-07,21.25
2017-04-10,20.9
2017-04-11,21.3
2017-04-12,20.95
2017-04-13,20.65
2017-04-17,24.75
2017-04-18,26.75
2017-04-19,26.25
2017-04-20,26.9
2017-04-21,27.4
2017-04-24,27.75
2017-04-25,26.55
2017-04-26,26.05
2017-05-30,20.3
2017-05-31,20.1
2017-06-01,20.45
2017-06-02,21.25
2017-06-05,21.25
2017-06-06,21.0
2017-06-07,21.6
2017-06-08,22.15
2017-06-09,22.5
2017-06-12,22.2
2017-06-13,21.45
2017-06-14,21.1
2017-06-15,20.75
2017-06-16,21.25
2017-06-19,21.2
2017-06-20,20.9
2017-06-21,21.8
2017-06-22,22.3
2017-06-23,21.75
2017-06-27,20.9
2017-06-28,21.65
2017-06-29,21.75
2017-06-30,21.2
2017-07-03,22.6
2017-07-04,22.5
2017-07-05,23.1
2017-07-06,22.55
2017-07-07,22.4
2017-07-10,22.0
2017-07-11,22.05
2017-07-12,22.0
2017-07-13,24.2
2017-07-14,23.4
2017-07-17,24.35
2017-07-18,24.0
2017-07-19,25.7
2017-07-20,25.6
2017-07-21,24.85
2017-07-24,24.05
2017-07-25,23.45
2017-07-26,23.3
2017-07-27,22.65
2017-07-28,22.6
2017-07-31,22.65
2017-08-01,23.05
2017-08-02,22.95
2017-08-03,22.65
2017-08-04,22.0
2017-08-07,22.35
2017-08-08,22.0
2017-08-09,21.05
2017-08-10,19.7
2017-08-11,19.75
2017-08-14,20.8
2017-08-16,20.95
2017-08-17,20.9
2017-08-18,20.35
2017-08-21,20.25
2017-08-22,20.25
2017-08-23,20.3
2017-08-24,20.9
2017-08-28,20.65
2017-08-29,20.75
2017-08-30,20.95
2017-08-31,20.8
2017-09-01,20.8
2017-09-04,20.8
2017-09-05,21.95
2017-09-06,22.1
2017-09-07,24.0
2017-09-08,23.7
2017-09-11,23.0
2017-09-12,24.25
2017-09-13,22.85
2017-09-14,22.95
2017-09-15,22.3
2017-09-18,22.4
2017-09-19,22.05
2017-09-20,22.7
2017-09-21,22.5
2017-09-22,21.65
2017-09-25,20.75
2017-09-26,21.15
2017-09-27,20.65
2017-09-28,21.15
2017-09-29,22.2
2017-10-03,22.15
2017-10-04,21.7
2017-10-05,21.55
2017-10-06,22.3
2017-10-09,22.1
2017-10-10,25.2
2017-10-11,23.6
2017-10-12,24.25
2017-10-13,24.0
2017-10-16,24.0
2017-10-17,23.9
2017-10-18,24.0
2017-10-19,24.1
2017-10-23,23.85
2017-10-24,23.75
2017-10-25,23.45
2017-10-26,23.3
2017-10-27,23.45
2017-10-30,24.7
2017-10-31,24.45
2017-11-01,25.15
2017-11-02,25.35
2017-11-03,25.4
2017-11-06,26.55
2017-11-07,26.8
2017-11-08,25.9
2017-11-09,27.05
2017-11-10,26.2
2017-11-13,25.9
2017-11-14,25.9
2017-11-15,26.45
2017-11-16,26.2
2017-11-17,26.15
2017-11-20,27.85
2017-11-21,29.5
2017-11-22,30.6
2017-11-23,31.0
2017-11-24,30.35
2017-11-27,33.1
2017-11-28,32.05
2017-11-29,31.35
2017-11-30,31.05
2017-12-01,32.25
2017-12-04,32.35
2017-12-05,30.95
2017-12-06,30.8
