Date,SURYALAXMI
2017-01-02,131.95
2017-01-03,135.25
2017-01-04,136.15
2017-01-05,139.45
2017-01-06,136.05
2017-01-09,135.65
2017-01-10,137.35
2017-01-11,134.5
2017-01-12,134.05
2017-01-13,131.85
2017-01-16,132.55
2017-01-17,131.3
2017-01-18,132.05
2017-01-19,130.45
2017-01-20,127.6
2017-01-23,127.85
2017-01-24,128.55
2017-01-25,128.15
2017-01-27,129.75
2017-01-30,129.65
2017-01-31,128.55
2017-02-01,128.8
2017-02-02,130.65
2017-02-03,134.6
2017-02-06,131.3
2017-02-07,132.25
2017-02-08,131.8
2017-02-09,131.9
2017-02-10,130.1
2017-02-13,130.05
2017-02-14,121.3
2017-02-15,111.45
2017-02-16,113.8
2017-02-17,110.35
2017-02-20,109.1
2017-02-21,115.2
2017-02-22,116.25
2017-02-23,113.0
2017-02-27,111.15
2017-02-28,109.55
2017-03-01,110.3
2017-03-02,108.45
2017-03-03,108.0
2017-03-06,112.5
2017-03-07,108.55
2017-03-08,111.95
2017-03-09,109.65
2017-03-10,111.35
2017-03-14,108.55
2017-03-15,108.9
2017-03-16,110.1
2017-03-17,112.3
2017-03-20,109.75
2017-03-21,107.95
2017-03-22,105.35
2017-03-23,103.8
2017-03-24,105.1
2017-03-27,105.5
2017-03-28,105.05
2017-03-29,105.95
2017-03-30,107.85
2017-03-31,106.15
2017-04-03,109.7
2017-04-05,112.35
2017-04-06,109.1
2017-04-07,109.25
2017-04-10,115.3
2017-04-11,116.2
2017-04-12,113.0
2017-04-13,115.75
2017-04-17,117.1
2017-04-18,114.85
2017-04-19,114.7
2017-04-20,114.05
2017-04-21,114.55
2017-04-24,113.85
2017-04-25,114.9
2017-04-26,120.05
2017-04-27,117.05
2017-04-28,115.9
2017-05-02,118.3
2017-05-03,116.6
2017-05-04,114.8
2017-05-05,112.7
2017-05-08,113.7
2017-05-09,114.15
2017-05-10,116.15
2017-05-11,117.2
2017-05-12,115.15
2017-05-15,115.55
2017-05-16,115.9
2017-05-17,114.05
2017-05-18,113.4
2017-05-19,111.6
2017-05-22,109.55
2017-05-23,106.35
2017-05-24,105.6
2017-05-25,107.45
2017-05-26,107.95
2017-05-29,106.8
2017-05-30,105.95
2017-05-31,107.65
2017-06-01,106.9
2017-06-02,109.9
2017-06-05,110.75
2017-06-06,108.05
2017-06-07,109.2
2017-06-08,108.95
2017-06-09,106.4
2017-06-12,106.55
2017-06-13,108.6
2017-06-14,107.55
2017-06-15,106.8
2017-06-16,106.3
2017-06-19,106.1
2017-06-20,106.1
2017-06-21,106.2
2017-06-22,105.85
2017-06-23,104.7
2017-06-27,103.25
2017-06-28,103.55
2017-06-29,103.45
2017-06-30,102.85
2017-07-03,103.4
2017-07-04,104.0
2017-07-05,104.55
2017-07-06,112.5
2017-07-07,113.65
2017-07-10,116.15
2017-07-11,112.6
2017-07-12,111.35
2017-07-13,114.4
2017-07-14,113.05
2017-07-17,114.8
2017-07-18,113.95
2017-07-19,113.2
2017-07-20,112.95
2017-07-21,111.85
2017-07-24,111.35
2017-07-25,112.2
2017-07-26,111.5
2017-07-27,110.2
2017-07-28,108.7
2017-07-31,110.05
2017-08-01,109.3
2017-08-02,108.35
2017-08-03,105.7
2017-08-04,105.0
2017-08-07,107.45
2017-08-08,104.25
2017-08-09,103.15
2017-08-10,100.05
2017-08-11,98.7
2017-08-14,99.7
2017-08-16,101.4
2017-08-17,100.0
2017-08-18,98.3
2017-08-21,96.45
2017-08-22,96.65
2017-08-23,97.7
2017-08-24,99.3
2017-08-28,98.85
2017-08-29,93.2
2017-08-30,93.0
2017-08-31,92.0
2017-09-01,92.35
2017-09-04,91.4
2017-09-05,97.75
2017-09-06,94.8
2017-09-07,93.55
2017-09-08,92.65
2017-09-11,93.9
2017-09-12,92.6
2017-09-13,91.8
2017-09-14,90.6
2017-09-15,90.9
2017-09-18,89.9
2017-09-19,90.15
2017-09-20,90.1
2017-09-21,90.05
2017-09-22,88.95
2017-09-25,86.2
2017-09-26,85.6
2017-09-27,84.0
2017-09-28,84.0
2017-09-29,85.1
2017-10-03,83.0
2017-10-04,84.7
2017-10-05,87.35
2017-10-06,90.9
2017-10-09,87.5
2017-10-10,85.05
2017-10-11,85.4
2017-10-12,92.3
2017-10-13,94.5
2017-10-16,92.65
2017-10-17,91.85
2017-10-18,90.6
2017-10-19,90.65
2017-10-23,90.05
2017-10-24,89.7
2017-10-25,89.25
2017-10-26,88.65
2017-10-27,93.4
2017-10-30,92.95
2017-10-31,90.95
2017-11-01,90.45
2017-11-02,92.5
2017-11-03,92.0
2017-11-06,91.35
2017-11-07,90.7
2017-11-08,90.7
2017-11-09,90.2
2017-11-10,90.15
2017-11-13,90.0
2017-11-14,90.3
2017-11-15,87.6
2017-11-16,87.5
2017-11-17,89.25
2017-11-20,89.15
2017-11-21,89.7
2017-11-22,88.7
2017-11-23,92.7
2017-11-24,95.25
2017-11-27,94.1
2017-11-28,93.6
2017-11-29,91.35
2017-11-30,90.25
2017-12-01,90.2
2017-12-04,90.15
2017-12-05,88.65
2017-12-06,89.05
2017-12-07,90.55
2017-12-08,88.15
2017-12-11,88.65
2017-12-12,87.75
2017-12-13,87.15
2017-12-14,87.3
2017-12-15,87.7
2017-12-18,97.45
2017-12-19,98.35
2017-12-20,97.45
2017-12-21,94.25
2017-12-22,92.5
2017-12-26,93.4
2017-12-27,93.1
2017-12-28,97.65
2017-12-29,96.35
