Date,GUJALKALI
2017-01-02,346.0
2017-01-03,342.8
2017-01-04,342.9
2017-01-05,357.7
2017-01-06,362.45
2017-01-09,360.25
2017-01-10,360.6
2017-01-11,364.6
2017-01-12,359.75
2017-01-13,362.75
2017-01-16,381.4
2017-01-17,388.0
2017-01-18,396.9
2017-01-19,399.9
2017-01-20,389.5
2017-01-23,392.9
2017-01-24,396.35
2017-01-25,393.9
2017-01-27,400.6
2017-01-30,387.35
2017-01-31,374.1
2017-02-01,381.5
2017-02-02,373.7
2017-02-03,369.35
2017-02-06,371.9
2017-02-07,375.65
2017-02-08,376.15
2017-02-09,375.15
2017-02-10,389.2
2017-02-13,389.4
2017-02-14,393.5
2017-02-15,379.25
2017-02-16,384.2
2017-02-17,384.25
2017-02-20,390.8
2017-02-21,394.15
2017-02-22,386.95
2017-02-23,382.95
2017-02-27,380.5
2017-02-28,381.95
2017-03-01,380.2
2017-03-02,377.85
2017-03-03,375.8
2017-03-06,374.65
2017-03-07,372.45
2017-03-08,373.6
2017-03-09,380.6
2017-03-10,400.5
2017-03-14,413.35
2017-03-15,408.4
2017-03-16,408.75
2017-03-17,410.75
2017-03-20,410.05
2017-03-21,408.5
2017-03-22,405.05
2017-03-23,405.35
2017-03-24,404.2
2017-03-27,402.25
2017-03-28,403.45
2017-03-29,408.05
2017-03-30,404.65
2017-03-31,407.8
2017-04-03,409.05
2017-04-05,407.75
2017-04-06,430.1
2017-04-07,429.85
2017-04-10,428.4
2017-04-11,423.2
2017-04-12,433.25
2017-04-13,434.4
2017-04-17,431.3
2017-04-18,432.1
2017-04-19,441.45
2017-04-20,447.4
2017-04-21,447.5
2017-04-24,468.35
2017-04-25,478.95
2017-04-26,473.95
2017-04-27,464.7
2017-04-28,467.65
2017-05-02,463.7
2017-05-03,470.15
2017-05-04,463.9
2017-05-05,459.05
2017-05-08,450.25
2017-05-09,456.8
2017-05-10,456.8
2017-05-11,462.5
2017-05-12,456.1
2017-05-15,457.35
2017-05-16,455.25
2017-05-17,472.65
2017-05-18,461.85
2017-05-19,455.35
2017-05-22,455.25
2017-05-23,435.15
2017-05-24,440.5
2017-05-25,443.15
2017-05-26,426.2
2017-05-29,410.7
2017-05-30,409.55
2017-05-31,408.6
2017-06-01,415.6
2017-06-02,406.4
2017-06-05,407.2
2017-06-06,407.7
2017-06-07,402.1
2017-06-08,409.0
2017-06-09,404.1
2017-06-12,401.9
2017-06-13,403.5
2017-06-14,399.95
2017-06-15,409.05
2017-06-16,409.65
2017-06-19,405.05
2017-06-20,401.45
2017-06-21,400.95
2017-06-22,393.85
2017-06-23,386.2
2017-06-27,387.1
2017-06-28,387.05
2017-06-29,393.3
2017-06-30,387.65
2017-07-03,394.6
2017-07-04,392.55
2017-07-05,394.45
2017-07-06,395.4
2017-07-07,392.25
2017-07-10,393.6
2017-07-11,390.4
2017-07-12,390.85
2017-07-13,391.4
2017-07-14,387.8
2017-07-17,392.1
2017-07-18,388.5
2017-07-19,405.95
2017-07-20,401.85
2017-07-21,397.35
2017-07-24,396.0
2017-07-25,394.75
2017-07-26,412.95
2017-07-27,405.65
2017-07-28,403.75
2017-07-31,399.7
2017-08-01,402.3
2017-08-02,398.05
2017-08-03,401.05
2017-08-04,399.75
2017-08-07,399.7
2017-08-08,400.15
2017-08-09,403.95
2017-08-10,390.25
2017-08-11,390.75
2017-08-14,389.2
2017-08-16,393.7
2017-08-17,405.0
2017-08-18,404.4
2017-08-21,410.6
2017-08-22,409.5
2017-08-23,409.2
2017-08-24,419.35
2017-08-28,433.6
2017-08-29,439.75
2017-08-30,444.4
2017-08-31,440.65
2017-09-01,440.25
2017-09-04,438.35
2017-09-05,433.7
2017-09-06,436.1
2017-09-07,470.45
2017-09-08,468.5
2017-09-11,475.35
2017-09-12,478.0
2017-09-13,481.0
2017-09-14,476.6
2017-09-15,498.45
2017-09-18,506.95
2017-09-19,519.25
2017-09-20,527.65
2017-09-21,551.45
2017-09-22,553.7
2017-09-25,540.7
2017-09-26,549.85
2017-09-27,546.2
2017-09-28,536.55
2017-09-29,559.75
2017-10-03,554.2
2017-10-04,558.85
2017-10-05,582.45
2017-10-06,611.1
2017-10-09,697.05
2017-10-10,686.5
2017-10-11,646.4
2017-10-12,648.9
2017-10-13,654.6
2017-10-16,629.8
2017-10-17,657.85
2017-10-18,661.3
2017-10-19,648.5
2017-10-23,677.9
2017-10-24,684.3
2017-10-25,665.55
2017-10-26,689.25
2017-10-27,723.65
2017-10-30,719.95
2017-10-31,782.2
2017-11-01,764.95
2017-11-02,769.35
2017-11-03,770.65
2017-11-06,771.05
2017-11-07,773.75
2017-11-08,732.55
2017-11-09,695.15
2017-11-10,675.4
2017-11-13,693.05
2017-11-14,779.9
2017-11-15,730.9
2017-11-16,752.7
2017-11-17,743.1
2017-11-20,729.8
2017-11-21,740.7
2017-11-22,746.45
2017-11-23,777.85
2017-11-24,789.4
2017-11-27,783.45
2017-11-28,775.55
2017-11-29,765.35
2017-11-30,779.15
2017-12-01,764.7
2017-12-04,743.35
2017-12-05,742.45
2017-12-06,720.9
2017-12-07,727.9
2017-12-08,745.0
2017-12-11,736.9
2017-12-12,730.85
2017-12-13,709.65
2017-12-14,694.95
2017-12-15,735.7
2017-12-18,746.2
2017-12-19,751.6
2017-12-20,744.95
2017-12-21,730.2
2017-12-22,740.55
2017-12-26,721.6
2017-12-27,724.55
2017-12-28,721.4
2017-12-29,745.55
