Date,SQSBFSI
2017-01-02,721.8
2017-01-03,733.45
2017-01-04,734.6
2017-01-05,734.45
2017-01-06,731.8
2017-01-09,722.3
2017-01-10,717.15
2017-01-11,715.7
2017-01-12,712.05
2017-01-13,718.75
2017-01-16,714.65
2017-01-17,713.8
2017-01-18,716.4
2017-01-19,706.5
2017-01-20,700.05
2017-01-23,695.05
2017-01-24,694.3
2017-01-25,689.65
2017-01-27,699.25
2017-01-30,706.6
2017-01-31,681.9
2017-02-01,675.85
2017-02-02,701.5
2017-02-03,627.0
2017-02-06,630.0
2017-02-07,604.65
2017-02-08,606.3
2017-02-09,603.95
2017-02-10,603.6
2017-02-13,591.6
2017-02-14,581.7
2017-02-15,567.45
2017-02-16,599.65
2017-02-17,585.8
2017-02-20,591.4
2017-02-21,592.8
2017-02-22,594.0
2017-02-23,594.55
2017-02-27,593.8
2017-02-28,592.9
2017-03-01,590.65
2017-03-02,593.1
2017-03-03,592.2
2017-03-06,594.7
2017-03-07,590.35
2017-03-08,576.6
2017-03-09,576.05
2017-03-10,573.05
2017-03-14,570.55
2017-03-15,561.55
2017-03-16,561.95
2017-03-17,561.7
2017-03-20,550.85
2017-03-21,518.7
2017-03-22,519.25
2017-03-23,555.4
2017-03-24,551.75
2017-03-27,551.75
2017-03-28,547.65
2017-03-29,548.5
2017-03-30,550.2
2017-03-31,547.65
2017-04-03,553.75
2017-04-05,571.7
2017-04-06,574.25
2017-04-07,568.5
2017-04-10,566.6
2017-04-11,561.1
2017-04-12,540.55
2017-04-13,537.15
2017-04-17,541.4
2017-04-18,536.9
2017-04-19,538.75
2017-04-20,537.95
2017-04-21,544.35
2017-04-24,552.95
2017-04-25,546.4
2017-04-26,558.05
2017-04-27,558.55
2017-04-28,547.4
2017-05-02,539.5
2017-05-03,528.1
2017-05-04,538.9
2017-05-05,540.0
2017-05-08,543.15
2017-05-09,531.0
2017-05-10,532.25
2017-05-11,540.45
2017-05-12,537.45
2017-05-15,540.4
2017-05-16,543.45
2017-05-17,539.0
2017-05-18,544.55
2017-05-19,550.0
2017-05-22,546.75
2017-05-23,530.2
2017-05-24,526.05
2017-05-25,525.0
2017-05-26,535.7
2017-05-29,526.45
2017-05-30,519.95
2017-05-31,531.45
2017-06-01,527.85
2017-06-02,535.65
2017-06-05,538.85
2017-06-06,538.2
2017-06-07,553.35
2017-06-08,555.05
2017-06-09,540.35
2017-06-12,515.25
2017-06-13,522.25
2017-06-14,517.3
2017-06-15,516.9
2017-06-16,516.55
2017-06-19,517.6
2017-06-20,516.45
2017-06-21,516.2
2017-06-22,516.2
2017-06-23,509.35
2017-06-27,508.6
2017-06-28,503.8
2017-06-29,507.3
2017-06-30,513.45
2017-07-03,518.5
2017-07-04,526.5
2017-07-05,533.5
2017-07-06,541.4
2017-07-07,549.4
2017-07-10,541.85
2017-07-11,536.3
2017-07-12,537.65
2017-07-13,545.95
2017-07-14,542.6
2017-07-17,541.6
2017-07-18,546.85
2017-07-19,546.4
2017-07-20,528.05
2017-07-21,531.85
2017-07-24,525.4
2017-07-25,527.95
2017-07-26,525.7
2017-07-27,540.5
2017-07-28,548.95
2017-07-31,537.45
2017-08-01,529.6
2017-08-02,516.2
2017-08-03,504.4
2017-08-04,505.05
2017-08-07,500.55
2017-08-14,477.75
2017-08-16,461.35
2017-08-17,437.6
2017-08-18,440.1
2017-08-21,427.1
2017-08-22,415.2
2017-08-23,464.1
2017-08-24,474.65
2017-08-28,457.4
2017-08-29,463.75
2017-08-30,460.9
2017-08-31,459.9
2017-09-01,459.0
2017-09-04,457.25
2017-09-05,456.4
2017-09-06,468.55
2017-09-07,493.85
2017-09-08,482.85
2017-09-11,475.65
2017-09-12,471.25
2017-09-13,470.2
2017-09-14,470.2
2017-09-15,467.55
2017-09-18,478.2
2017-09-19,479.15
2017-09-20,477.4
2017-09-21,470.05
2017-09-22,471.1
2017-09-25,480.35
2017-09-26,472.25
2017-09-27,472.7
2017-09-28,474.95
2017-09-29,480.1
2017-10-03,472.25
2017-10-04,474.8
2017-10-05,476.2
2017-10-06,474.05
2017-10-09,476.5
2017-10-10,478.35
2017-10-11,463.4
2017-10-12,466.9
2017-10-13,484.85
2017-10-16,480.5
2017-10-17,476.0
2017-10-18,476.25
2017-10-19,482.35
2017-10-23,477.5
2017-10-24,482.5
2017-10-25,477.85
2017-10-26,482.35
2017-10-27,475.0
2017-10-30,468.25
2017-10-31,466.2
2017-11-01,471.7
2017-11-02,478.75
2017-11-03,478.9
2017-11-06,475.8
2017-11-07,478.2
2017-11-08,488.9
2017-11-09,480.55
2017-11-10,473.0
2017-11-13,455.15
2017-11-14,448.05
2017-11-15,438.25
2017-11-16,463.9
2017-11-17,467.3
2017-11-20,454.7
2017-11-21,464.55
2017-11-22,462.85
2017-11-23,463.35
2017-11-24,459.2
2017-11-27,461.5
2017-11-28,461.4
2017-11-29,461.65
2017-11-30,464.7
2017-12-01,460.05
2017-12-04,464.15
2017-12-05,451.4
2017-12-06,448.7
2017-12-07,456.3
2017-12-08,494.25
2017-12-11,506.55
2017-12-12,511.7
2017-12-13,503.15
2017-12-14,484.85
2017-12-15,551.15
2017-12-18,593.8
2017-12-19,592.7
2017-12-20,582.95
2017-12-21,545.7
2017-12-22,547.25
2017-12-26,557.35
2017-12-27,543.0
2017-12-28,539.8
2017-12-29,523.65
