Date,MUKTAARTS
2017-01-02,89.6
2017-01-03,89.6
2017-01-04,90.35
2017-01-05,101.6
2017-01-06,98.65
2017-01-09,98.45
2017-01-10,97.5
2017-01-11,98.3
2017-01-12,96.75
2017-01-13,98.3
2017-01-16,96.8
2017-01-17,97.15
2017-01-18,99.6
2017-01-19,99.15
2017-01-20,96.0
2017-01-23,99.85
2017-01-24,98.7
2017-01-25,96.05
2017-01-27,97.15
2017-01-30,96.1
2017-01-31,91.35
2017-02-01,91.3
2017-02-02,93.1
2017-02-03,97.5
2017-02-06,95.95
2017-02-07,95.85
2017-02-08,95.95
2017-02-09,98.65
2017-02-10,93.45
2017-02-13,91.35
2017-02-14,91.1
2017-02-15,86.9
2017-02-16,86.7
2017-02-17,90.3
2017-02-20,92.5
2017-02-21,91.05
2017-02-22,91.8
2017-02-23,89.55
2017-02-27,92.85
2017-02-28,91.75
2017-03-01,90.75
2017-03-02,89.1
2017-03-03,91.15
2017-03-06,88.85
2017-03-07,90.1
2017-03-08,87.55
2017-03-09,88.45
2017-03-10,85.7
2017-03-14,84.75
2017-03-15,85.75
2017-03-16,88.5
2017-03-17,86.5
2017-03-20,87.5
2017-03-21,86.45
2017-03-22,85.05
2017-03-23,91.7
2017-03-24,91.45
2017-03-27,90.4
2017-03-28,90.4
2017-03-29,94.3
2017-03-30,104.3
2017-03-31,100.25
2017-04-03,100.3
2017-04-05,101.05
2017-04-06,99.55
2017-04-07,98.2
2017-04-10,99.1
2017-04-11,100.8
2017-04-12,97.5
2017-04-13,95.35
2017-04-17,95.4
2017-04-18,92.7
2017-04-19,93.8
2017-04-20,95.45
2017-04-21,95.55
2017-04-24,97.1
2017-04-25,105.4
2017-04-26,101.6
2017-04-27,105.9
2017-04-28,110.8
2017-05-02,104.7
2017-05-03,100.3
2017-05-04,102.05
2017-05-05,98.5
2017-05-08,102.1
2017-05-09,99.85
2017-05-10,102.35
2017-05-11,99.85
2017-05-12,98.85
2017-05-15,98.65
2017-05-16,97.8
2017-05-17,96.8
2017-05-18,94.5
2017-05-19,94.15
2017-05-22,96.0
2017-05-23,93.3
2017-05-24,92.15
2017-05-25,94.7
2017-05-26,96.25
2017-05-29,93.7
2017-05-30,92.8
2017-05-31,92.75
2017-06-01,93.05
2017-06-02,95.75
2017-06-05,93.9
2017-06-06,93.1
2017-06-07,92.9
2017-06-08,95.2
2017-06-09,96.5
2017-06-12,96.65
2017-06-13,97.2
2017-06-14,97.65
2017-06-15,100.55
2017-06-16,101.7
2017-06-19,106.0
2017-06-20,110.5
2017-06-21,111.3
2017-06-22,114.4
2017-06-23,109.2
2017-06-27,102.9
2017-06-28,100.4
2017-06-29,101.85
2017-06-30,102.75
2017-07-03,106.85
2017-07-04,107.85
2017-07-05,110.25
2017-07-06,110.15
2017-07-07,105.4
2017-07-10,104.05
2017-07-11,104.2
2017-07-12,105.1
2017-07-13,103.9
2017-07-14,101.5
2017-07-17,102.4
2017-07-18,102.25
2017-07-19,101.4
2017-07-20,102.35
2017-07-21,103.9
2017-07-24,101.05
2017-07-25,103.6
2017-07-26,101.85
2017-07-27,99.15
2017-07-28,99.4
2017-07-31,100.45
2017-08-01,100.3
2017-08-02,99.25
2017-08-03,99.3
2017-08-04,97.05
2017-08-07,95.4
2017-08-08,93.1
2017-08-09,91.85
2017-08-10,85.15
2017-08-11,81.8
2017-08-14,84.95
2017-08-16,88.95
2017-08-17,88.0
2017-08-18,86.1
2017-08-21,93.15
2017-08-22,91.2
2017-08-23,90.05
2017-08-24,89.3
2017-08-28,90.25
2017-08-29,93.15
2017-08-30,95.4
2017-08-31,92.35
2017-09-01,89.75
2017-09-04,89.45
2017-09-05,89.7
2017-09-06,101.9
2017-09-07,100.7
2017-09-08,97.2
2017-09-11,97.95
2017-09-12,98.2
2017-09-13,99.45
2017-09-14,97.85
2017-09-15,96.5
2017-09-18,97.6
2017-09-19,97.75
2017-09-20,97.7
2017-09-21,99.7
2017-09-22,94.75
2017-09-25,94.45
2017-09-26,94.15
2017-09-27,91.2
2017-09-28,90.35
2017-09-29,91.6
2017-10-03,93.5
2017-10-04,93.8
2017-10-05,94.55
2017-10-06,94.65
2017-10-09,94.5
2017-10-10,93.65
2017-10-11,91.85
2017-10-12,93.75
2017-10-13,96.6
2017-10-16,97.75
2017-10-17,97.8
2017-10-18,96.6
2017-10-19,95.0
2017-10-23,94.8
2017-10-24,92.8
2017-10-25,91.45
2017-10-26,92.3
2017-10-27,90.45
2017-10-30,91.2
2017-10-31,93.25
2017-11-01,93.15
2017-11-02,89.6
2017-11-03,89.2
2017-11-06,89.85
2017-11-07,87.75
2017-11-08,87.85
2017-11-09,91.8
2017-11-10,90.95
2017-11-13,88.7
2017-11-14,88.25
2017-11-15,86.65
2017-11-16,87.95
2017-11-17,90.25
2017-11-20,88.85
2017-11-21,87.9
2017-11-22,87.65
2017-11-23,87.85
2017-11-24,89.5
2017-11-27,90.0
2017-11-28,92.35
2017-11-29,94.5
2017-11-30,105.55
2017-12-01,106.45
2017-12-04,111.0
2017-12-05,108.1
2017-12-06,104.05
2017-12-07,104.9
2017-12-08,102.2
2017-12-11,100.05
2017-12-12,99.15
2017-12-13,98.85
2017-12-14,96.0
2017-12-15,100.6
2017-12-18,100.3
2017-12-19,103.15
2017-12-20,105.2
2017-12-21,104.7
2017-12-22,106.05
2017-12-26,104.65
2017-12-27,105.95
2017-12-28,104.7
2017-12-29,103.5
