Date,EROSMEDIA
2017-01-02,164.15
2017-01-03,169.0
2017-01-04,170.95
2017-01-05,174.05
2017-01-06,169.85
2017-01-09,172.7
2017-01-10,177.55
2017-01-11,174.9
2017-01-12,177.75
2017-01-13,177.7
2017-01-16,183.5
2017-01-17,179.0
2017-01-18,177.2
2017-01-19,175.1
2017-01-20,172.0
2017-01-23,175.15
2017-01-24,172.5
2017-01-25,172.2
2017-01-27,171.55
2017-01-30,171.5
2017-01-31,167.75
2017-02-01,166.3
2017-02-02,169.45
2017-02-03,177.55
2017-02-06,200.75
2017-02-07,195.6
2017-02-08,186.85
2017-02-09,188.0
2017-02-10,199.85
2017-02-13,208.1
2017-02-14,204.8
2017-02-15,199.15
2017-02-16,191.8
2017-02-17,197.55
2017-02-20,204.1
2017-02-21,213.85
2017-02-22,216.55
2017-02-23,213.1
2017-02-27,206.45
2017-02-28,212.55
2017-03-01,217.9
2017-03-02,216.1
2017-03-03,210.55
2017-03-06,213.35
2017-03-07,225.6
2017-03-08,222.1
2017-03-09,204.9
2017-03-10,200.55
2017-03-14,198.95
2017-03-15,199.15
2017-03-16,219.4
2017-03-17,224.75
2017-03-20,216.95
2017-03-21,232.4
2017-03-22,247.65
2017-03-23,253.3
2017-03-24,268.5
2017-03-27,289.1
2017-03-28,299.85
2017-03-29,290.4
2017-03-30,271.55
2017-03-31,274.85
2017-04-03,276.1
2017-04-05,270.3
2017-04-06,251.05
2017-04-07,248.55
2017-04-10,255.9
2017-04-11,253.3
2017-04-12,241.25
2017-04-13,248.1
2017-04-17,243.1
2017-04-18,238.55
2017-04-19,240.35
2017-04-20,255.5
2017-04-21,252.45
2017-04-24,236.75
2017-04-25,229.3
2017-04-26,225.65
2017-04-27,219.95
2017-04-28,216.35
2017-05-02,226.2
2017-05-03,219.1
2017-05-04,223.1
2017-05-05,218.3
2017-05-08,229.7
2017-05-09,243.1
2017-05-10,245.75
2017-05-11,240.75
2017-05-12,236.75
2017-05-15,244.1
2017-05-16,238.7
2017-05-17,236.4
2017-05-18,228.1
2017-05-19,222.45
2017-05-22,218.5
2017-05-23,205.95
2017-05-24,213.05
2017-05-25,223.3
2017-05-26,224.9
2017-05-29,208.15
2017-05-30,216.4
2017-05-31,221.0
2017-06-01,217.7
2017-06-02,225.45
2017-06-05,218.8
2017-06-06,217.45
2017-06-07,214.2
2017-06-08,218.1
2017-06-09,232.8
2017-06-12,235.1
2017-06-13,227.8
2017-06-14,236.2
2017-06-15,243.1
2017-06-16,243.8
2017-06-19,252.65
2017-06-20,248.1
2017-06-21,242.7
2017-06-22,236.5
2017-06-23,224.25
2017-06-27,215.4
2017-06-28,215.3
2017-06-29,216.5
2017-06-30,215.5
2017-07-03,218.45
2017-07-04,220.85
2017-07-05,220.1
2017-07-06,222.9
2017-07-07,216.15
2017-07-10,217.0
2017-07-11,211.8
2017-07-12,212.2
2017-07-13,211.6
2017-07-14,215.3
2017-07-17,218.85
2017-07-18,216.1
2017-07-19,221.65
2017-07-20,234.3
2017-07-21,232.6
2017-07-24,226.7
2017-07-25,218.9
2017-07-26,242.55
2017-07-27,235.0
2017-07-28,234.4
2017-07-31,221.9
2017-08-01,219.85
2017-08-02,214.6
2017-08-03,206.9
2017-08-04,210.0
2017-08-07,219.4
2017-08-08,212.5
2017-08-09,209.6
2017-08-10,195.75
2017-08-11,189.75
2017-08-14,193.4
2017-08-16,191.25
2017-08-17,195.0
2017-08-18,191.35
2017-08-21,180.15
2017-08-22,175.05
2017-08-23,184.4
2017-08-24,196.95
2017-08-28,201.65
2017-08-29,198.05
2017-08-30,200.7
2017-08-31,200.7
2017-09-01,199.75
2017-09-04,205.95
2017-09-05,208.75
2017-09-06,205.85
2017-09-07,207.6
2017-09-08,203.95
2017-09-11,208.85
2017-09-12,206.55
2017-09-13,205.25
2017-09-14,206.85
2017-09-15,208.75
2017-09-18,214.35
2017-09-19,213.15
2017-09-20,213.05
2017-09-21,206.85
2017-09-22,210.15
2017-09-25,202.5
2017-09-26,222.4
2017-09-27,208.9
2017-09-28,211.95
2017-09-29,210.7
2017-10-03,214.9
2017-10-04,222.05
2017-10-05,223.9
2017-10-06,228.7
2017-10-09,231.9
2017-10-10,233.55
2017-10-11,223.7
2017-10-12,228.5
2017-10-13,222.95
2017-10-16,220.15
2017-10-17,221.8
2017-10-18,217.3
2017-10-19,215.3
2017-10-23,210.45
2017-10-24,218.45
2017-10-25,219.55
2017-10-26,219.65
2017-10-27,217.2
2017-10-30,212.2
2017-10-31,208.95
2017-11-01,209.2
2017-11-02,217.7
2017-11-03,215.75
2017-11-06,214.25
2017-11-07,207.85
2017-11-08,201.2
2017-11-09,199.05
2017-11-10,200.45
2017-11-13,200.6
2017-11-14,209.7
2017-11-15,197.1
2017-11-16,199.95
2017-11-17,201.35
2017-11-20,208.4
2017-11-21,207.1
2017-11-22,204.65
2017-11-23,205.15
2017-11-24,204.75
2017-11-27,206.6
2017-11-28,210.0
2017-11-29,213.8
2017-11-30,211.55
2017-12-01,206.85
2017-12-04,207.45
2017-12-05,206.6
2017-12-06,205.2
2017-12-07,206.8
2017-12-08,206.85
2017-12-11,204.9
2017-12-12,202.75
2017-12-13,198.0
2017-12-14,197.1
2017-12-15,196.65
2017-12-18,203.0
2017-12-19,203.25
2017-12-20,200.85
2017-12-21,200.15
2017-12-22,199.55
2017-12-26,199.9
2017-12-27,198.25
2017-12-28,198.8
2017-12-29,199.0
