Date,VIVIDHA
2017-01-02,1.9
2017-01-03,1.95
2017-01-04,2.0
2017-01-05,2.05
2017-01-06,2.0
2017-01-09,2.0
2017-01-10,1.9
2017-01-11,1.9
2017-01-12,1.95
2017-01-13,1.9
2017-01-16,1.95
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,2.4
2017-01-20,2.45
2017-01-23,2.3
2017-01-24,2.3
2017-01-25,2.45
2017-01-27,2.3
2017-01-30,2.35
2017-01-31,2.25
2017-02-01,2.25
2017-02-02,2.2
2017-02-03,2.15
2017-02-06,2.55
2017-02-07,2.6
2017-02-08,2.3
2017-02-09,2.35
2017-02-10,2.6
2017-02-13,2.5
2017-02-14,2.45
2017-02-15,2.35
2017-02-16,2.35
2017-02-17,2.25
2017-02-20,2.3
2017-02-21,2.3
2017-02-22,2.25
2017-02-23,2.25
2017-02-27,2.2
2017-02-28,2.3
2017-03-01,2.35
2017-03-02,2.25
2017-03-03,2.2
2017-03-06,2.2
2017-03-07,2.2
2017-03-08,2.15
2017-03-09,2.1
2017-03-10,2.05
2017-03-14,2.05
2017-03-15,2.0
2017-03-16,2.1
2017-03-17,2.1
2017-03-20,2.05
2017-03-21,2.05
2017-03-22,2.0
2017-03-23,1.95
2017-03-24,2.0
2017-03-27,2.05
2017-03-28,2.0
2017-03-29,2.0
2017-03-30,2.0
2017-03-31,1.95
2017-04-03,2.0
2017-04-05,2.05
2017-04-06,2.1
2017-04-07,2.05
2017-04-10,2.05
2017-04-11,2.05
2017-04-12,2.1
2017-04-13,2.05
2017-04-17,2.05
2017-04-18,2.05
2017-04-19,2.0
2017-04-20,2.4
2017-04-21,2.2
2017-04-24,2.1
2017-04-25,2.1
2017-04-26,2.05
2017-04-27,2.05
2017-04-28,2.2
2017-05-02,2.15
2017-05-03,2.1
2017-05-04,2.1
2017-05-05,2.05
2017-05-08,2.1
2017-05-09,2.05
2017-05-10,2.05
2017-05-11,2.1
2017-05-12,2.05
2017-05-15,1.65
2017-05-16,1.75
2017-05-17,1.85
2017-05-18,1.7
2017-05-19,1.7
2017-05-22,1.7
2017-05-23,1.55
2017-05-24,1.5
2017-05-25,1.4
2017-05-26,1.25
2017-05-29,1.2
2017-05-30,1.1
2017-05-31,1.2
2017-06-01,1.3
2017-06-02,1.4
2017-06-05,1.3
2017-06-06,1.2
2017-06-07,1.1
2017-06-08,1.2
2017-06-09,1.3
2017-06-12,1.25
2017-06-13,1.3
2017-06-14,1.25
2017-06-15,1.35
2017-06-16,1.3
2017-06-19,1.3
2017-06-20,1.25
2017-06-21,1.25
2017-06-22,1.25
2017-06-23,1.2
2017-06-27,1.25
2017-06-28,1.2
2017-06-29,1.2
2017-06-30,1.2
2017-07-03,1.25
2017-07-04,1.25
2017-07-05,1.2
2017-07-06,1.25
2017-07-07,1.2
2017-07-10,1.2
2017-07-11,1.2
2017-07-12,1.25
2017-07-13,1.25
2017-07-14,1.2
2017-07-17,1.3
2017-07-18,1.35
2017-07-19,1.3
2017-07-20,1.25
2017-07-21,1.25
2017-07-24,1.2
2017-07-25,1.2
2017-07-26,1.2
2017-07-27,1.15
2017-07-28,1.15
2017-07-31,1.2
2017-08-01,1.2
2017-08-02,1.2
2017-08-03,1.15
2017-08-04,1.05
2017-08-07,1.15
2017-08-08,1.05
2017-08-09,1.05
2017-08-10,1.0
2017-08-11,1.0
2017-08-14,1.05
2017-08-16,1.0
2017-08-17,1.0
2017-08-18,0.95
2017-08-21,0.95
2017-08-22,0.9
2017-08-23,0.9
2017-08-24,0.9
2017-08-28,0.85
2017-08-29,0.8
2017-08-30,0.8
2017-08-31,0.8
2017-09-01,0.95
2017-09-04,1.1
2017-09-05,1.2
2017-09-06,1.25
2017-09-07,1.15
2017-09-08,1.05
2017-09-11,1.05
2017-09-12,1.05
2017-09-13,1.0
2017-09-14,1.05
2017-09-15,1.0
2017-09-18,0.95
2017-09-19,0.9
2017-09-20,0.85
2017-09-21,0.85
2017-09-22,0.9
2017-09-25,0.85
2017-09-26,0.85
2017-09-27,0.9
2017-09-28,0.9
2017-09-29,0.9
2017-10-03,0.9
2017-10-04,0.9
2017-10-05,0.95
2017-10-06,0.95
2017-10-09,0.95
2017-10-10,0.95
2017-10-11,0.95
2017-10-12,0.95
2017-10-13,0.9
2017-10-16,0.9
2017-10-17,0.85
2017-10-18,0.85
2017-10-19,0.9
2017-10-23,0.9
2017-10-24,0.9
2017-10-25,0.9
2017-10-26,0.9
2017-10-27,0.9
2017-10-30,0.95
2017-10-31,0.9
2017-11-01,0.95
2017-11-02,1.0
2017-11-03,1.1
2017-11-06,1.05
2017-11-07,1.05
2017-11-08,1.0
2017-11-09,1.0
2017-11-10,0.95
2017-11-13,0.95
2017-11-14,1.0
2017-11-15,0.95
2017-11-16,0.95
2017-11-17,0.95
2017-11-20,1.0
2017-11-21,1.0
2017-11-22,1.05
2017-11-23,1.05
2017-11-24,1.1
2017-11-27,1.15
2017-11-28,1.2
2017-11-29,1.25
2017-11-30,1.3
2017-12-01,1.35
2017-12-04,1.4
2017-12-05,1.45
2017-12-06,1.5
2017-12-07,1.55
2017-12-08,1.6
2017-12-11,1.65
2017-12-12,1.7
2017-12-13,1.75
2017-12-14,1.7
2017-12-15,1.65
2017-12-18,1.6
2017-12-19,1.55
2017-12-20,1.5
2017-12-21,1.55
2017-12-22,1.5
2017-12-26,1.45
2017-12-27,1.4
2017-12-28,1.45
2017-12-29,1.5
