Date,RSSOFTWARE
2017-01-02,112.8
2017-01-03,112.45
2017-01-04,111.5
2017-01-05,117.65
2017-01-06,116.15
2017-01-09,114.2
2017-01-10,114.4
2017-01-11,115.4
2017-01-12,114.3
2017-01-13,112.45
2017-01-16,110.95
2017-01-17,113.8
2017-01-18,110.95
2017-01-19,109.25
2017-01-20,105.65
2017-01-23,103.25
2017-01-24,104.35
2017-01-25,103.9
2017-01-27,102.8
2017-01-30,100.25
2017-01-31,97.0
2017-02-01,104.95
2017-02-02,101.8
2017-02-03,100.8
2017-02-06,99.7
2017-02-07,100.9
2017-02-08,99.5
2017-02-09,97.45
2017-02-10,96.35
2017-02-13,97.55
2017-02-14,95.75
2017-02-15,92.9
2017-02-16,93.45
2017-02-17,92.55
2017-02-20,92.7
2017-02-21,93.5
2017-02-22,93.55
2017-02-23,92.4
2017-02-27,92.25
2017-02-28,91.95
2017-03-01,99.8
2017-03-02,97.8
2017-03-03,97.4
2017-03-06,100.05
2017-03-07,98.9
2017-03-08,96.55
2017-03-09,95.6
2017-03-10,93.55
2017-03-14,94.15
2017-03-15,93.65
2017-03-16,95.85
2017-03-17,95.55
2017-03-20,95.0
2017-03-21,93.4
2017-03-22,93.2
2017-03-23,93.05
2017-03-24,95.4
2017-03-27,94.9
2017-03-28,96.7
2017-03-29,94.2
2017-03-30,94.8
2017-03-31,94.75
2017-04-03,95.4
2017-04-05,95.85
2017-04-06,95.45
2017-04-07,94.1
2017-04-10,94.0
2017-04-11,93.95
2017-04-12,92.8
2017-04-13,92.35
2017-04-17,93.15
2017-04-18,92.05
2017-04-19,91.3
2017-04-20,88.95
2017-04-21,87.15
2017-04-24,88.25
2017-04-25,88.1
2017-04-26,86.7
2017-04-27,86.45
2017-04-28,85.05
2017-05-02,84.95
2017-05-03,85.5
2017-05-04,86.3
2017-05-05,81.35
2017-05-08,81.35
2017-05-09,82.25
2017-05-10,82.65
2017-05-11,81.35
2017-05-12,81.3
2017-05-15,80.6
2017-05-16,81.7
2017-05-17,81.05
2017-05-18,79.65
2017-05-19,76.4
2017-05-22,77.15
2017-05-23,74.1
2017-05-24,71.55
2017-05-25,75.2
2017-05-26,76.25
2017-05-29,75.2
2017-05-30,75.8
2017-05-31,75.4
2017-06-01,74.7
2017-06-02,76.65
2017-06-05,76.4
2017-06-06,75.0
2017-06-07,75.0
2017-06-08,74.55
2017-06-09,74.15
2017-06-12,74.5
2017-06-13,73.75
2017-06-14,73.65
2017-06-15,73.45
2017-06-16,74.65
2017-06-19,72.9
2017-06-20,74.25
2017-06-21,73.4
2017-06-22,72.65
2017-06-23,71.5
2017-06-27,72.6
2017-06-28,71.25
2017-06-29,72.35
2017-06-30,73.0
2017-07-03,84.8
2017-07-04,84.85
2017-07-05,83.8
2017-07-06,86.05
2017-07-07,84.6
2017-07-10,83.95
2017-07-11,85.0
2017-07-12,81.4
2017-07-13,80.6
2017-07-14,80.9
2017-07-17,79.2
2017-07-18,78.0
2017-07-19,80.1
2017-07-20,83.6
2017-07-21,78.95
2017-07-24,77.8
2017-07-25,78.5
2017-07-26,77.7
2017-07-27,77.05
2017-07-28,75.15
2017-07-31,74.4
2017-08-01,75.25
2017-08-02,73.95
2017-08-03,72.75
2017-08-04,71.75
2017-08-07,70.4
2017-08-08,68.05
2017-08-09,66.1
2017-08-10,63.7
2017-08-11,61.05
2017-08-14,62.3
2017-08-16,61.95
2017-08-17,62.2
2017-08-18,60.75
2017-08-21,60.25
2017-08-22,60.05
2017-08-23,61.7
2017-08-24,61.6
2017-08-28,61.85
2017-08-29,60.35
2017-08-30,61.6
2017-08-31,61.0
2017-09-01,62.3
2017-09-04,61.5
2017-09-05,61.15
2017-09-06,69.0
2017-09-07,69.85
2017-09-08,70.8
2017-09-11,69.65
2017-09-12,67.8
2017-09-13,67.45
2017-09-14,67.9
2017-09-15,65.85
2017-09-18,67.3
2017-09-19,70.6
2017-09-20,69.75
2017-09-21,69.05
2017-09-22,66.15
2017-09-25,64.15
2017-09-26,63.95
2017-09-27,63.3
2017-09-28,63.0
2017-09-29,62.85
2017-10-03,63.15
2017-10-04,65.3
2017-10-05,65.0
2017-10-06,66.1
2017-10-09,66.3
2017-10-10,67.6
2017-10-11,65.45
2017-10-12,65.05
2017-10-13,65.45
2017-10-16,64.2
2017-10-17,64.5
2017-10-18,63.0
2017-10-19,62.95
2017-10-23,62.75
2017-10-24,63.0
2017-10-25,63.25
2017-10-26,62.35
2017-10-27,62.25
2017-10-30,62.75
2017-10-31,62.6
2017-11-01,63.15
2017-11-02,64.1
2017-11-03,70.35
2017-11-06,71.3
2017-11-07,74.45
2017-11-08,70.8
2017-11-09,69.25
2017-11-10,73.0
2017-11-13,72.85
2017-11-14,71.5
2017-11-15,71.65
2017-11-16,70.95
2017-11-17,70.35
2017-11-20,71.25
2017-11-21,73.45
2017-11-22,74.35
2017-11-23,74.55
2017-11-24,74.65
2017-11-27,73.0
2017-11-28,73.95
2017-11-29,80.2
2017-11-30,78.8
2017-12-01,76.85
2017-12-04,79.55
2017-12-05,80.0
2017-12-06,82.5
2017-12-07,86.25
2017-12-08,83.95
2017-12-11,83.05
2017-12-12,83.3
2017-12-13,83.0
2017-12-14,80.75
2017-12-15,81.35
2017-12-18,78.6
2017-12-19,80.1
2017-12-20,80.45
2017-12-21,78.25
2017-12-22,79.9
2017-12-26,91.65
2017-12-27,87.55
2017-12-28,90.9
2017-12-29,89.8
