Date,IOC
2017-01-02,327.45
2017-01-03,345.25
2017-01-04,342.95
2017-01-05,352.55
2017-01-06,346.35
2017-01-09,342.8
2017-01-10,346.7
2017-01-11,349.1
2017-01-12,354.75
2017-01-13,351.45
2017-01-16,352.85
2017-01-17,351.1
2017-01-18,348.6
2017-01-19,359.75
2017-01-20,352.35
2017-01-23,357.75
2017-01-24,366.8
2017-01-25,380.3
2017-01-27,384.05
2017-01-30,377.8
2017-01-31,366.4
2017-02-01,375.45
2017-02-02,382.6
2017-02-03,387.35
2017-02-06,396.5
2017-02-07,391.75
2017-02-08,395.75
2017-02-09,387.45
2017-02-10,380.05
2017-02-13,379.9
2017-02-14,374.4
2017-02-15,369.2
2017-02-16,375.95
2017-02-17,385.25
2017-02-20,385.5
2017-02-21,391.3
2017-02-22,390.05
2017-02-23,385.1
2017-02-27,385.9
2017-02-28,385.05
2017-03-01,381.7
2017-03-02,376.7
2017-03-03,375.05
2017-03-06,379.15
2017-03-07,378.7
2017-03-08,374.75
2017-03-09,374.75
2017-03-10,372.45
2017-03-14,374.0
2017-03-15,369.75
2017-03-16,376.15
2017-03-17,375.85
2017-03-20,370.95
2017-03-21,372.1
2017-03-22,372.75
2017-03-23,376.8
2017-03-24,372.7
2017-03-27,370.9
2017-03-28,369.05
2017-03-29,370.15
2017-03-30,376.8
2017-03-31,387.05
2017-04-03,381.15
2017-04-05,381.35
2017-04-06,385.75
2017-04-07,397.35
2017-04-10,411.25
2017-04-11,409.5
2017-04-12,409.25
2017-04-13,422.4
2017-04-17,424.45
2017-04-18,430.85
2017-04-19,435.25
2017-04-20,427.3
2017-04-21,424.75
2017-04-24,421.9
2017-04-25,436.5
2017-04-26,433.75
2017-04-27,443.3
2017-04-28,440.05
2017-05-02,443.05
2017-05-03,441.9
2017-05-04,435.65
2017-05-05,433.1
2017-05-08,428.5
2017-05-09,440.75
2017-05-10,441.45
2017-05-11,432.05
2017-05-12,434.9
2017-05-15,442.1
2017-05-16,446.6
2017-05-17,444.25
2017-05-18,439.9
2017-05-19,435.4
2017-05-22,425.35
2017-05-23,424.25
2017-05-24,430.55
2017-05-25,438.95
2017-05-26,426.05
2017-05-29,419.25
2017-05-30,419.55
2017-05-31,429.45
2017-06-01,413.85
2017-06-02,414.8
2017-06-05,422.05
2017-06-06,424.6
2017-06-07,427.35
2017-06-08,418.75
2017-06-09,420.05
2017-06-12,423.65
2017-06-13,419.75
2017-06-14,420.7
2017-06-15,407.05
2017-06-16,404.6
2017-06-19,407.2
2017-06-20,411.7
2017-06-21,408.25
2017-06-22,393.5
2017-06-23,383.4
2017-06-27,390.4
2017-06-28,387.15
2017-06-29,386.85
2017-06-30,385.2
2017-07-03,386.9
2017-07-04,381.85
2017-07-05,385.7
2017-07-06,381.6
2017-07-07,382.25
2017-07-10,383.45
2017-07-11,387.5
2017-07-12,392.6
2017-07-13,380.95
2017-07-14,373.1
2017-07-17,373.55
2017-07-18,372.15
2017-07-19,375.15
2017-07-20,374.55
2017-07-21,380.9
2017-07-24,378.15
2017-07-25,374.8
2017-07-26,373.65
2017-07-27,368.9
2017-07-28,367.8
2017-07-31,367.65
2017-08-01,370.35
2017-08-02,370.1
2017-08-03,387.05
2017-08-04,418.95
2017-08-07,431.2
2017-08-08,413.25
2017-08-09,414.05
2017-08-10,410.3
2017-08-11,411.8
2017-08-14,419.45
2017-08-16,422.3
2017-08-17,426.3
2017-08-18,427.35
2017-08-21,413.2
2017-08-22,423.2
2017-08-23,426.85
2017-08-24,428.2
2017-08-28,440.7
2017-08-29,434.5
2017-08-30,452.85
2017-08-31,454.7
2017-09-01,448.3
2017-09-04,429.05
2017-09-05,431.85
2017-09-06,428.25
2017-09-07,432.2
2017-09-08,429.15
2017-09-11,429.05
2017-09-12,434.9
2017-09-13,415.95
2017-09-14,419.7
2017-09-15,415.65
2017-09-18,415.65
2017-09-19,418.3
2017-09-20,413.95
2017-09-21,413.25
2017-09-22,408.4
2017-09-25,399.0
2017-09-26,399.65
2017-09-27,395.65
2017-09-28,397.4
2017-09-29,400.5
2017-10-03,406.55
2017-10-04,408.75
2017-10-05,406.75
2017-10-06,415.45
2017-10-09,414.15
2017-10-10,410.85
2017-10-11,418.1
2017-10-12,414.9
2017-10-13,414.6
2017-10-16,413.55
2017-10-17,413.9
2017-10-18,411.6
2017-10-19,409.65
2017-10-23,404.45
2017-10-24,407.7
2017-10-25,417.25
2017-10-26,436.5
2017-10-27,414.95
2017-10-30,416.25
2017-10-31,415.5
2017-11-01,416.8
2017-11-02,414.95
2017-11-03,413.25
2017-11-06,410.65
2017-11-07,400.2
2017-11-08,397.0
2017-11-09,394.6
2017-11-10,394.85
2017-11-13,396.85
2017-11-14,386.95
2017-11-15,389.5
2017-11-16,393.0
2017-11-17,395.15
2017-11-20,392.95
2017-11-21,396.15
2017-11-22,396.0
2017-11-23,394.75
2017-11-24,395.4
2017-11-27,392.6
2017-11-28,390.6
2017-11-29,393.7
2017-11-30,393.5
2017-12-01,387.85
2017-12-04,390.55
2017-12-05,390.5
2017-12-06,388.75
2017-12-07,391.5
2017-12-08,404.85
2017-12-11,404.4
2017-12-12,395.1
2017-12-13,402.2
2017-12-14,410.0
2017-12-15,413.15
2017-12-18,409.6
2017-12-19,409.9
2017-12-20,410.1
2017-12-21,410.95
2017-12-22,410.25
2017-12-26,409.95
2017-12-27,401.5
2017-12-28,392.0
2017-12-29,388.55
