Date,CHAMBLFERT
2017-01-02,71.35
2017-01-03,70.8
2017-01-04,78.7
2017-01-05,83.15
2017-01-06,85.95
2017-01-09,86.3
2017-01-10,83.6
2017-01-11,82.2
2017-01-12,80.35
2017-01-13,83.5
2017-01-16,84.95
2017-01-17,86.8
2017-01-18,85.3
2017-01-19,86.75
2017-01-20,82.6
2017-01-23,83.25
2017-01-24,82.4
2017-01-25,82.15
2017-01-27,82.6
2017-01-30,81.95
2017-01-31,80.5
2017-02-01,78.3
2017-02-02,78.35
2017-02-03,79.25
2017-02-06,84.05
2017-02-07,82.3
2017-02-08,80.75
2017-02-09,80.75
2017-02-10,80.05
2017-02-13,80.1
2017-02-14,79.6
2017-02-15,80.25
2017-02-16,80.1
2017-02-17,81.05
2017-02-20,81.85
2017-02-21,84.15
2017-02-22,84.4
2017-02-23,82.05
2017-02-27,82.55
2017-02-28,82.5
2017-03-01,83.05
2017-03-02,82.1
2017-03-03,81.0
2017-03-06,78.4
2017-03-07,79.1
2017-03-08,77.0
2017-03-09,77.15
2017-03-10,79.15
2017-03-14,81.4
2017-03-15,82.35
2017-03-16,82.0
2017-03-17,80.8
2017-03-20,84.25
2017-03-21,82.85
2017-03-22,81.6
2017-03-23,81.3
2017-03-24,81.0
2017-03-27,81.35
2017-03-28,82.35
2017-03-29,82.7
2017-03-30,83.75
2017-03-31,86.75
2017-04-03,87.15
2017-04-05,88.7
2017-04-06,87.1
2017-04-07,86.3
2017-04-10,86.65
2017-04-11,85.95
2017-04-12,85.4
2017-04-13,83.85
2017-04-17,84.5
2017-04-18,85.15
2017-04-19,84.15
2017-04-20,92.1
2017-04-21,93.05
2017-04-24,96.05
2017-04-25,96.0
2017-04-26,98.25
2017-04-27,99.4
2017-04-28,100.1
2017-05-02,100.8
2017-05-03,101.5
2017-05-04,113.35
2017-05-05,113.8
2017-05-08,119.0
2017-05-09,120.75
2017-05-10,128.75
2017-05-11,129.9
2017-05-12,127.2
2017-05-15,129.9
2017-05-16,125.3
2017-05-17,121.8
2017-05-18,118.15
2017-05-19,116.65
2017-05-22,114.3
2017-05-23,112.55
2017-05-24,105.6
2017-05-25,115.45
2017-05-26,122.95
2017-05-29,119.15
2017-05-30,118.05
2017-05-31,122.9
2017-06-01,122.45
2017-06-02,124.85
2017-06-05,123.75
2017-06-06,121.1
2017-06-07,122.1
2017-06-08,128.25
2017-06-09,126.95
2017-06-12,126.75
2017-06-13,126.95
2017-06-14,127.4
2017-06-15,123.75
2017-06-16,123.45
2017-06-19,121.45
2017-06-20,118.75
2017-06-21,122.25
2017-06-22,122.75
2017-06-23,117.75
2017-06-27,113.35
2017-06-28,117.9
2017-06-29,122.85
2017-06-30,117.35
2017-07-03,120.85
2017-07-04,128.15
2017-07-05,136.95
2017-07-06,133.25
2017-07-07,131.05
2017-07-10,131.75
2017-07-11,129.9
2017-07-12,126.65
2017-07-13,127.3
2017-07-14,125.35
2017-07-17,132.25
2017-07-18,130.3
2017-07-19,129.05
2017-07-20,129.1
2017-07-21,127.75
2017-07-24,134.85
2017-07-25,135.5
2017-07-26,137.5
2017-07-27,131.55
2017-07-28,133.9
2017-07-31,135.45
2017-08-01,135.2
2017-08-02,141.4
2017-08-03,138.4
2017-08-04,140.55
2017-08-07,141.5
2017-08-08,139.75
2017-08-09,135.7
2017-08-10,124.6
2017-08-11,132.95
2017-08-14,137.65
2017-08-16,140.45
2017-08-17,141.25
2017-08-18,140.3
2017-08-21,140.15
2017-08-22,141.5
2017-08-23,144.1
2017-08-24,143.95
2017-08-28,148.85
2017-08-29,147.8
2017-08-30,146.45
2017-08-31,146.0
2017-09-01,145.05
2017-09-04,149.7
2017-09-05,148.35
2017-09-06,150.05
2017-09-07,147.95
2017-09-08,148.1
2017-09-11,148.05
2017-09-12,146.35
2017-09-13,147.5
2017-09-14,147.4
2017-09-15,149.55
2017-09-18,150.95
2017-09-19,153.75
2017-09-20,151.85
2017-09-21,153.9
2017-09-22,146.85
2017-09-25,137.9
2017-09-26,138.85
2017-09-27,135.7
2017-09-28,136.4
2017-09-29,140.75
2017-10-03,140.45
2017-10-04,144.45
2017-10-05,144.85
2017-10-06,143.75
2017-10-09,143.9
2017-10-10,149.05
2017-10-11,153.1
2017-10-12,151.75
2017-10-13,147.9
2017-10-16,144.6
2017-10-17,145.05
2017-10-18,145.1
2017-10-19,145.65
2017-10-23,146.15
2017-10-24,148.5
2017-10-25,141.2
2017-10-26,143.45
2017-10-27,145.05
2017-10-30,149.4
2017-10-31,150.65
2017-11-01,148.6
2017-11-02,150.5
2017-11-03,150.7
2017-11-06,147.7
2017-11-07,143.05
2017-11-08,140.2
2017-11-09,136.9
2017-11-10,137.7
2017-11-13,136.75
2017-11-14,139.8
2017-11-15,139.6
2017-11-16,142.1
2017-11-17,141.15
2017-11-20,142.7
2017-11-21,149.7
2017-11-22,145.9
2017-11-23,145.9
2017-11-24,144.9
2017-11-27,142.0
2017-11-28,140.9
2017-11-29,139.5
2017-11-30,142.8
2017-12-01,145.55
2017-12-04,145.0
2017-12-05,143.4
2017-12-06,145.0
2017-12-07,147.3
2017-12-08,144.1
2017-12-11,145.0
2017-12-12,142.65
2017-12-13,142.8
2017-12-14,147.2
2017-12-15,145.35
2017-12-18,148.7
2017-12-19,148.5
2017-12-20,146.95
2017-12-21,147.85
2017-12-22,146.5
2017-12-26,148.2
2017-12-27,146.35
2017-12-28,151.0
2017-12-29,152.45
