Date,SHARIABEES
2017-01-03,193.0
2017-01-05,194.12
2017-01-09,193.97
2017-01-11,194.0
2017-01-12,197.5
2017-01-17,198.41
2017-01-18,190.0
2017-01-19,192.0
2017-01-20,192.0
2017-01-23,190.0
2017-01-24,189.0
2017-01-27,197.0
2017-01-30,190.02
2017-01-31,195.5
2017-02-01,194.65
2017-02-03,197.0
2017-02-06,200.0
2017-02-07,200.0
2017-02-08,200.9
2017-02-10,200.9
2017-02-13,195.1
2017-02-14,200.9
2017-02-17,193.0
2017-02-20,201.0
2017-02-21,201.0
2017-02-23,199.5
2017-02-27,208.32
2017-02-28,209.9
2017-03-01,211.63
2017-03-02,204.57
2017-03-03,208.98
2017-03-06,211.0
2017-03-07,212.0
2017-03-08,213.0
2017-03-09,210.0
2017-03-10,211.0
2017-03-14,210.0
2017-03-15,214.75
2017-03-16,215.65
2017-03-17,215.65
2017-03-20,216.0
2017-03-21,216.0
2017-03-22,211.5
2017-03-23,213.0
2017-03-24,213.5
2017-03-27,216.0
2017-03-28,215.95
2017-03-29,204.26
2017-03-30,212.0
2017-03-31,216.0
2017-04-03,215.95
2017-04-05,217.5
2017-04-06,218.45
2017-04-07,219.0
2017-04-10,220.0
2017-04-11,220.0
2017-04-12,216.5
2017-04-13,221.0
2017-04-17,215.9
2017-04-18,218.0
2017-04-19,215.06
2017-04-20,216.0
2017-04-21,224.5
2017-04-24,225.0
2017-04-25,220.22
2017-04-26,225.0
2017-04-27,219.35
2017-04-28,225.0
2017-05-02,218.25
2017-05-03,218.75
2017-05-04,219.7
2017-05-05,218.25
2017-05-08,219.84
2017-05-09,219.75
2017-05-10,225.0
2017-05-11,225.0
2017-05-12,221.5
2017-05-15,226.0
2017-05-16,229.0
2017-05-17,229.0
2017-05-18,229.0
2017-05-19,218.03
2017-05-22,220.85
2017-05-23,230.0
2017-05-24,218.8
2017-05-25,218.7
2017-05-26,218.0
2017-05-29,230.0
2017-05-30,225.25
2017-05-31,225.9
2017-06-01,225.25
2017-06-02,225.5
2017-06-05,225.35
2017-06-06,225.0
2017-06-07,226.2
2017-06-08,225.0
2017-06-12,223.91
2017-06-13,235.0
2017-06-14,219.5
2017-06-15,224.55
2017-06-16,225.35
2017-06-19,225.58
2017-06-20,226.0
2017-06-21,225.41
2017-06-22,225.29
2017-06-23,221.95
2017-06-27,213.04
2017-06-28,222.45
2017-06-29,221.8
2017-06-30,220.1
2017-07-03,222.15
2017-07-04,224.2
2017-07-05,223.81
2017-07-06,225.75
2017-07-07,226.15
2017-07-10,230.2
2017-07-11,230.2
2017-07-12,231.0
2017-07-13,233.2
2017-07-14,232.0
2017-07-17,234.25
2017-07-18,236.0
2017-07-19,230.0
2017-07-25,236.0
2017-07-26,238.8
2017-07-27,230.41
2017-07-31,236.49
2017-08-01,236.5
2017-08-02,238.24
2017-08-03,238.0
2017-08-04,240.0
2017-08-07,243.0
2017-08-08,240.0
2017-08-10,238.0
2017-08-11,235.0
2017-08-14,235.58
2017-08-16,240.0
2017-08-17,240.0
2017-08-18,238.35
2017-08-21,239.0
2017-08-22,237.1
2017-08-23,237.25
2017-08-24,237.01
2017-08-28,241.75
2017-08-29,241.85
2017-08-30,242.8
2017-08-31,242.8
2017-09-01,243.0
2017-09-04,247.0
2017-09-05,246.5
2017-09-06,243.0
2017-09-07,247.5
2017-09-08,247.0
2017-09-11,245.55
2017-09-12,250.0
2017-09-13,249.75
2017-09-14,251.95
2017-09-15,249.5
2017-09-18,253.0
2017-09-19,253.0
2017-09-20,251.5
2017-09-25,243.0
2017-09-26,238.1
2017-09-27,240.0
2017-09-28,240.5
2017-09-29,239.0
2017-10-03,243.25
2017-10-04,243.5
2017-10-05,243.75
2017-10-06,245.0
2017-10-09,243.25
2017-10-10,247.65
2017-10-11,249.0
2017-10-12,246.49
2017-10-13,250.0
2017-10-16,251.0
2017-10-17,255.0
2017-10-18,255.0
2017-10-19,257.63
2017-10-23,250.0
2017-10-24,247.93
2017-10-25,244.0
2017-10-26,251.99
2017-10-27,253.0
2017-10-30,258.0
2017-10-31,253.22
2017-11-01,249.02
2017-11-02,255.0
2017-11-03,255.4
2017-11-06,256.0
2017-11-07,251.0
2017-11-08,255.0
2017-11-09,252.5
2017-11-10,251.0
2017-11-13,249.74
2017-11-14,248.75
2017-11-15,248.0
2017-11-16,248.0
2017-11-17,250.99
2017-11-20,248.5
2017-11-21,250.0
2017-11-22,258.0
2017-11-23,251.48
2017-11-24,254.9
2017-11-27,250.98
2017-11-28,250.0
2017-11-29,251.99
2017-11-30,248.5
2017-12-01,250.25
2017-12-04,247.0
2017-12-05,249.99
2017-12-06,242.5
2017-12-07,252.9
2017-12-08,250.5
2017-12-11,253.25
2017-12-12,256.0
2017-12-13,256.0
2017-12-14,253.0
2017-12-15,256.0
2017-12-18,254.0
2017-12-19,255.0
2017-12-20,262.0
2017-12-21,260.5
2017-12-22,259.25
2017-12-26,260.5
2017-12-27,258.0
2017-12-28,258.0
2017-12-29,261.5
