Date,ALKALI
2017-01-02,68.95
2017-01-03,71.45
2017-01-04,71.1
2017-01-05,74.6
2017-01-06,73.35
2017-01-09,72.0
2017-01-10,70.25
2017-01-11,84.3
2017-01-12,81.1
2017-01-13,81.6
2017-01-16,79.35
2017-01-17,79.1
2017-01-18,81.35
2017-01-19,80.0
2017-01-20,77.65
2017-01-23,79.4
2017-01-24,78.85
2017-01-25,77.5
2017-01-27,76.65
2017-01-30,75.0
2017-01-31,76.4
2017-02-01,75.85
2017-02-02,75.65
2017-02-03,75.95
2017-02-06,77.6
2017-02-07,82.4
2017-02-08,81.45
2017-02-09,81.9
2017-02-10,79.05
2017-02-13,78.55
2017-02-14,77.95
2017-02-15,76.4
2017-02-16,77.45
2017-02-17,78.35
2017-02-20,77.45
2017-02-21,77.85
2017-02-22,77.05
2017-02-23,80.35
2017-02-27,79.4
2017-02-28,80.3
2017-03-01,81.0
2017-03-02,81.65
2017-03-03,79.1
2017-03-06,78.75
2017-03-07,78.45
2017-03-08,77.1
2017-03-09,75.95
2017-03-10,76.3
2017-03-14,76.0
2017-03-15,76.0
2017-03-16,78.5
2017-03-17,78.15
2017-03-20,77.6
2017-03-21,77.7
2017-03-22,76.4
2017-03-23,78.7
2017-03-24,77.0
2017-03-27,76.85
2017-03-28,76.45
2017-03-29,76.45
2017-03-30,76.95
2017-03-31,76.05
2017-04-03,75.9
2017-04-05,77.0
2017-04-06,79.6
2017-04-07,83.7
2017-04-10,83.1
2017-04-11,82.35
2017-04-12,80.3
2017-04-13,80.45
2017-04-17,78.45
2017-04-18,78.7
2017-04-19,78.0
2017-04-20,78.4
2017-04-21,83.75
2017-04-24,85.95
2017-04-25,82.7
2017-04-26,80.65
2017-04-27,79.2
2017-04-28,79.9
2017-05-02,78.6
2017-05-03,79.35
2017-05-04,79.75
2017-05-05,78.35
2017-05-08,82.25
2017-05-09,81.6
2017-05-10,81.4
2017-05-11,82.0
2017-05-12,79.45
2017-05-15,77.2
2017-05-16,73.75
2017-05-17,74.45
2017-05-18,72.75
2017-05-19,69.3
2017-05-22,69.95
2017-05-23,67.25
2017-05-24,63.95
2017-05-25,64.3
2017-05-26,69.65
2017-05-29,68.4
2017-05-30,66.65
2017-05-31,67.65
2017-06-01,66.35
2017-06-02,66.8
2017-06-05,66.85
2017-06-06,67.65
2017-06-07,66.75
2017-06-08,67.7
2017-06-09,69.0
2017-06-12,67.3
2017-06-13,66.85
2017-06-14,66.35
2017-06-15,66.45
2017-06-16,66.55
2017-06-19,66.8
2017-06-20,66.65
2017-06-21,66.3
2017-06-22,66.45
2017-06-23,65.55
2017-06-27,64.3
2017-06-28,62.6
2017-06-29,63.45
2017-06-30,63.0
2017-07-03,64.0
2017-07-04,63.7
2017-07-05,64.0
2017-07-06,66.05
2017-07-07,66.2
2017-07-10,65.8
2017-07-11,66.3
2017-07-12,68.2
2017-07-13,68.45
2017-07-14,66.75
2017-07-17,72.4
2017-07-18,72.3
2017-07-19,70.35
2017-07-20,69.0
2017-07-21,69.4
2017-07-24,67.8
2017-07-25,66.85
2017-07-26,67.3
2017-07-27,68.05
2017-07-28,68.3
2017-07-31,66.65
2017-08-01,68.75
2017-08-02,67.7
2017-08-03,67.15
2017-08-04,66.05
2017-08-07,65.15
2017-08-08,64.5
2017-08-09,63.5
2017-08-10,58.55
2017-08-11,58.25
2017-08-14,58.3
2017-08-16,58.05
2017-08-17,59.3
2017-08-18,57.75
2017-08-21,59.3
2017-08-22,57.8
2017-08-23,57.35
2017-08-24,58.65
2017-08-28,70.35
2017-08-29,77.55
2017-08-30,92.4
2017-08-31,88.7
2017-09-01,83.4
2017-09-04,78.45
2017-09-05,86.25
2017-09-06,84.35
2017-09-07,83.1
2017-09-08,80.15
2017-09-11,78.6
2017-09-12,76.65
2017-09-13,74.55
2017-11-14,76.35
2017-11-15,72.8
2017-11-16,73.7
2017-11-17,72.3
2017-11-20,72.55
2017-11-21,71.85
2017-11-22,71.5
2017-11-23,72.0
2017-11-24,71.65
2017-11-27,71.9
2017-11-28,71.95
2017-11-29,72.15
2017-11-30,72.7
2017-12-01,76.0
2017-12-04,76.05
2017-12-05,74.3
2017-12-06,73.0
2017-12-07,75.05
2017-12-08,76.0
2017-12-11,74.55
2017-12-12,73.05
2017-12-13,72.5
2017-12-14,72.7
2017-12-15,73.3
2017-12-18,73.8
2017-12-19,79.7
2017-12-20,83.25
2017-12-21,82.45
2017-12-22,82.2
2017-12-26,82.9
2017-12-27,81.3
2017-12-28,81.9
2017-12-29,81.4
