Date,VESUVIUS
2017-01-02,1089.8
2017-01-03,1078.95
2017-01-04,1098.2
2017-01-05,1112.95
2017-01-06,1152.95
2017-01-09,1163.65
2017-01-10,1134.3
2017-01-11,1159.25
2017-01-12,1155.4
2017-01-13,1153.9
2017-01-16,1148.75
2017-01-17,1151.85
2017-01-18,1161.25
2017-01-19,1158.6
2017-01-20,1157.15
2017-01-23,1191.45
2017-01-24,1201.5
2017-01-25,1219.7
2017-01-27,1223.65
2017-01-30,1212.85
2017-01-31,1196.35
2017-02-01,1210.45
2017-02-02,1209.85
2017-02-03,1238.55
2017-02-06,1231.65
2017-02-07,1239.35
2017-02-08,1232.3
2017-02-09,1220.7
2017-02-10,1221.6
2017-02-13,1204.15
2017-02-14,1200.45
2017-02-15,1203.65
2017-02-16,1223.35
2017-02-17,1207.05
2017-02-20,1214.8
2017-02-21,1224.0
2017-02-22,1214.0
2017-02-23,1210.9
2017-02-27,1197.15
2017-02-28,1215.25
2017-03-01,1212.75
2017-03-02,1202.6
2017-03-03,1200.1
2017-03-06,1187.95
2017-03-07,1175.3
2017-03-08,1205.75
2017-03-09,1200.35
2017-03-10,1207.4
2017-03-14,1216.3
2017-03-15,1234.95
2017-03-16,1233.9
2017-03-17,1237.65
2017-03-20,1230.45
2017-03-21,1244.65
2017-03-22,1230.05
2017-03-23,1230.0
2017-03-24,1213.5
2017-03-27,1208.2
2017-03-28,1204.9
2017-03-29,1218.35
2017-03-30,1231.75
2017-03-31,1238.7
2017-04-03,1244.95
2017-04-05,1278.9
2017-04-06,1286.05
2017-04-07,1274.95
2017-04-10,1238.05
2017-04-11,1229.1
2017-04-12,1229.9
2017-04-13,1227.95
2017-04-17,1208.5
2017-04-18,1215.55
2017-04-19,1220.4
2017-04-20,1243.45
2017-04-21,1220.25
2017-04-24,1266.1
2017-04-25,1273.2
2017-04-26,1269.85
2017-04-27,1231.2
2017-04-28,1232.4
2017-05-02,1224.25
2017-05-03,1206.05
2017-05-04,1215.3
2017-05-05,1223.75
2017-05-08,1221.5
2017-05-09,1245.4
2017-05-10,1250.05
2017-05-11,1289.3
2017-05-12,1274.5
2017-05-15,1237.8
2017-05-16,1256.75
2017-05-17,1248.95
2017-05-18,1244.0
