Date,CELESTIAL
2017-01-02,20.8
2017-01-03,20.75
2017-01-04,21.05
2017-01-05,21.35
2017-01-06,21.7
2017-01-09,21.55
2017-01-10,21.95
2017-01-11,22.2
2017-01-12,22.35
2017-01-13,23.0
2017-01-16,23.0
2017-01-17,22.7
2017-01-18,21.3
2017-01-19,21.85
2017-01-20,21.65
2017-01-23,21.55
2017-01-24,21.4
2017-01-25,21.9
2017-01-27,21.6
2017-01-30,21.3
2017-01-31,20.75
2017-02-01,20.85
2017-02-02,21.1
2017-02-03,21.4
2017-02-06,22.05
2017-02-07,22.45
2017-02-08,22.5
2017-02-09,22.35
2017-02-10,22.45
2017-02-13,22.05
2017-02-14,21.7
2017-02-15,21.75
2017-02-16,21.55
2017-02-17,21.75
2017-02-20,21.85
2017-02-21,22.05
2017-02-22,22.95
2017-02-23,23.1
2017-02-27,22.7
2017-02-28,24.75
2017-03-01,28.4
2017-03-02,27.15
2017-03-03,26.2
2017-03-06,27.85
2017-03-07,26.75
2017-03-08,26.2
2017-03-09,25.7
2017-03-10,25.1
2017-03-14,26.1
2017-03-15,26.7
2017-03-16,28.15
2017-03-17,27.65
2017-03-20,27.85
2017-03-21,28.45
2017-03-22,27.9
2017-03-23,27.4
2017-03-24,26.6
2017-03-27,26.7
2017-03-28,26.4
2017-03-29,25.6
2017-03-30,26.2
2017-03-31,25.7
2017-04-03,27.35
2017-04-05,27.45
2017-04-06,27.15
2017-04-07,27.55
2017-04-10,27.15
2017-04-11,27.2
2017-04-12,26.75
2017-04-13,26.4
2017-04-17,26.1
2017-04-18,25.9
2017-04-19,25.65
2017-04-20,25.75
2017-04-21,26.05
2017-04-24,26.2
2017-04-25,26.2
2017-04-26,25.8
2017-04-27,26.35
2017-04-28,26.25
2017-05-02,25.9
2017-05-03,26.75
2017-05-04,26.1
2017-05-05,25.6
2017-05-08,25.8
2017-05-09,25.3
2017-05-10,25.3
2017-05-11,25.05
2017-05-12,24.6
2017-05-15,23.95
2017-05-16,23.85
2017-05-17,23.6
2017-05-18,23.35
2017-05-19,22.75
2017-05-22,22.55
2017-05-23,22.05
2017-05-24,21.3
2017-05-25,21.55
2017-05-26,21.45
2017-05-29,21.7
2017-05-30,21.55
2017-05-31,22.3
2017-06-01,22.65
2017-06-02,24.3
2017-06-05,24.35
2017-06-06,23.95
2017-06-07,23.9
2017-06-08,24.7
2017-06-09,24.0
2017-06-12,24.1
2017-06-13,24.25
2017-06-14,24.2
2017-06-15,24.0
2017-06-16,23.7
2017-06-19,23.3
2017-06-20,23.1
2017-06-21,24.4
2017-06-22,24.95
2017-06-23,24.5
2017-06-27,22.7
2017-06-28,22.45
2017-06-29,22.55
2017-06-30,22.95
2017-07-03,22.65
2017-07-04,23.3
2017-07-05,27.15
2017-07-06,27.8
2017-07-07,26.95
2017-07-10,28.3
2017-07-11,27.75
2017-07-12,27.75
2017-07-13,27.35
2017-07-14,27.35
2017-07-17,27.0
2017-07-18,26.35
2017-07-19,26.15
2017-07-20,26.0
2017-07-21,25.05
2017-07-24,25.0
2017-07-25,24.85
2017-07-26,24.4
2017-07-27,23.9
2017-07-28,23.0
2017-07-31,24.75
2017-08-01,24.75
2017-08-02,24.2
2017-08-03,24.1
2017-08-04,24.15
2017-08-07,25.25
2017-08-08,24.35
2017-08-09,24.0
2017-08-10,23.25
2017-08-11,22.0
2017-08-14,22.15
2017-08-16,22.45
2017-08-17,22.55
2017-08-18,22.25
2017-08-21,21.9
2017-08-22,21.1
2017-08-23,21.45
2017-08-24,22.8
2017-08-28,23.75
2017-08-29,23.7
2017-08-30,23.8
2017-08-31,23.7
2017-09-01,23.75
2017-09-04,23.3
2017-09-05,24.65
2017-09-06,24.25
2017-09-07,24.75
2017-09-08,23.95
2017-09-11,25.05
2017-09-12,24.65
2017-09-13,23.95
2017-09-14,24.3
2017-09-15,23.95
2017-09-18,23.05
2017-09-19,23.15
2017-09-20,23.55
2017-09-21,23.35
2017-09-22,22.8
2017-09-25,21.85
2017-09-26,21.9
2017-09-27,21.6
2017-09-28,21.95
2017-09-29,21.6
2017-10-03,21.7
2017-10-04,22.0
2017-10-05,21.65
2017-10-06,21.75
2017-10-09,22.0
2017-10-10,22.4
2017-10-11,22.45
2017-10-12,22.65
2017-10-13,22.5
2017-10-16,22.35
2017-10-17,21.9
2017-10-18,21.9
2017-10-19,22.0
2017-10-23,21.95
2017-10-24,22.05
2017-10-25,23.25
2017-10-26,22.4
2017-10-27,21.15
2017-10-30,20.65
2017-10-31,20.75
2017-11-01,20.5
2017-11-02,19.0
2017-11-03,18.2
2017-11-06,17.05
2017-11-07,18.95
2017-11-08,18.3
2017-11-09,18.3
2017-11-10,18.05
2017-11-13,17.9
2017-11-14,18.15
2017-11-15,17.65
2017-11-16,17.3
2017-11-17,17.2
2017-11-20,20.6
2017-11-21,21.15
2017-11-22,20.65
2017-11-23,21.0
2017-11-24,20.8
2017-11-27,20.95
2017-11-28,20.8
2017-11-29,20.7
2017-11-30,20.55
2017-12-01,20.6
2017-12-04,20.75
2017-12-05,20.25
2017-12-06,19.9
2017-12-07,20.15
2017-12-08,19.9
2017-12-11,19.75
2017-12-12,19.85
2017-12-13,20.4
2017-12-14,20.1
2017-12-15,18.85
2017-12-18,18.95
2017-12-19,19.25
2017-12-20,19.25
2017-12-21,19.35
2017-12-22,20.8
2017-12-26,21.35
2017-12-27,20.5
2017-12-28,20.1
2017-12-29,21.1
