Date,HIMATSEIDE
2017-01-02,299.65
2017-01-03,298.45
2017-01-04,299.75
2017-01-05,299.45
2017-01-06,297.45
2017-01-09,298.4
2017-01-10,297.3
2017-01-11,334.2
2017-01-12,326.2
2017-01-13,328.55
2017-01-16,333.25
2017-01-17,329.8
2017-01-18,342.5
2017-01-19,343.05
2017-01-20,332.75
2017-01-23,341.25
2017-01-24,335.6
2017-01-25,339.3
2017-01-27,334.85
2017-01-30,338.25
2017-01-31,335.0
2017-02-01,343.6
2017-02-02,351.85
2017-02-03,366.75
2017-02-06,366.9
2017-02-07,359.8
2017-02-08,370.1
2017-02-09,376.9
2017-02-10,379.8
2017-02-13,376.6
2017-02-14,368.85
2017-02-15,362.0
2017-02-16,364.85
2017-02-17,364.65
2017-02-20,362.05
2017-02-21,358.95
2017-02-22,358.85
2017-02-23,356.2
2017-02-27,348.2
2017-02-28,351.8
2017-03-01,356.35
2017-03-02,345.9
2017-03-03,349.5
2017-03-06,345.0
2017-03-07,348.7
2017-03-08,356.85
2017-03-09,360.85
2017-03-10,363.75
2017-03-14,364.1
2017-03-15,363.85
2017-03-16,358.65
2017-03-17,360.15
2017-03-20,360.4
2017-03-21,362.2
2017-03-22,353.95
2017-03-23,350.05
2017-03-24,346.9
2017-03-27,341.55
2017-03-28,340.85
2017-03-29,343.25
2017-03-30,337.3
2017-03-31,343.5
2017-04-03,342.5
2017-04-05,357.5
2017-04-06,349.55
2017-04-07,340.45
2017-04-10,339.8
2017-04-11,344.6
2017-04-12,337.8
2017-04-13,340.0
2017-04-17,351.0
2017-04-18,344.1
2017-04-19,344.3
2017-04-20,342.95
2017-04-21,342.85
2017-04-24,361.45
2017-04-25,359.35
2017-04-26,347.9
2017-04-27,342.85
2017-04-28,338.6
2017-05-02,343.85
2017-05-03,341.8
2017-05-04,337.05
2017-05-05,340.9
2017-05-08,341.0
2017-05-09,339.85
2017-05-10,340.6
2017-05-11,347.45
2017-05-12,348.15
2017-05-15,350.8
2017-05-16,356.25
2017-05-17,358.1
2017-05-18,348.75
2017-05-19,343.25
2017-05-22,326.6
2017-05-23,329.4
2017-05-24,318.65
2017-05-25,337.45
2017-05-26,357.0
2017-05-29,348.0
2017-05-30,337.4
2017-05-31,337.9
2017-06-01,336.3
2017-06-02,331.75
2017-06-05,324.85
2017-06-06,323.4
2017-06-07,325.6
2017-06-08,340.3
2017-06-09,341.05
2017-06-12,336.0
2017-06-13,334.25
2017-06-14,333.75
2017-06-15,335.35
2017-06-16,344.75
2017-06-19,345.3
2017-06-20,342.45
2017-06-21,344.0
2017-06-22,344.65
2017-06-23,352.6
2017-06-27,332.3
2017-06-28,339.85
2017-06-29,335.95
2017-06-30,340.3
2017-07-03,339.85
2017-07-04,347.6
2017-07-05,360.4
2017-07-06,359.1
2017-07-07,365.1
2017-07-10,360.25
2017-07-11,379.85
2017-07-12,375.55
2017-07-13,376.7
2017-07-14,378.75
2017-07-17,377.05
2017-07-18,369.35
2017-07-19,376.9
2017-07-20,371.05
2017-07-21,369.3
2017-07-24,370.4
2017-07-25,366.15
2017-07-26,364.45
2017-07-27,359.6
2017-07-28,358.45
2017-07-31,354.65
2017-08-01,349.2
2017-08-02,342.2
2017-08-03,333.65
2017-08-04,330.65
2017-08-07,332.75
2017-08-08,328.65
2017-08-09,315.55
2017-08-10,294.35
2017-08-11,311.0
2017-08-14,332.25
2017-08-16,342.45
2017-08-17,335.45
2017-08-18,327.15
2017-08-21,316.75
2017-08-22,302.65
2017-08-23,312.95
2017-08-24,310.55
2017-08-28,320.9
2017-08-29,316.1
2017-08-30,328.05
2017-08-31,343.5
2017-09-01,343.6
2017-09-04,347.0
2017-09-05,348.7
2017-09-06,376.8
2017-09-07,376.0
2017-09-08,378.45
2017-09-11,370.85
2017-09-12,364.2
2017-09-13,344.15
2017-09-14,343.15
2017-09-15,338.9
2017-09-18,349.25
2017-09-19,358.8
2017-09-20,348.8
2017-09-21,340.05
2017-09-22,333.7
2017-09-25,325.5
2017-09-26,322.45
2017-09-27,318.6
2017-09-28,329.4
2017-09-29,329.55
2017-10-03,335.85
2017-10-04,329.6
2017-10-05,331.95
2017-10-06,343.25
2017-10-09,341.5
2017-10-10,347.55
2017-10-11,353.9
2017-10-12,359.9
2017-10-13,369.4
2017-10-16,365.2
2017-10-17,364.8
2017-10-18,358.65
2017-10-19,358.7
2017-10-23,354.65
2017-10-24,365.3
2017-10-25,364.4
2017-10-26,367.6
2017-10-27,367.95
2017-10-30,373.85
2017-10-31,367.55
2017-11-01,366.7
2017-11-02,371.75
2017-11-03,372.25
2017-11-06,367.15
2017-11-07,364.4
2017-11-08,360.4
2017-11-09,356.4
2017-11-10,351.6
2017-11-13,334.05
2017-11-14,325.85
2017-11-15,321.0
2017-11-16,327.9
2017-11-17,333.6
2017-11-20,328.3
2017-11-21,329.75
2017-11-22,329.9
2017-11-23,330.0
2017-11-24,329.9
2017-11-27,336.0
2017-11-28,336.65
2017-11-29,329.35
2017-11-30,328.05
2017-12-01,333.95
2017-12-04,332.05
2017-12-05,330.55
2017-12-06,328.9
2017-12-07,332.65
2017-12-08,332.95
2017-12-11,362.95
2017-12-12,356.0
2017-12-13,357.0
2017-12-14,354.25
2017-12-15,355.25
2017-12-18,360.25
2017-12-19,365.0
2017-12-20,369.6
2017-12-21,382.8
2017-12-22,387.95
2017-12-26,400.1
2017-12-27,398.6
2017-12-28,396.8
2017-12-29,399.35
