Date,VSTIND
2017-01-02,2400.55
2017-01-03,2400.45
2017-01-04,2400.8
2017-01-05,2400.55
2017-01-06,2414.15
2017-01-09,2424.25
2017-01-10,2420.3
2017-01-11,2453.55
2017-01-12,2451.35
2017-01-13,2452.1
2017-01-16,2451.95
2017-01-17,2474.9
2017-01-18,2445.65
2017-01-19,2445.65
2017-01-20,2417.25
2017-01-23,2460.9
2017-01-24,2459.8
2017-01-25,2443.2
2017-01-27,2413.15
2017-01-30,2417.15
2017-01-31,2403.1
2017-02-01,2458.85
2017-02-02,2505.0
2017-02-03,2525.4
2017-02-06,2630.25
2017-02-07,2646.55
2017-02-08,2655.25
2017-02-09,2677.5
2017-02-10,2731.4
2017-02-13,2711.6
2017-02-14,2705.25
2017-02-15,2729.25
2017-02-16,2757.8
2017-02-17,2729.7
2017-02-20,2792.45
2017-02-21,2753.4
2017-02-22,2726.0
2017-02-23,2709.95
2017-02-27,2701.2
2017-02-28,2690.4
2017-03-01,2756.25
2017-03-02,2735.6
2017-03-03,2730.15
2017-03-06,2732.2
2017-03-07,2714.55
2017-03-08,2705.7
2017-03-09,2700.2
2017-03-10,2677.25
2017-03-14,2672.3
2017-03-15,2635.1
2017-03-16,2636.45
2017-03-17,2830.6
2017-03-20,2830.3
2017-03-21,2891.85
2017-03-22,2823.75
2017-03-23,2870.25
2017-03-24,2840.45
2017-03-27,2809.2
2017-03-28,2905.3
2017-03-29,2865.5
2017-03-30,2830.6
2017-03-31,2868.5
2017-04-03,2864.6
2017-04-05,2870.1
2017-04-06,2890.05
2017-04-07,2922.7
2017-04-10,2909.15
2017-04-11,2965.3
2017-04-12,2993.35
2017-04-13,3088.8
2017-04-17,3186.25
2017-04-18,3104.1
2017-04-19,3019.05
2017-04-20,3022.15
2017-04-21,3064.5
2017-04-24,3076.35
2017-04-25,3050.05
2017-04-26,3059.5
2017-04-27,3075.1
2017-04-28,3048.25
2017-05-02,3066.1
2017-05-03,3070.25
2017-05-04,3050.2
2017-05-05,3036.0
2017-05-08,3008.15
2017-05-09,2975.15
2017-05-10,2999.5
2017-05-11,2998.25
2017-05-12,3006.45
2017-05-15,3018.8
2017-05-16,2993.9
2017-05-17,2958.35
2017-05-18,2976.1
2017-05-19,2962.7
2017-05-22,3001.1
2017-05-23,3038.65
2017-05-24,3043.8
2017-05-25,3100.1
2017-05-26,3130.15
2017-05-29,3100.0
2017-05-30,3125.9
2017-05-31,3102.85
2017-06-01,3098.7
2017-06-02,3085.05
2017-06-05,3100.1
2017-06-06,3103.6
2017-06-07,3100.15
2017-06-08,3100.8
2017-06-09,3105.8
2017-06-12,3147.35
2017-06-13,3167.8
2017-06-14,3201.2
2017-06-15,3293.65
