Date,TEXINFRA
2017-01-02,43.1
2017-01-03,44.15
2017-01-04,42.9
2017-01-05,43.15
2017-01-06,42.15
2017-01-09,42.35
2017-01-10,42.75
2017-01-11,42.5
2017-01-12,42.6
2017-01-13,42.75
2017-01-16,42.5
2017-01-17,42.55
2017-01-18,42.75
2017-01-19,42.35
2017-01-20,43.05
2017-01-23,44.45
2017-01-24,47.35
2017-01-25,48.2
2017-01-27,46.1
2017-01-30,44.3
2017-01-31,44.0
2017-02-01,44.1
2017-02-02,43.65
2017-02-03,43.45
2017-02-06,43.8
2017-02-07,43.5
2017-02-08,43.6
2017-02-09,43.25
2017-02-10,42.4
2017-02-13,42.5
2017-02-14,42.5
2017-02-15,41.8
2017-02-16,42.05
2017-02-17,42.45
2017-02-20,42.3
2017-02-21,43.6
2017-02-22,42.5
2017-02-23,42.4
2017-02-27,42.15
2017-02-28,41.85
2017-03-01,42.15
2017-03-02,42.95
2017-03-03,42.55
2017-03-06,42.7
2017-03-07,42.5
2017-03-08,42.4
2017-03-09,42.55
2017-03-10,42.85
2017-03-14,43.05
2017-03-15,43.4
2017-03-16,42.3
2017-03-17,42.1
2017-03-20,41.25
2017-03-21,41.4
2017-03-22,41.45
2017-03-23,41.6
2017-03-24,42.0
2017-03-27,40.95
2017-03-28,41.15
2017-03-29,41.05
2017-03-30,41.05
2017-03-31,40.65
2017-04-03,40.7
2017-04-05,43.15
2017-04-06,42.85
2017-04-07,42.65
2017-04-10,42.45
2017-04-11,43.0
2017-04-12,43.0
2017-04-13,42.65
2017-04-17,42.35
2017-04-18,42.65
2017-04-19,42.7
2017-04-20,42.9
2017-04-21,42.95
2017-04-24,42.75
2017-04-25,43.55
2017-04-26,43.5
2017-04-27,43.05
2017-04-28,42.4
2017-05-02,42.4
2017-05-03,42.9
2017-05-04,42.6
2017-05-05,43.15
2017-05-08,42.9
2017-05-09,43.95
2017-05-10,46.65
2017-05-11,46.95
2017-05-12,46.9
2017-05-15,46.45
2017-05-16,45.6
2017-05-17,45.25
2017-05-18,45.05
2017-05-19,44.85
2017-05-22,43.75
2017-05-23,42.7
2017-05-24,42.0
2017-05-25,42.75
2017-05-26,43.25
2017-05-29,42.85
2017-05-30,41.85
2017-05-31,42.55
2017-06-01,43.0
2017-06-02,43.25
2017-06-05,43.45
2017-06-06,43.75
2017-06-07,43.35
2017-06-08,42.9
2017-06-09,42.8
2017-06-12,42.85
2017-06-13,42.8
2017-06-14,42.65
2017-06-15,42.8
2017-06-16,43.2
2017-06-19,42.75
2017-06-20,43.15
2017-06-21,43.3
2017-06-22,43.35
2017-06-23,42.75
2017-06-27,42.4
2017-06-28,42.3
2017-06-29,42.35
2017-06-30,42.4
2017-07-03,42.4
2017-07-04,42.6
2017-07-05,44.3
2017-07-06,47.15
2017-07-07,46.5
2017-07-10,47.95
2017-07-11,50.1
2017-07-12,56.2
2017-07-13,55.25
2017-07-14,53.55
2017-07-17,55.3
2017-07-18,55.3
2017-07-19,55.3
2017-07-20,56.2
2017-07-21,56.75
2017-07-24,56.35
2017-07-25,57.1
2017-07-26,55.1
2017-07-27,52.75
2017-07-28,52.45
2017-07-31,51.85
2017-08-01,51.25
2017-08-02,49.9
2017-08-03,50.05
2017-08-04,49.7
2017-08-07,50.45
2017-08-08,49.5
2017-08-09,47.5
2017-08-10,46.3
2017-08-11,46.75
2017-08-14,49.6
2017-08-16,50.0
2017-08-17,49.95
2017-08-18,49.05
2017-08-21,47.65
2017-08-22,47.5
2017-08-23,47.55
2017-08-24,48.3
2017-08-28,48.6
2017-08-29,47.45
2017-08-30,50.9
2017-08-31,52.75
2017-09-01,51.65
2017-09-04,52.55
2017-09-05,52.4
2017-09-06,54.0
2017-09-07,51.8
2017-09-08,50.1
2017-09-11,50.85
2017-09-12,49.8
2017-09-13,48.1
2017-09-14,48.8
2017-09-15,48.7
2017-09-18,50.2
2017-09-19,51.8
2017-09-20,54.3
2017-09-21,56.35
2017-09-22,53.2
2017-09-25,50.5
2017-09-26,52.2
2017-09-27,50.3
2017-09-28,49.55
2017-09-29,50.05
2017-10-03,50.35
2017-10-04,51.0
2017-10-05,52.6
2017-10-06,52.25
2017-10-09,51.8
2017-10-10,50.75
2017-10-11,50.3
2017-10-12,49.6
2017-10-13,49.3
2017-10-16,48.8
2017-10-17,48.3
2017-10-18,48.4
2017-10-19,48.3
2017-10-23,48.9
2017-10-24,50.7
2017-10-25,49.25
2017-10-26,50.25
2017-10-27,49.15
2017-10-30,50.0
2017-10-31,50.55
2017-11-01,50.7
2017-11-02,49.55
2017-11-03,49.75
2017-11-06,50.6
2017-11-07,48.8
2017-11-08,48.35
2017-11-09,48.95
2017-11-10,48.0
2017-11-13,47.7
2017-11-14,49.05
2017-11-15,50.6
2017-11-16,60.4
2017-11-17,63.4
2017-11-20,64.6
2017-11-21,69.1
2017-11-22,72.0
2017-11-23,73.9
2017-11-24,76.25
2017-11-27,76.0
2017-11-28,75.5
2017-11-29,72.6
2017-11-30,72.55
2017-12-01,71.15
2017-12-04,71.9
2017-12-05,71.45
2017-12-06,69.5
2017-12-07,73.3
2017-12-08,73.15
2017-12-11,73.95
2017-12-12,72.25
2017-12-13,69.45
2017-12-14,68.2
2017-12-15,70.4
2017-12-18,70.0
2017-12-19,70.5
2017-12-20,70.15
2017-12-21,70.7
2017-12-22,70.65
2017-12-26,70.25
2017-12-27,72.0
2017-12-28,70.9
2017-12-29,70.1
