Date,DOLPHINOFF
2017-01-02,124.2
2017-01-03,129.6
2017-01-04,129.2
2017-01-05,127.8
2017-01-06,126.15
2017-01-09,123.9
2017-01-10,127.35
2017-01-11,125.5
2017-01-12,126.6
2017-01-13,125.95
2017-01-16,125.65
2017-01-17,124.7
2017-01-18,131.35
2017-01-19,133.0
2017-01-20,126.95
2017-01-23,127.2
2017-01-24,127.95
2017-01-25,128.1
2017-01-27,127.2
2017-01-30,123.8
2017-01-31,121.4
2017-02-01,125.2
2017-02-02,135.05
2017-02-03,129.05
2017-02-06,129.5
2017-02-07,127.2
2017-02-08,126.2
2017-02-09,127.2
2017-02-10,125.6
2017-02-13,126.7
2017-02-14,125.55
2017-02-15,123.35
2017-02-16,125.95
2017-02-17,124.7
2017-02-20,124.55
2017-02-21,125.15
2017-02-22,125.3
2017-02-23,123.5
2017-02-27,125.95
2017-02-28,125.4
2017-03-01,128.4
2017-03-02,126.65
2017-03-03,125.5
2017-03-06,125.75
2017-03-07,124.75
2017-03-08,123.1
2017-03-09,120.2
2017-03-10,118.7
2017-03-14,117.85
2017-03-15,119.35
2017-03-16,119.8
2017-03-17,117.6
2017-03-20,117.2
2017-03-21,113.65
2017-03-22,111.0
2017-03-23,121.6
2017-03-24,118.65
2017-03-27,118.15
2017-03-28,118.65
2017-03-29,116.5
2017-03-30,124.45
2017-03-31,128.45
2017-04-03,127.7
2017-04-05,129.35
2017-04-06,127.2
2017-04-07,126.85
2017-04-10,126.6
2017-04-11,126.7
2017-04-12,130.0
2017-04-13,129.4
2017-04-17,131.5
2017-04-18,125.35
2017-04-19,127.3
2017-04-20,126.15
2017-04-21,126.9
2017-04-24,127.6
2017-04-25,129.0
2017-04-26,125.6
2017-04-27,125.8
2017-04-28,123.65
2017-05-02,122.75
2017-05-03,124.65
2017-05-04,122.75
2017-05-05,118.9
2017-05-08,118.85
2017-05-09,120.45
2017-05-10,121.1
2017-05-11,124.1
2017-05-12,120.8
2017-05-15,124.35
2017-05-16,125.6
2017-05-17,122.15
2017-05-18,112.45
2017-05-19,104.65
2017-05-22,99.35
2017-05-23,93.25
2017-05-24,94.35
2017-05-25,95.85
2017-05-26,97.15
2017-05-29,93.6
2017-05-30,91.65
2017-05-31,91.2
2017-06-01,93.35
2017-06-02,91.9
2017-06-05,93.2
2017-06-06,89.6
2017-06-07,90.9
2017-06-08,89.05
2017-06-09,91.05
2017-06-12,90.4
2017-06-13,90.65
2017-06-14,88.85
2017-06-15,90.45
2017-06-16,102.05
2017-06-19,97.0
2017-06-20,101.3
2017-06-21,99.1
2017-06-22,98.0
2017-06-23,97.5
2017-06-27,93.9
2017-06-28,92.65
2017-06-29,97.55
2017-06-30,96.3
2017-07-03,96.2
2017-07-04,97.9
2017-07-05,98.25
2017-07-06,97.15
2017-07-07,98.4
2017-07-10,97.3
2017-07-11,98.05
2017-07-12,97.7
2017-07-13,97.85
2017-07-14,97.95
2017-07-17,96.55
2017-07-18,94.6
2017-07-19,95.9
2017-07-20,96.3
2017-07-21,95.75
2017-07-24,96.25
2017-07-25,95.45
2017-07-26,96.6
2017-07-27,95.75
2017-07-28,95.25
2017-07-31,95.45
2017-08-01,94.0
2017-08-02,92.55
2017-08-03,90.15
2017-08-04,88.35
2017-08-07,89.35
2017-08-08,88.55
2017-08-09,84.9
2017-08-10,77.9
2017-08-11,76.0
2017-08-14,78.55
2017-08-16,77.9
2017-08-17,92.1
2017-08-18,87.35
2017-08-21,86.65
2017-08-22,83.6
2017-08-23,85.25
2017-08-24,86.75
2017-08-28,87.7
2017-08-29,84.75
2017-08-30,86.0
2017-08-31,85.8
2017-09-01,87.4
2017-09-04,86.7
2017-09-05,88.45
2017-09-06,89.75
2017-09-07,89.4
2017-09-08,87.65
2017-09-11,88.4
2017-09-12,90.45
2017-09-13,87.5
2017-09-14,87.1
2017-09-15,88.65
2017-09-18,89.8
2017-09-19,89.95
2017-09-20,94.6
2017-09-21,92.2
2017-09-22,90.7
2017-09-25,88.3
2017-09-26,93.7
2017-09-27,91.95
2017-09-28,92.2
2017-09-29,90.55
2017-10-03,91.15
2017-10-04,90.75
2017-10-05,90.4
2017-10-06,93.45
2017-10-09,94.55
2017-10-10,95.25
2017-10-11,95.65
2017-10-12,96.9
2017-10-13,95.75
2017-10-16,94.65
2017-10-17,93.75
2017-10-18,94.4
2017-10-19,94.05
2017-10-23,93.85
2017-10-24,95.7
2017-10-25,96.75
2017-10-26,102.25
2017-10-27,100.9
2017-10-30,102.75
2017-10-31,102.55
2017-11-01,102.7
2017-11-02,101.3
2017-11-03,105.8
2017-11-06,115.25
2017-11-07,116.85
2017-11-08,109.8
2017-11-09,114.0
2017-11-10,111.6
2017-11-13,110.1
2017-11-14,112.7
2017-11-15,105.1
2017-11-16,103.6
2017-11-17,102.95
2017-11-20,109.05
2017-11-21,108.3
2017-11-22,114.2
2017-11-23,118.45
2017-11-24,122.45
2017-11-27,125.6
2017-11-28,127.45
2017-11-29,121.65
2017-11-30,123.3
2017-12-01,123.2
2017-12-04,120.95
2017-12-05,115.5
2017-12-06,112.5
2017-12-07,115.7
2017-12-08,116.2
2017-12-11,113.35
2017-12-12,128.3
2017-12-13,119.75
2017-12-14,115.9
2017-12-15,115.4
2017-12-18,116.2
2017-12-19,117.2
2017-12-20,118.0
2017-12-21,115.45
2017-12-22,117.45
2017-12-26,126.4
2017-12-27,123.9
2017-12-28,125.0
2017-12-29,124.85
