Date,CORDSCABLE
2017-01-02,72.05
2017-01-03,78.05
2017-01-04,79.65
2017-01-05,76.95
2017-01-06,73.3
2017-01-09,74.95
2017-01-10,74.9
2017-01-11,75.25
2017-01-12,73.75
2017-01-13,78.45
2017-01-16,78.0
2017-01-17,76.45
2017-01-18,78.25
2017-01-19,78.15
2017-01-20,77.4
2017-01-23,77.25
2017-01-24,84.0
2017-01-25,81.7
2017-01-27,79.85
2017-01-30,79.15
2017-01-31,76.45
2017-02-01,75.9
2017-02-02,78.15
2017-02-03,78.1
2017-02-06,77.5
2017-02-07,77.65
2017-02-08,77.75
2017-02-09,76.35
2017-02-10,76.05
2017-02-13,77.75
2017-02-14,79.45
2017-02-15,75.15
2017-02-16,76.25
2017-02-17,75.7
2017-02-20,79.5
2017-02-21,77.95
2017-02-22,78.0
2017-02-23,76.4
2017-02-27,75.7
2017-02-28,75.65
2017-03-01,75.8
2017-03-02,76.0
2017-03-03,75.3
2017-03-06,79.2
2017-03-07,80.9
2017-03-08,80.05
2017-03-09,80.95
2017-03-10,81.0
2017-03-14,80.85
2017-03-15,78.95
2017-03-16,78.95
2017-03-17,77.95
2017-03-20,77.05
2017-03-21,76.55
2017-03-22,77.25
2017-03-23,77.15
2017-03-24,76.65
2017-03-27,75.7
2017-03-28,76.2
2017-03-29,75.2
2017-03-30,76.3
2017-03-31,76.45
2017-04-03,78.1
2017-04-05,87.15
2017-04-06,90.45
2017-04-07,88.1
2017-04-10,94.9
2017-04-11,97.45
2017-04-12,95.15
2017-04-13,92.4
2017-04-17,91.35
2017-04-18,90.95
2017-04-19,90.8
2017-04-20,93.85
2017-04-21,107.75
2017-04-24,102.1
2017-04-25,101.4
2017-04-26,98.1
2017-04-27,98.9
2017-04-28,97.9
2017-05-02,99.35
2017-05-03,94.3
2017-05-04,94.25
2017-05-05,91.85
2017-05-08,91.2
2017-05-09,92.85
2017-05-10,96.6
2017-05-11,94.15
2017-05-12,92.6
2017-05-15,93.75
2017-05-16,93.0
2017-05-17,91.85
2017-05-18,89.05
2017-05-19,89.8
2017-05-22,85.7
2017-05-23,87.95
2017-05-24,85.55
2017-05-25,87.4
2017-05-26,87.15
2017-05-29,85.1
2017-05-30,85.8
2017-05-31,86.1
2017-06-01,87.0
2017-06-02,86.95
2017-06-05,86.35
2017-06-06,84.15
2017-06-07,84.2
2017-06-08,87.8
2017-06-09,91.1
2017-06-12,92.05
2017-06-13,90.3
2017-06-14,94.15
2017-06-15,99.35
2017-06-16,104.15
2017-06-19,102.45
2017-06-20,107.65
2017-06-21,109.45
2017-06-22,113.2
2017-06-23,108.9
2017-06-27,107.2
2017-06-28,113.65
2017-06-29,115.9
2017-06-30,115.15
2017-07-03,121.25
2017-07-04,119.6
2017-07-05,123.3
2017-07-06,120.95
2017-07-07,128.45
2017-07-10,129.8
2017-07-11,131.55
2017-07-12,130.75
2017-07-13,125.95
2017-07-14,124.6
2017-07-17,123.65
2017-07-18,124.25
2017-07-19,126.6
2017-07-20,123.35
2017-07-21,126.05
2017-07-24,124.1
2017-07-25,122.7
2017-07-26,121.75
2017-07-27,117.1
2017-07-28,115.4
2017-07-31,115.05
2017-08-01,113.5
2017-08-02,114.7
2017-08-03,111.95
2017-08-04,110.8
2017-08-07,114.6
2017-08-08,114.05
2017-08-09,112.05
2017-08-10,104.65
2017-08-11,105.75
2017-08-14,107.9
2017-08-16,109.2
2017-08-17,108.95
2017-08-18,107.7
2017-08-21,104.9
2017-08-22,103.65
2017-08-23,104.15
2017-08-24,105.45
2017-08-28,111.65
2017-08-29,118.0
2017-08-30,118.15
2017-08-31,119.8
2017-09-01,118.15
2017-09-04,119.15
2017-09-05,119.7
2017-09-06,118.35
2017-09-07,117.0
2017-09-08,116.85
2017-09-11,119.7
2017-09-12,124.65
2017-09-13,118.05
2017-09-14,116.45
2017-09-15,115.95
2017-09-18,116.7
2017-09-19,116.6
2017-09-20,122.8
2017-09-21,118.9
2017-09-22,110.45
2017-09-25,105.35
2017-09-26,105.95
2017-09-27,103.3
2017-09-28,103.7
2017-09-29,102.4
2017-10-03,105.75
2017-10-04,106.55
2017-10-05,105.85
2017-10-06,106.65
2017-10-09,105.25
2017-10-10,103.3
2017-10-11,101.6
2017-10-12,103.1
2017-10-13,102.9
2017-10-16,102.35
2017-10-17,108.6
2017-10-18,126.0
2017-10-19,125.75
2017-10-23,123.75
2017-10-24,120.5
2017-10-25,119.45
2017-10-26,119.1
2017-10-27,118.75
2017-10-30,137.15
2017-10-31,132.7
2017-11-01,132.35
2017-11-02,130.45
2017-11-03,140.6
2017-11-06,149.35
2017-11-07,136.0
2017-11-08,144.7
2017-11-09,140.2
2017-11-10,137.0
2017-11-13,137.95
