Date,SITINET
2017-01-02,37.55
2017-01-03,37.25
2017-01-04,37.45
2017-01-05,37.25
2017-01-06,37.15
2017-01-09,37.05
2017-01-10,37.5
2017-01-11,37.5
2017-01-12,37.35
2017-01-13,37.2
2017-01-16,37.7
2017-01-17,37.45
2017-01-18,38.4
2017-01-19,38.35
2017-01-20,37.8
2017-01-23,38.4
2017-01-24,38.85
2017-01-25,38.4
2017-01-27,38.5
2017-01-30,39.6
2017-01-31,39.15
2017-02-01,40.65
2017-02-02,39.45
2017-02-03,39.95
2017-02-06,39.2
2017-02-07,38.9
2017-02-08,39.1
2017-02-09,39.1
2017-02-10,39.0
2017-02-13,38.9
2017-02-14,39.15
2017-02-15,38.4
2017-02-16,38.15
2017-02-17,38.55
2017-02-20,38.45
2017-02-21,38.25
2017-02-22,37.75
2017-02-23,37.65
2017-02-27,37.3
2017-02-28,37.45
2017-03-01,38.15
2017-03-02,37.35
2017-03-03,37.7
2017-03-06,38.3
2017-03-07,37.8
2017-03-08,37.85
2017-03-09,37.7
2017-03-10,37.9
2017-03-14,38.0
2017-03-15,38.65
2017-03-16,37.85
2017-03-17,38.0
2017-03-20,38.45
2017-03-21,38.15
2017-03-22,38.2
2017-03-23,37.6
2017-03-24,37.95
2017-03-27,38.9
2017-03-28,38.7
2017-03-29,38.55
2017-03-30,38.05
2017-03-31,37.95
2017-04-03,38.0
2017-04-05,37.85
2017-04-06,37.85
2017-04-07,37.95
2017-04-10,37.9
2017-04-11,37.95
2017-04-12,37.75
2017-04-13,37.95
2017-04-17,37.65
2017-04-18,37.15
2017-04-19,37.9
2017-04-20,37.85
2017-04-21,37.9
2017-04-24,37.55
2017-04-25,37.1
2017-04-26,36.45
2017-04-27,35.85
2017-04-28,35.5
2017-05-02,34.5
2017-05-03,33.95
2017-05-04,33.3
2017-05-05,32.15
2017-05-08,32.05
2017-05-09,32.0
2017-05-10,31.8
2017-05-11,31.85
2017-05-12,32.2
2017-05-15,32.2
2017-05-16,32.0
2017-05-17,31.95
2017-05-18,31.9
2017-05-19,31.8
2017-05-22,31.95
2017-05-23,31.45
2017-05-24,31.0
2017-05-25,30.8
2017-05-26,31.75
2017-05-29,30.55
2017-05-30,31.4
2017-05-31,29.65
2017-06-01,28.05
2017-06-02,27.7
2017-06-05,27.8
2017-06-06,26.9
2017-06-07,27.5
2017-06-08,28.4
2017-06-09,30.75
2017-06-12,30.2
2017-06-13,30.45
2017-06-14,29.7
2017-06-15,29.85
2017-06-16,29.5
2017-06-19,29.4
2017-06-20,29.35
2017-06-21,30.05
2017-06-22,29.5
2017-06-23,28.9
2017-06-27,28.6
2017-06-28,28.35
2017-06-29,27.7
2017-06-30,27.8
2017-07-03,27.65
2017-07-04,27.7
2017-07-05,27.5
2017-07-06,27.0
2017-07-07,26.65
2017-07-10,26.85
2017-07-11,26.5
2017-07-12,26.7
2017-07-13,26.1
2017-07-14,25.95
2017-07-17,26.0
2017-07-18,26.0
2017-07-19,26.1
2017-07-20,26.05
2017-07-21,25.9
2017-07-24,25.7
2017-07-25,25.95
2017-07-26,25.9
2017-07-27,25.95
2017-07-28,25.9
2017-07-31,25.9
2017-08-01,25.85
2017-08-02,25.8
2017-08-03,25.5
2017-08-04,25.5
2017-08-07,25.5
2017-08-08,25.45
2017-08-09,25.3
2017-08-10,24.95
2017-08-11,25.5
2017-08-14,25.55
2017-08-16,25.4
2017-08-17,25.25
2017-08-18,25.05
2017-08-21,25.2
2017-08-22,25.0
2017-08-23,24.85
2017-08-24,24.95
2017-08-28,24.95
2017-08-29,24.8
2017-08-30,24.8
2017-08-31,24.95
2017-09-01,24.95
2017-09-04,25.0
2017-09-05,25.5
2017-09-06,25.9
2017-09-07,25.95
2017-09-08,25.95
2017-09-11,26.05
2017-09-12,25.95
2017-09-13,25.55
2017-09-14,24.95
2017-09-15,24.95
2017-09-18,24.95
2017-09-19,25.0
2017-09-20,25.0
2017-09-21,25.2
2017-09-22,25.5
2017-09-25,25.55
2017-09-26,25.45
2017-09-27,25.35
2017-09-28,25.45
2017-09-29,25.45
2017-10-03,24.95
2017-10-04,25.2
2017-10-05,25.35
2017-10-06,25.5
2017-10-09,25.45
2017-10-10,25.4
2017-10-11,25.3
2017-10-12,25.0
2017-10-13,24.9
2017-10-16,24.9
2017-10-17,24.85
2017-10-18,24.95
2017-10-19,24.7
2017-10-23,24.2
2017-10-24,24.6
2017-10-25,25.0
2017-10-26,24.7
2017-10-27,25.25
2017-10-30,25.15
2017-10-31,25.15
2017-11-01,25.05
2017-11-02,25.0
2017-11-03,25.75
2017-11-06,25.25
2017-11-07,24.9
2017-11-08,24.95
2017-11-09,25.05
2017-11-10,25.2
2017-11-13,25.0
2017-11-14,25.25
2017-11-15,25.15
2017-11-16,25.3
2017-11-17,25.0
2017-11-20,24.95
2017-11-21,24.85
2017-11-22,25.0
2017-11-23,24.95
2017-11-24,25.05
2017-11-27,25.15
2017-11-28,24.95
2017-11-29,25.35
2017-11-30,25.9
2017-12-01,25.75
2017-12-04,25.8
2017-12-05,25.65
2017-12-06,25.75
2017-12-07,25.8
2017-12-08,25.8
2017-12-11,25.75
2017-12-12,25.9
2017-12-13,25.95
2017-12-14,25.95
2017-12-15,26.0
2017-12-18,26.0
2017-12-19,26.1
2017-12-20,25.5
2017-12-21,25.75
2017-12-22,25.7
2017-12-26,25.7
2017-12-27,25.7
2017-12-28,25.5
2017-12-29,25.95
