Date,GANECOS
2017-01-02,170.0
2017-01-03,171.15
2017-01-04,174.3
2017-01-05,179.9
2017-01-06,181.1
2017-01-09,182.6
2017-01-10,180.75
2017-01-11,177.45
2017-01-12,180.6
2017-01-13,181.1
2017-01-16,182.15
2017-01-17,180.0
2017-01-18,180.95
2017-01-19,179.5
2017-01-20,177.55
2017-01-23,177.55
2017-01-24,181.25
2017-01-25,184.6
2017-01-27,182.2
2017-01-30,182.1
2017-01-31,184.55
2017-02-01,183.4
2017-02-02,193.0
2017-02-03,199.0
2017-02-06,192.45
2017-02-07,191.55
2017-02-08,194.25
2017-02-09,197.65
2017-02-10,201.05
2017-02-13,199.1
2017-02-14,204.4
2017-02-15,204.0
2017-02-16,207.5
2017-02-17,206.15
2017-02-20,209.2
2017-02-21,207.55
2017-02-22,214.1
2017-02-23,211.05
2017-02-27,213.85
2017-02-28,212.4
2017-03-01,208.55
2017-03-02,205.0
2017-03-03,209.5
2017-03-06,205.75
2017-03-07,209.7
2017-03-08,210.85
2017-03-09,206.5
2017-03-10,214.1
2017-03-14,233.25
2017-03-15,232.4
2017-03-16,236.25
2017-03-17,232.6
2017-03-20,227.25
2017-03-21,227.45
2017-03-22,230.3
2017-03-23,225.1
2017-03-24,228.0
2017-03-27,221.95
2017-03-28,223.45
2017-03-29,219.5
2017-03-30,223.95
2017-03-31,215.85
2017-04-03,222.85
2017-04-05,221.95
2017-04-06,221.6
2017-04-07,226.3
2017-04-10,225.15
2017-04-11,237.25
2017-04-12,246.9
2017-04-13,259.35
2017-04-17,264.65
2017-04-18,257.15
2017-04-19,258.4
2017-04-20,259.1
2017-04-21,260.2
2017-04-24,258.45
2017-04-25,260.8
2017-04-26,259.25
2017-04-27,262.95
2017-04-28,270.55
2017-05-02,277.25
2017-05-03,285.15
2017-05-04,292.4
2017-05-05,293.0
2017-05-08,304.7
2017-05-09,317.0
2017-05-10,331.35
2017-05-11,317.95
2017-05-12,320.75
2017-05-15,332.45
2017-05-16,319.85
2017-05-17,319.65
2017-05-18,313.3
2017-05-19,314.3
2017-05-22,311.6
2017-05-23,291.75
2017-05-24,288.7
2017-05-25,294.0
2017-05-26,298.35
2017-05-29,304.35
2017-05-30,305.65
2017-05-31,309.9
2017-06-01,312.3
2017-06-02,307.6
2017-06-05,300.7
2017-06-06,305.55
2017-06-07,312.05
2017-06-08,314.8
2017-06-09,320.45
2017-06-12,320.6
2017-06-13,333.0
2017-06-14,339.25
2017-06-15,349.25
2017-06-16,356.25
2017-06-19,358.95
2017-06-20,357.45
2017-06-21,350.3
2017-06-22,364.1
2017-06-23,363.1
2017-06-27,354.85
2017-06-28,347.7
2017-06-29,349.65
2017-06-30,350.55
2017-07-03,357.1
2017-07-04,350.6
2017-07-05,360.25
2017-07-06,388.6
2017-07-07,385.9
2017-07-10,388.5
2017-07-11,381.3
2017-07-12,385.75
2017-07-13,383.5
2017-07-14,368.35
2017-07-17,370.6
2017-07-18,369.3
2017-07-19,368.7
2017-07-20,363.8
2017-07-21,364.0
2017-07-24,362.0
2017-07-25,357.4
2017-07-26,355.9
2017-07-27,357.1
2017-07-28,350.25
2017-07-31,350.45
2017-08-01,349.0
2017-08-02,350.35
2017-08-03,355.15
2017-08-04,350.05
2017-08-07,349.05
2017-08-08,337.2
2017-08-09,333.4
2017-08-10,323.75
2017-08-11,331.35
2017-08-14,339.2
2017-08-16,345.35
2017-08-17,347.55
2017-08-18,343.75
2017-08-21,340.85
2017-08-22,338.75
2017-08-23,341.2
2017-08-24,338.15
2017-08-28,332.85
2017-08-29,333.2
2017-08-30,340.4
2017-08-31,345.3
2017-09-01,347.55
2017-09-04,346.95
2017-09-05,356.5
2017-09-06,358.15
2017-09-07,359.15
2017-09-08,364.7
2017-09-11,375.0
2017-09-12,380.1
2017-09-13,371.5
2017-09-14,376.35
2017-09-15,374.1
2017-09-18,369.8
2017-09-19,388.3
2017-09-20,398.55
2017-09-21,398.95
2017-09-22,379.65
2017-09-25,367.05
2017-09-26,367.95
2017-09-27,359.4
2017-09-28,363.7
2017-09-29,367.6
2017-10-03,372.25
2017-10-04,396.75
2017-10-05,387.45
2017-10-06,385.85
2017-10-09,385.1
2017-10-10,385.2
2017-10-11,379.9
2017-10-12,382.15
2017-10-13,379.8
2017-10-16,381.35
2017-10-17,383.15
2017-10-18,380.05
2017-10-19,382.15
2017-10-23,378.1
2017-10-24,379.35
2017-10-25,378.5
2017-10-26,375.4
2017-10-27,377.0
2017-10-30,372.0
2017-10-31,377.35
2017-11-01,378.35
2017-11-02,377.75
2017-11-03,377.95
2017-11-06,375.9
2017-11-07,375.75
2017-11-08,375.45
2017-11-09,376.45
2017-11-10,375.25
2017-11-13,369.5
2017-11-14,369.3
2017-11-15,367.75
2017-11-16,374.55
2017-11-17,377.4
2017-11-20,373.35
2017-11-21,378.2
2017-11-22,376.35
2017-11-23,372.45
2017-11-24,410.55
2017-11-27,400.65
2017-11-28,401.55
2017-11-29,401.05
2017-11-30,396.9
2017-12-01,400.1
2017-12-04,399.95
2017-12-05,398.5
2017-12-06,391.85
2017-12-07,390.15
2017-12-08,386.9
2017-12-11,392.45
2017-12-12,384.5
2017-12-13,388.85
2017-12-14,389.0
2017-12-15,391.55
2017-12-18,400.85
2017-12-19,410.75
2017-12-20,400.3
2017-12-21,400.35
2017-12-22,417.45
2017-12-26,417.95
2017-12-27,405.4
2017-12-28,405.6
2017-12-29,413.2
