Date,SCHNEIDER
2017-01-02,137.9
2017-01-03,147.2
2017-01-04,145.95
2017-01-05,146.35
2017-01-06,143.75
2017-01-09,141.25
2017-01-10,141.25
2017-01-11,141.7
2017-01-12,142.3
2017-01-13,142.25
2017-01-16,143.4
2017-01-17,141.5
2017-01-18,143.4
2017-01-19,143.7
2017-01-20,145.5
2017-01-23,145.25
2017-01-24,147.0
2017-01-25,151.55
2017-01-27,147.85
2017-01-30,145.1
2017-01-31,142.9
2017-02-01,145.15
2017-02-02,143.45
2017-02-03,145.2
2017-02-06,143.7
2017-02-07,142.15
2017-02-08,141.9
2017-02-09,144.85
2017-02-10,143.3
2017-02-13,141.0
2017-02-14,141.35
2017-02-15,136.7
2017-02-16,136.8
2017-02-17,136.75
2017-02-20,137.65
2017-02-21,137.5
2017-02-22,137.5
2017-02-23,135.9
2017-02-27,135.0
2017-02-28,134.85
2017-03-01,134.6
2017-03-02,132.75
2017-03-03,132.7
2017-03-06,132.5
2017-03-07,132.35
2017-03-08,132.35
2017-03-09,132.45
2017-03-10,130.85
2017-03-14,129.85
2017-03-15,133.85
2017-03-16,134.65
2017-03-17,132.7
2017-03-20,131.35
2017-03-21,130.8
2017-03-22,135.55
2017-03-23,137.85
2017-03-24,141.85
2017-03-27,138.15
2017-03-28,144.1
2017-03-29,141.95
2017-03-30,140.55
2017-03-31,141.9
2017-04-03,142.55
2017-04-05,144.15
2017-04-06,143.9
2017-04-07,145.15
2017-04-10,145.65
2017-04-11,147.0
2017-04-12,143.45
2017-04-13,143.75
2017-04-17,145.95
2017-04-18,146.0
2017-04-19,146.85
2017-04-20,154.6
2017-04-21,155.15
2017-04-24,156.85
2017-04-25,158.3
2017-04-26,152.85
2017-04-27,150.55
2017-04-28,150.8
2017-05-02,146.45
2017-05-03,148.55
2017-05-04,147.4
2017-05-05,145.0
2017-05-08,147.7
2017-05-09,153.9
2017-05-10,150.95
2017-05-11,148.6
2017-05-12,147.05
2017-05-15,150.3
2017-05-16,152.6
2017-05-17,149.0
2017-05-18,145.85
2017-05-19,142.6
2017-05-22,138.95
2017-05-23,134.5
2017-05-24,133.65
2017-05-25,136.8
2017-05-26,141.0
2017-05-29,138.65
2017-05-30,138.95
2017-05-31,134.2
2017-06-01,133.55
2017-06-02,134.8
2017-06-05,130.95
2017-06-06,127.45
2017-06-07,129.55
2017-06-08,131.05
2017-06-09,132.25
2017-06-12,130.65
2017-06-13,132.4
2017-06-14,134.85
2017-06-15,132.1
2017-06-16,132.55
2017-06-19,131.0
2017-06-20,129.0
2017-06-21,131.25
2017-06-22,129.2
2017-06-23,128.4
2017-06-27,125.9
2017-06-28,126.0
2017-06-29,127.55
2017-06-30,127.6
2017-07-03,127.5
2017-07-04,128.9
2017-07-05,131.55
2017-07-06,132.45
2017-07-07,131.85
2017-07-10,131.9
2017-07-11,130.5
2017-07-12,130.6
2017-07-13,131.8
2017-07-14,129.5
2017-07-17,129.6
2017-07-18,129.15
2017-07-19,130.15
2017-07-20,129.6
2017-07-21,129.1
2017-07-24,125.45
2017-07-25,125.7
2017-07-26,133.0
2017-07-27,129.8
2017-07-28,132.85
2017-07-31,131.6
2017-08-01,129.75
2017-08-02,130.3
2017-08-03,128.9
2017-08-04,128.5
2017-08-07,128.8
2017-08-08,126.6
2017-08-09,124.65
2017-08-10,118.25
2017-08-11,119.05
2017-08-14,119.3
2017-08-16,121.15
2017-08-17,120.35
2017-08-18,118.95
2017-08-21,118.35
2017-08-22,115.8
2017-08-23,116.7
2017-08-24,122.9
2017-08-28,122.85
2017-08-29,120.25
2017-08-30,120.3
2017-08-31,123.1
2017-09-01,125.0
2017-09-04,123.35
2017-09-05,131.3
2017-09-06,129.95
2017-09-07,127.55
2017-09-08,126.75
2017-09-11,124.6
2017-09-12,123.85
2017-09-13,122.5
2017-09-14,122.3
2017-09-15,122.75
2017-09-18,130.7
2017-09-19,143.4
2017-09-20,137.3
2017-09-21,141.4
2017-09-22,132.95
2017-09-25,127.2
2017-09-26,125.55
2017-09-27,121.0
2017-09-28,121.05
2017-09-29,118.9
2017-10-03,121.0
2017-10-04,122.9
2017-10-05,124.15
2017-10-06,124.45
2017-10-09,124.45
2017-10-10,124.3
2017-10-11,119.9
2017-10-12,121.95
2017-10-13,119.95
2017-10-16,119.75
2017-10-17,125.15
2017-10-18,123.85
2017-10-19,123.05
2017-10-23,123.75
2017-10-24,121.65
2017-10-25,125.85
2017-10-26,125.9
2017-10-27,125.95
2017-10-30,126.75
2017-10-31,124.15
2017-11-01,126.35
2017-11-02,127.8
2017-11-03,131.1
2017-11-06,132.6
2017-11-07,126.1
2017-11-08,127.3
2017-11-09,127.5
2017-11-10,127.95
2017-11-13,124.85
2017-11-14,126.0
2017-11-15,122.4
2017-11-16,124.95
2017-11-17,125.5
2017-11-20,125.45
2017-11-21,124.6
2017-11-22,125.7
2017-11-23,129.4
2017-11-24,128.6
2017-11-27,128.65
2017-11-28,127.35
2017-11-29,126.95
2017-11-30,128.35
2017-12-01,126.7
2017-12-04,125.0
2017-12-05,123.9
2017-12-06,122.7
2017-12-07,123.75
2017-12-08,124.3
2017-12-11,125.3
2017-12-12,122.9
2017-12-13,121.05
2017-12-14,121.9
2017-12-15,123.4
2017-12-18,123.35
2017-12-19,125.55
2017-12-20,126.75
2017-12-21,127.15
2017-12-22,126.35
2017-12-26,126.75
2017-12-27,127.1
2017-12-28,127.45
2017-12-29,126.35
