Date,SANGHVIFOR
2017-01-02,41.45
2017-01-03,42.85
2017-01-04,45.3
2017-01-05,44.65
2017-01-06,43.0
2017-01-09,43.25
2017-01-10,44.1
2017-01-11,44.15
2017-01-12,43.45
2017-01-13,43.15
2017-01-16,44.4
2017-01-17,43.35
2017-01-18,44.65
2017-01-19,45.25
2017-01-20,44.65
2017-01-23,45.2
2017-01-24,44.55
2017-01-25,44.7
2017-01-27,43.9
2017-01-30,44.1
2017-01-31,43.85
2017-02-01,43.65
2017-02-02,44.0
2017-02-03,44.6
2017-02-06,43.85
2017-02-07,44.1
2017-02-08,47.25
2017-02-09,47.25
2017-02-10,47.05
2017-02-13,45.0
2017-02-14,45.3
2017-02-15,42.9
2017-02-16,43.15
2017-02-17,43.8
2017-02-20,42.7
2017-02-21,43.6
2017-02-22,43.35
2017-02-23,43.15
2017-02-27,42.6
2017-02-28,43.95
2017-03-01,44.0
2017-03-02,44.15
2017-03-03,44.0
2017-03-06,43.45
2017-03-07,43.7
2017-03-08,44.0
2017-03-09,44.05
2017-03-10,43.8
2017-03-14,43.05
2017-03-15,42.65
2017-03-16,43.85
2017-03-17,43.5
2017-03-20,43.95
2017-03-21,42.6
2017-03-22,43.05
2017-03-23,42.35
2017-03-24,40.45
2017-03-27,41.7
2017-03-28,40.9
2017-03-29,40.0
2017-03-30,39.4
2017-03-31,41.55
2017-04-03,44.1
2017-04-05,43.9
2017-04-06,44.5
2017-04-07,43.3
2017-04-10,43.6
2017-04-11,46.7
2017-04-12,46.25
2017-04-13,44.5
2017-04-17,43.7
2017-04-18,43.0
2017-04-19,43.25
2017-04-20,43.2
2017-04-21,43.8
2017-04-24,43.3
2017-04-25,43.75
2017-04-26,43.95
2017-04-27,43.3
2017-04-28,43.55
2017-05-02,43.95
2017-05-03,43.65
2017-05-04,43.9
2017-05-05,42.55
2017-05-08,42.35
2017-05-09,42.3
2017-05-10,42.6
2017-05-11,45.4
2017-05-12,45.3
2017-05-15,47.3
2017-05-16,46.05
2017-05-17,44.95
2017-05-18,43.85
2017-05-19,43.35
2017-05-22,43.2
2017-05-23,43.0
2017-05-24,41.8
2017-05-25,42.35
2017-05-26,42.1
2017-05-29,41.35
2017-05-30,40.1
2017-05-31,40.2
2017-06-01,40.1
2017-06-02,42.45
2017-06-05,40.8
2017-06-06,40.5
2017-06-07,42.4
2017-06-08,41.55
2017-06-09,41.4
2017-06-12,41.55
2017-06-13,41.75
2017-06-14,41.4
2017-06-15,41.35
2017-06-16,41.2
2017-06-19,39.75
2017-06-20,40.0
2017-06-21,40.65
2017-06-22,40.7
2017-06-23,40.4
2017-06-27,39.05
2017-06-28,40.1
2017-06-29,39.55
2017-06-30,39.85
2017-07-03,40.0
2017-07-04,39.5
2017-07-05,40.25
2017-07-06,39.55
2017-07-07,39.9
2017-07-10,39.85
2017-07-11,39.6
2017-07-12,40.0
2017-07-13,39.95
2017-07-14,39.0
2017-07-17,39.6
2017-07-18,40.25
2017-07-19,39.55
2017-07-20,39.9
2017-07-21,41.75
2017-07-24,41.95
2017-07-25,40.35
2017-07-26,40.9
2017-07-27,40.25
2017-07-28,40.0
2017-07-31,41.0
2017-08-01,40.5
2017-08-02,40.95
2017-08-03,39.3
2017-08-04,39.65
2017-08-07,40.15
2017-08-08,39.05
2017-08-09,37.25
2017-08-10,36.5
2017-08-11,36.75
2017-08-14,38.35
2017-08-16,37.6
2017-08-17,37.5
2017-08-18,37.2
2017-08-21,37.15
2017-08-22,37.25
2017-08-23,36.25
2017-08-24,36.6
2017-08-28,39.2
2017-08-29,38.0
2017-08-30,37.7
2017-08-31,36.65
2017-09-01,37.5
2017-09-04,37.65
2017-09-05,37.65
2017-09-06,37.25
2017-09-07,38.45
2017-09-08,38.5
2017-09-11,37.95
2017-09-12,40.55
2017-09-13,38.3
2017-09-14,37.6
2017-09-15,36.8
2017-09-18,37.3
2017-09-19,37.25
2017-09-20,37.05
2017-09-21,38.9
2017-09-22,37.2
2017-09-25,36.7
2017-09-26,36.55
2017-09-27,35.25
2017-09-28,35.6
2017-09-29,35.95
2017-10-03,35.55
2017-10-04,35.15
2017-10-05,35.45
2017-10-06,35.25
2017-10-09,34.7
2017-10-10,34.3
2017-10-11,33.35
2017-10-12,33.85
2017-10-13,33.5
2017-10-16,33.35
2017-10-17,40.0
2017-10-18,41.4
2017-10-19,43.55
2017-10-23,43.65
2017-10-24,41.05
2017-10-25,38.25
2017-10-26,39.5
2017-10-27,38.7
2017-10-30,39.1
2017-10-31,42.05
2017-11-01,41.7
2017-11-02,41.0
2017-11-03,40.8
2017-11-06,39.6
2017-11-07,38.85
2017-11-08,38.15
2017-11-09,38.75
2017-11-10,38.6
2017-11-13,38.5
2017-11-14,38.2
2017-11-15,38.05
2017-11-16,38.55
2017-11-17,38.6
2017-11-20,38.7
2017-11-21,38.8
2017-11-22,39.6
2017-11-23,39.0
2017-11-24,39.6
2017-11-27,39.15
2017-11-28,39.3
2017-11-29,39.3
2017-11-30,46.55
2017-12-01,43.25
2017-12-04,40.9
2017-12-05,40.0
2017-12-06,40.3
2017-12-07,42.6
2017-12-08,41.0
2017-12-11,40.75
2017-12-12,40.85
2017-12-13,40.2
2017-12-14,39.7
2017-12-15,39.45
2017-12-18,39.2
2017-12-19,40.75
2017-12-20,40.25
2017-12-21,42.2
2017-12-22,41.85
2017-12-26,41.35
2017-12-27,40.8
2017-12-28,40.65
2017-12-29,41.25
