Date,M100
2017-01-02,14.93
2017-01-03,15.19
2017-01-04,15.14
2017-01-05,15.24
2017-01-06,15.4
2017-01-09,15.42
2017-01-10,15.45
2017-01-11,15.65
2017-01-12,15.63
2017-01-13,15.67
2017-01-16,15.67
2017-01-17,15.8
2017-01-18,15.84
2017-01-19,15.95
2017-01-20,15.85
2017-01-23,15.93
2017-01-24,15.95
2017-01-25,15.97
2017-01-27,15.94
2017-01-30,16.05
2017-01-31,16.03
2017-02-01,16.15
2017-02-02,16.41
2017-02-03,16.77
2017-02-06,17.01
2017-02-07,16.9
2017-02-08,16.94
2017-02-09,17.24
2017-02-10,16.96
2017-02-13,17.0
2017-02-14,16.95
2017-02-15,16.52
2017-02-16,16.76
2017-02-17,16.98
2017-02-20,16.98
2017-02-21,16.91
2017-02-22,16.94
2017-02-23,16.99
2017-02-27,16.94
2017-02-28,16.98
2017-03-01,17.06
2017-03-02,16.96
2017-03-03,16.91
2017-03-06,16.92
2017-03-07,17.09
2017-03-08,16.97
2017-03-09,17.0
2017-03-10,16.9
2017-03-14,16.86
2017-03-15,17.25
2017-03-16,17.34
2017-03-17,17.36
2017-03-20,17.5
2017-03-21,17.37
2017-03-22,17.39
2017-03-23,17.32
2017-03-24,17.85
2017-03-27,17.85
2017-03-28,17.85
2017-03-29,18.06
2017-03-30,18.0
2017-03-31,17.99
2017-04-03,17.99
2017-04-05,18.0
2017-04-06,17.99
2017-04-07,17.84
2017-04-10,17.96
2017-04-11,17.99
2017-04-12,18.3
2017-04-13,18.15
2017-04-17,18.04
2017-04-18,18.35
2017-04-19,18.28
2017-04-20,18.33
2017-04-21,18.39
2017-04-24,18.6
2017-04-25,18.68
2017-04-26,18.79
2017-04-27,18.67
2017-04-28,18.84
2017-05-02,18.37
2017-05-03,18.7
2017-05-04,18.71
2017-05-05,18.89
2017-05-08,18.69
2017-05-09,18.83
2017-05-10,19.25
2017-05-11,19.34
2017-05-12,18.99
2017-05-15,18.96
2017-05-16,18.95
2017-05-17,19.06
2017-05-18,18.87
2017-05-19,18.62
2017-05-22,18.5
2017-05-23,18.07
2017-05-24,18.0
2017-05-25,18.05
2017-05-26,18.24
2017-05-29,18.43
2017-05-30,18.37
2017-05-31,18.26
2017-06-01,18.16
2017-06-02,18.45
2017-06-05,18.36
2017-06-06,18.4
2017-06-07,18.8
2017-06-08,18.79
2017-06-09,18.82
2017-06-12,18.79
2017-06-13,18.56
2017-06-14,18.29
2017-06-15,18.07
2017-06-16,18.41
2017-06-19,18.41
2017-06-20,18.41
2017-06-21,18.38
2017-06-22,18.43
2017-06-23,18.3
2017-06-27,18.29
2017-06-28,18.01
2017-06-29,18.15
2017-06-30,18.2
2017-07-03,18.44
2017-07-04,18.21
2017-07-05,18.4
2017-07-06,18.28
2017-07-07,18.74
2017-07-10,18.72
2017-07-11,18.56
2017-07-12,18.66
2017-07-13,18.65
2017-07-14,18.59
2017-07-17,18.61
2017-07-18,18.5
2017-07-19,18.63
2017-07-20,18.81
2017-07-21,18.74
2017-07-24,18.78
2017-07-25,18.55
2017-07-26,18.9
2017-07-27,19.19
2017-07-28,19.08
2017-07-31,19.07
2017-08-01,19.1
2017-08-02,19.05
2017-08-03,19.08
2017-08-04,19.0
2017-08-07,19.24
2017-08-08,19.0
2017-08-09,18.76
2017-08-10,18.46
2017-08-11,18.3
2017-08-14,18.57
2017-08-16,18.7
2017-08-17,18.7
2017-08-18,18.49
2017-08-21,18.55
2017-08-22,18.43
2017-08-23,18.64
2017-08-24,18.6
2017-08-28,18.56
2017-08-29,18.55
2017-08-30,18.7
2017-08-31,18.75
2017-09-01,19.02
2017-09-04,18.97
2017-09-05,18.98
2017-09-06,19.03
2017-09-07,19.0
2017-09-08,19.19
2017-09-11,19.17
2017-09-12,19.57
2017-09-13,19.25
2017-09-14,19.53
2017-09-15,19.52
2017-09-18,19.6
2017-09-19,19.69
2017-09-20,19.6
2017-09-21,19.5
2017-09-22,19.2
2017-09-25,19.13
2017-09-26,19.24
2017-09-27,19.02
2017-09-28,18.95
2017-09-29,18.96
2017-10-03,19.1
2017-10-04,19.2
2017-10-05,19.17
2017-10-06,19.17
2017-10-09,19.1
2017-10-10,19.14
2017-10-11,19.39
2017-10-12,19.26
2017-10-13,19.32
2017-10-16,19.41
2017-10-17,19.44
2017-10-18,19.46
2017-10-19,19.53
2017-10-23,19.59
2017-10-24,19.45
2017-10-25,19.77
2017-10-26,19.79
2017-10-27,19.89
2017-10-30,20.13
2017-10-31,20.03
2017-11-01,20.36
2017-11-02,20.47
2017-11-03,20.45
2017-11-06,20.69
2017-11-07,20.34
2017-11-08,20.25
2017-11-09,20.0
2017-11-10,20.09
2017-11-13,20.24
2017-11-14,20.06
2017-11-15,19.95
2017-11-16,20.04
2017-11-17,20.51
2017-11-20,20.44
2017-11-21,20.41
2017-11-22,20.49
2017-11-23,20.5
2017-11-24,20.59
2017-11-27,20.79
2017-11-28,20.64
2017-11-29,20.69
2017-11-30,20.64
2017-12-01,20.45
2017-12-04,20.5
2017-12-05,20.45
2017-12-06,19.93
2017-12-07,20.24
2017-12-08,20.69
2017-12-11,20.42
2017-12-12,20.68
2017-12-13,20.48
2017-12-14,20.82
2017-12-15,21.11
2017-12-18,22.11
2017-12-19,21.7
2017-12-20,21.94
2017-12-21,22.0
2017-12-22,21.9
2017-12-26,22.06
2017-12-27,21.76
2017-12-28,21.7
2017-12-29,21.75
