Date,BALPHARMA
2017-01-02,91.6
2017-01-03,91.6
2017-01-04,92.5
2017-01-05,94.35
2017-01-06,94.1
2017-01-09,94.0
2017-01-10,94.45
2017-01-11,94.3
2017-01-12,92.75
2017-01-13,92.15
2017-01-16,93.4
2017-01-17,92.9
2017-01-18,92.55
2017-01-19,94.0
2017-01-20,92.1
2017-01-23,92.1
2017-01-24,92.05
2017-01-25,92.1
2017-01-27,92.35
2017-01-30,92.6
2017-01-31,90.35
2017-02-01,93.85
2017-02-02,94.0
2017-02-03,98.0
2017-02-06,98.7
2017-02-07,98.5
2017-02-08,95.0
2017-02-09,94.45
2017-02-10,92.75
2017-02-13,92.25
2017-02-14,91.15
2017-02-15,91.2
2017-02-16,90.9
2017-02-17,90.75
2017-02-20,91.85
2017-02-21,92.15
2017-02-22,90.9
2017-02-23,90.65
2017-02-27,92.85
2017-02-28,93.85
2017-03-01,95.75
2017-03-02,92.2
2017-03-03,91.85
2017-03-06,92.75
2017-03-07,91.85
2017-03-08,90.95
2017-03-09,91.3
2017-03-10,90.7
2017-03-14,90.6
2017-03-15,90.3
2017-03-16,90.95
2017-03-17,90.6
2017-03-20,91.2
2017-03-21,90.0
2017-03-22,89.8
2017-03-23,89.3
2017-03-24,88.3
2017-03-27,89.05
2017-03-28,87.65
2017-03-29,86.9
2017-03-30,87.9
2017-03-31,87.15
2017-04-03,88.85
2017-04-05,89.7
2017-04-06,89.45
2017-04-07,88.6
2017-04-10,91.55
2017-04-11,91.1
2017-04-12,89.4
2017-04-13,89.2
2017-04-17,89.8
2017-04-18,89.95
2017-04-19,98.15
2017-04-20,111.0
2017-04-21,104.8
2017-04-24,103.0
2017-04-25,105.85
2017-04-26,104.3
2017-04-27,102.4
2017-04-28,102.1
2017-05-02,101.8
2017-05-03,101.95
2017-05-04,100.25
2017-05-05,98.95
2017-05-08,100.4
2017-05-09,98.25
2017-05-10,100.75
2017-05-11,100.5
2017-05-12,99.85
2017-05-15,101.35
2017-05-16,99.45
2017-05-17,97.8
2017-05-18,96.15
2017-05-19,97.4
2017-05-22,99.05
2017-05-23,95.1
2017-05-24,95.0
2017-05-25,93.65
2017-05-26,96.55
2017-05-29,93.6
2017-05-30,91.55
2017-05-31,89.95
2017-06-01,89.75
2017-06-02,91.35
2017-06-05,90.6
2017-06-06,90.0
2017-06-07,90.9
2017-06-08,91.6
2017-06-09,89.15
2017-06-12,89.5
2017-06-13,89.15
2017-06-14,89.45
2017-06-15,91.3
2017-06-16,91.65
2017-06-19,90.7
2017-06-20,94.3
2017-06-21,99.9
2017-06-22,104.25
2017-06-23,100.5
2017-06-27,101.35
2017-06-28,97.45
2017-06-29,96.0
2017-06-30,94.1
2017-07-03,92.65
2017-07-04,92.75
2017-07-05,93.75
2017-07-06,93.05
2017-07-07,93.8
2017-07-10,95.25
2017-07-11,96.25
2017-07-12,100.55
2017-07-13,98.45
2017-07-14,97.1
2017-07-17,99.75
2017-07-18,100.65
2017-07-19,113.9
2017-07-20,108.55
2017-07-21,108.45
2017-07-24,103.45
2017-07-25,103.8
2017-07-26,107.6
2017-07-27,105.0
2017-07-28,104.95
2017-07-31,106.1
2017-08-01,107.05
2017-08-02,106.05
2017-08-03,103.0
2017-08-04,101.2
2017-08-07,103.05
2017-08-08,101.15
2017-08-09,100.9
2017-08-10,95.85
2017-08-11,91.6
2017-08-14,94.1
2017-08-16,94.9
2017-08-17,95.7
2017-08-18,94.1
2017-08-21,93.5
2017-08-22,92.55
2017-08-23,92.85
2017-08-24,94.05
2017-08-28,97.0
2017-08-29,95.05
2017-08-30,94.85
2017-08-31,94.45
2017-09-01,94.45
2017-09-04,93.75
2017-09-05,94.95
2017-09-06,95.25
2017-09-07,95.3
2017-09-08,94.35
2017-09-11,93.15
2017-09-12,96.0
2017-09-13,95.2
2017-09-14,95.3
2017-09-15,92.95
2017-09-18,94.15
2017-09-19,97.2
2017-09-20,100.1
2017-09-21,102.45
2017-09-22,97.3
2017-09-25,93.75
2017-09-26,94.8
2017-09-27,91.65
2017-09-28,92.45
2017-09-29,93.1
2017-10-03,94.25
2017-10-04,94.25
2017-10-05,94.15
2017-10-06,94.05
2017-10-09,94.25
2017-10-10,94.05
2017-10-11,95.5
2017-10-12,94.65
2017-10-13,94.95
2017-10-16,94.15
2017-10-17,94.35
2017-10-18,94.6
2017-10-19,94.65
2017-10-23,91.95
2017-10-24,96.25
2017-10-25,94.95
2017-10-26,94.45
2017-10-27,95.55
2017-10-30,96.05
2017-10-31,96.85
2017-11-01,98.2
2017-11-02,96.1
2017-11-03,97.25
2017-11-06,98.2
2017-11-07,95.25
2017-11-08,94.8
2017-11-09,96.65
2017-11-10,93.7
2017-11-13,95.75
2017-11-14,96.2
2017-11-15,93.3
2017-11-16,93.35
2017-11-17,93.3
2017-11-20,94.05
2017-11-21,93.75
2017-11-22,93.2
2017-11-23,97.05
2017-11-24,95.4
2017-11-27,96.9
2017-11-28,96.45
2017-11-29,95.7
2017-11-30,93.95
2017-12-01,96.2
2017-12-04,95.65
2017-12-05,97.2
2017-12-06,96.25
2017-12-07,95.65
2017-12-08,95.0
2017-12-11,97.55
2017-12-12,98.05
2017-12-13,95.95
2017-12-14,94.5
2017-12-15,96.75
2017-12-18,95.4
2017-12-19,96.85
2017-12-20,95.85
2017-12-21,95.45
2017-12-22,97.75
2017-12-26,97.75
2017-12-27,105.65
2017-12-28,116.25
2017-12-29,110.7
