Date,RADICO
2017-01-02,110.65
2017-01-03,110.95
2017-01-04,117.1
2017-01-05,122.25
2017-01-06,121.3
2017-01-09,118.8
2017-01-10,119.8
2017-01-11,118.0
2017-01-12,115.95
2017-01-13,115.5
2017-01-16,118.45
2017-01-17,121.1
2017-01-18,120.1
2017-01-19,117.75
2017-01-20,116.15
2017-01-23,116.3
2017-01-24,115.2
2017-01-25,115.45
2017-01-27,117.05
2017-01-30,115.15
2017-01-31,112.85
2017-02-01,118.85
2017-02-02,125.0
2017-02-03,122.45
2017-02-06,127.7
2017-02-07,128.4
2017-02-08,131.1
2017-02-09,129.25
2017-02-10,127.95
2017-02-13,122.9
2017-02-14,125.05
2017-02-15,120.2
2017-02-16,130.7
2017-02-17,128.6
2017-02-20,133.3
2017-02-21,136.5
2017-02-22,132.9
2017-02-23,131.35
2017-02-27,133.7
2017-02-28,130.25
2017-03-01,129.9
2017-03-02,127.7
2017-03-03,127.95
2017-03-06,128.4
2017-03-07,128.8
2017-03-08,127.95
2017-03-09,126.3
2017-03-10,124.95
2017-03-14,124.9
2017-03-15,129.25
2017-03-16,126.85
2017-03-17,127.55
2017-03-20,124.8
2017-03-21,123.9
2017-03-22,123.5
2017-03-23,123.95
2017-03-24,124.6
2017-03-27,123.6
2017-03-28,126.8
2017-03-29,134.75
2017-03-30,135.75
2017-03-31,137.8
2017-04-03,132.95
2017-04-05,129.75
2017-04-06,127.95
2017-04-07,123.85
2017-04-10,114.7
2017-04-11,115.6
2017-04-12,111.5
2017-04-13,113.8
2017-04-17,114.5
2017-04-18,109.05
2017-04-19,107.9
2017-04-20,120.3
2017-04-21,125.95
2017-04-24,127.15
2017-04-25,123.65
2017-04-26,122.2
2017-04-27,121.7
2017-04-28,122.9
2017-05-02,122.3
2017-05-03,123.2
2017-05-04,121.9
2017-05-05,120.85
2017-05-08,121.1
2017-05-09,123.55
2017-05-10,124.35
2017-05-11,128.3
2017-05-12,127.3
2017-05-15,128.6
2017-05-16,130.2
2017-05-17,128.85
2017-05-18,128.85
2017-05-19,125.65
2017-05-22,124.75
2017-05-23,125.95
2017-05-24,120.6
2017-05-25,118.6
2017-05-26,120.8
2017-05-29,119.45
2017-05-30,119.55
2017-05-31,119.6
2017-06-01,124.45
2017-06-02,123.15
2017-06-05,124.2
2017-06-06,121.65
2017-06-07,123.5
2017-06-08,123.35
2017-06-09,127.65
2017-06-12,128.05
2017-06-13,127.0
2017-06-14,122.7
2017-06-15,123.05
2017-06-16,127.05
2017-06-19,124.85
2017-06-20,129.85
2017-06-21,128.8
2017-06-22,126.75
2017-06-23,122.85
2017-06-27,120.95
2017-06-28,122.05
2017-06-29,122.65
2017-06-30,121.45
2017-07-03,121.25
2017-07-04,127.65
2017-07-05,134.1
2017-07-06,135.75
2017-07-07,135.2
2017-07-10,135.85
2017-07-11,132.85
2017-07-12,135.15
2017-07-13,131.65
2017-07-14,127.4
2017-07-17,128.5
2017-07-18,125.7
2017-07-19,132.75
2017-07-20,130.4
2017-07-21,128.35
2017-07-24,127.05
2017-07-25,129.4
2017-07-26,129.55
2017-07-27,127.85
2017-07-28,139.35
2017-07-31,141.5
2017-08-01,141.65
2017-08-02,149.3
2017-08-03,145.3
2017-08-04,145.6
2017-08-07,151.45
2017-08-08,147.7
2017-08-09,146.4
2017-08-10,139.3
2017-08-11,139.75
2017-08-14,144.3
2017-08-16,161.5
2017-08-17,168.7
2017-08-18,166.55
2017-08-21,160.9
2017-08-22,162.65
2017-08-23,161.65
2017-08-24,165.0
2017-08-28,164.55
2017-08-29,161.5
2017-08-30,168.25
2017-08-31,165.2
2017-09-01,165.75
2017-09-04,163.65
2017-09-05,164.3
2017-09-06,163.55
2017-09-07,163.15
2017-09-08,175.95
2017-09-11,177.9
2017-09-12,176.55
2017-09-13,174.7
2017-09-14,174.65
2017-09-15,169.05
2017-09-18,169.35
2017-09-19,169.1
2017-09-20,168.35
2017-09-21,165.15
2017-09-22,156.95
2017-09-25,152.45
2017-09-26,157.85
2017-09-27,153.65
2017-09-28,157.85
2017-09-29,166.7
2017-10-03,166.9
2017-10-04,174.55
2017-10-05,172.15
2017-10-06,172.65
2017-10-09,175.0
2017-10-10,173.7
2017-10-11,171.8
2017-10-12,177.2
2017-10-13,186.65
2017-10-16,214.75
2017-10-17,214.85
2017-10-18,211.95
2017-10-19,215.25
2017-10-23,224.3
2017-10-24,220.75
2017-10-25,210.55
2017-10-26,206.55
2017-10-27,213.6
2017-10-30,215.05
2017-10-31,219.25
2017-11-01,214.45
2017-11-02,211.7
2017-11-03,211.75
2017-11-06,212.3
2017-11-07,204.55
2017-11-08,204.4
2017-11-09,212.55
2017-11-10,210.35
2017-11-13,215.45
2017-11-14,217.1
2017-11-15,218.55
2017-11-16,251.35
2017-11-17,256.65
2017-11-20,274.7
2017-11-21,281.25
2017-11-22,297.6
2017-11-23,283.95
2017-11-24,279.75
2017-11-27,287.35
2017-11-28,285.0
2017-11-29,279.45
2017-11-30,285.5
2017-12-01,261.75
2017-12-04,262.4
2017-12-05,289.35
2017-12-06,273.9
2017-12-07,285.05
2017-12-08,287.95
2017-12-11,268.05
2017-12-12,270.8
2017-12-13,269.85
2017-12-14,270.75
2017-12-15,268.7
2017-12-18,269.95
2017-12-19,279.35
2017-12-20,279.3
2017-12-21,282.3
2017-12-22,279.85
2017-12-26,290.5
2017-12-27,284.2
2017-12-28,288.35
2017-12-29,293.9
