Date,GUJGASLTD
2017-01-02,529.9
2017-01-03,534.65
2017-01-04,535.35
2017-01-05,536.4
2017-01-06,527.0
2017-01-09,549.8
2017-01-10,546.2
2017-01-11,539.95
2017-01-12,541.25
2017-01-13,533.8
2017-01-16,533.15
2017-01-17,529.55
2017-01-18,538.85
2017-01-19,540.0
2017-01-20,532.15
2017-01-23,540.8
2017-01-24,552.6
2017-01-25,554.85
2017-01-27,580.95
2017-01-30,579.5
2017-01-31,570.8
2017-02-01,590.2
2017-02-02,586.7
2017-02-03,592.25
2017-02-06,610.85
2017-02-07,618.55
2017-02-08,614.9
2017-02-09,616.65
2017-02-10,617.85
2017-02-13,617.25
2017-02-14,615.15
2017-02-15,617.0
2017-02-16,617.15
2017-02-17,617.15
2017-02-20,619.15
2017-02-21,622.2
2017-02-22,624.05
2017-02-23,622.7
2017-02-27,622.3
2017-02-28,624.85
2017-03-01,660.3
2017-03-02,664.8
2017-03-03,668.35
2017-03-06,671.55
2017-03-07,670.2
2017-03-08,676.4
2017-03-09,665.85
2017-03-10,660.15
2017-03-14,674.55
2017-03-15,674.65
2017-03-16,679.9
2017-03-17,690.45
2017-03-20,703.75
2017-03-21,729.25
2017-03-22,730.35
2017-03-23,733.05
2017-03-24,736.15
2017-03-27,777.55
2017-03-28,786.9
2017-03-29,799.85
2017-03-30,797.7
2017-03-31,768.75
2017-04-03,757.45
2017-04-05,776.75
2017-04-06,771.35
2017-04-07,773.5
2017-04-10,770.8
2017-04-11,789.9
2017-04-12,786.4
2017-04-13,814.2
2017-04-17,842.2
2017-04-18,843.95
2017-04-19,855.0
2017-04-20,849.55
2017-04-21,830.75
2017-04-24,829.35
2017-04-25,843.65
2017-04-26,832.75
2017-04-27,841.65
2017-04-28,844.65
2017-05-02,839.65
2017-05-03,819.55
2017-05-04,801.8
2017-05-05,790.75
2017-05-08,792.7
2017-05-09,783.6
2017-05-10,786.55
2017-05-11,775.55
2017-05-12,770.0
2017-05-15,779.5
2017-05-16,771.15
2017-05-17,790.2
2017-05-18,787.85
2017-05-19,781.75
2017-05-22,772.4
2017-05-23,764.65
2017-05-24,750.15
2017-05-25,769.6
2017-05-26,755.45
2017-05-29,739.15
2017-05-30,764.15
2017-05-31,761.5
2017-06-01,759.95
2017-06-02,750.55
2017-06-05,762.45
2017-06-06,764.75
2017-06-07,778.15
2017-06-08,789.85
2017-06-09,800.75
2017-06-12,800.1
2017-06-13,801.1
2017-06-14,792.7
2017-06-15,792.75
2017-06-16,799.9
2017-06-19,805.75
2017-06-20,802.55
2017-06-21,795.95
2017-06-22,778.15
2017-06-23,760.4
2017-06-27,749.4
2017-06-28,744.6
2017-06-29,744.15
2017-06-30,743.05
2017-07-03,745.95
2017-07-04,754.55
2017-07-05,758.95
2017-07-06,761.6
2017-07-07,756.45
2017-07-10,758.65
2017-07-11,762.1
2017-07-12,763.2
2017-07-13,752.1
2017-07-14,740.45
2017-07-17,741.35
2017-07-18,754.9
2017-07-19,763.6
2017-07-20,768.15
2017-07-21,767.2
2017-07-24,763.9
2017-07-25,764.35
2017-07-26,765.2
2017-07-27,763.55
2017-07-28,760.5
2017-07-31,758.75
2017-08-01,759.0
2017-08-02,756.95
2017-08-03,748.0
2017-08-04,755.0
2017-08-07,758.2
2017-08-08,774.15
2017-08-09,787.6
2017-08-10,748.2
2017-08-11,772.65
2017-08-14,764.0
2017-08-16,777.85
2017-08-17,772.35
2017-08-18,770.0
2017-08-21,766.6
2017-08-22,771.05
2017-08-23,793.45
2017-08-24,788.15
2017-08-28,789.45
2017-08-29,780.1
2017-08-30,771.05
2017-08-31,779.0
2017-09-01,791.3
2017-09-04,799.8
2017-09-05,825.65
2017-09-06,813.7
2017-09-07,829.0
2017-09-08,831.15
2017-09-11,824.2
2017-09-12,848.6
2017-09-13,824.55
2017-09-14,835.7
2017-09-15,838.9
2017-09-18,837.8
2017-09-19,844.75
2017-09-20,835.2
2017-09-21,839.95
2017-09-22,838.25
2017-09-25,815.6
2017-09-26,824.95
2017-09-27,809.55
2017-09-28,805.0
2017-09-29,837.55
2017-10-03,860.0
2017-10-04,868.2
2017-10-05,906.45
2017-10-06,910.0
2017-10-09,885.95
2017-10-10,883.65
2017-10-11,877.3
2017-10-12,887.75
2017-10-13,885.8
2017-10-16,932.5
2017-10-17,919.7
2017-10-18,917.0
2017-10-19,917.65
2017-10-23,909.15
2017-10-24,902.85
2017-10-25,896.65
2017-10-26,899.55
2017-10-27,903.55
2017-10-30,910.25
2017-10-31,912.45
2017-11-01,913.85
2017-11-02,922.4
2017-11-03,964.15
2017-11-06,960.25
2017-11-07,912.7
2017-11-08,898.35
2017-11-09,889.05
2017-11-10,882.7
2017-11-13,875.75
2017-11-14,878.95
2017-11-15,865.55
2017-11-16,852.9
2017-11-17,843.45
2017-11-20,833.9
2017-11-21,846.3
2017-11-22,838.6
2017-11-23,850.6
2017-11-24,848.4
2017-11-27,845.25
2017-11-28,864.0
2017-11-29,865.85
2017-11-30,879.1
2017-12-01,858.45
2017-12-04,859.85
2017-12-05,846.05
2017-12-06,854.05
2017-12-07,844.2
2017-12-08,848.2
2017-12-11,836.4
2017-12-12,830.7
2017-12-13,827.55
2017-12-14,826.65
2017-12-15,833.0
2017-12-18,836.75
2017-12-19,837.5
2017-12-20,832.5
2017-12-21,825.8
2017-12-22,820.8
2017-12-26,823.9
2017-12-27,826.8
2017-12-28,841.6
2017-12-29,840.55
