Date,KSCL
2017-01-02,411.05
2017-01-03,418.05
2017-01-04,414.8
2017-01-05,418.25
2017-01-06,416.55
2017-01-09,412.7
2017-01-10,424.8
2017-01-11,436.55
2017-01-12,434.1
2017-01-13,458.6
2017-01-16,453.05
2017-01-17,471.55
2017-01-18,472.5
2017-01-19,482.1
2017-01-20,481.05
2017-01-23,484.15
2017-01-24,490.45
2017-01-25,490.85
2017-01-27,470.45
2017-01-30,464.3
2017-01-31,458.9
2017-02-01,453.65
2017-02-02,475.65
2017-02-03,476.05
2017-02-06,474.1
2017-02-07,465.95
2017-02-08,468.1
2017-02-09,476.4
2017-02-10,482.9
2017-02-13,476.75
2017-02-14,463.4
2017-02-15,452.8
2017-02-16,460.45
2017-02-17,459.4
2017-02-20,459.75
2017-02-21,465.35
2017-02-22,459.8
2017-02-23,454.6
2017-02-27,466.1
2017-02-28,496.6
2017-03-01,496.6
2017-03-02,488.0
2017-03-03,492.25
2017-03-06,498.4
2017-03-07,522.15
2017-03-08,516.15
2017-03-09,507.85
2017-03-10,509.2
2017-03-14,512.95
2017-03-15,518.3
2017-03-16,533.2
2017-03-17,531.95
2017-03-20,551.15
2017-03-21,547.85
2017-03-22,536.7
2017-03-23,550.2
2017-03-24,560.25
2017-03-27,546.4
2017-03-28,537.65
2017-03-29,539.55
2017-03-30,542.1
2017-03-31,558.2
2017-04-03,557.0
2017-04-05,554.45
2017-04-06,551.4
2017-04-07,550.2
2017-04-10,557.9
2017-04-11,557.0
2017-04-12,550.5
2017-04-13,544.0
2017-04-17,545.95
2017-04-18,543.9
2017-04-19,551.45
2017-04-20,556.4
2017-04-21,565.35
2017-04-24,572.2
2017-04-25,577.0
2017-04-26,566.65
2017-04-27,567.35
2017-04-28,564.5
2017-05-02,565.8
2017-05-03,566.85
2017-05-04,552.25
2017-05-05,563.1
2017-05-08,559.7
2017-05-09,556.0
2017-05-10,556.6
2017-05-11,549.75
2017-05-12,544.95
2017-05-15,548.0
2017-05-16,540.4
2017-05-17,534.95
2017-05-18,533.3
2017-05-19,538.7
2017-05-22,527.85
2017-05-23,522.05
2017-05-24,494.45
2017-05-25,525.2
2017-05-26,571.7
2017-05-29,573.2
2017-05-30,585.5
2017-05-31,589.6
2017-06-01,622.45
2017-06-02,633.85
2017-06-05,638.25
2017-06-06,647.35
2017-06-07,641.15
2017-06-08,669.65
2017-06-09,668.55
2017-06-12,665.45
2017-06-13,675.75
2017-06-14,668.9
2017-06-15,655.55
2017-06-16,656.7
2017-06-19,637.3
2017-06-20,624.1
2017-06-21,635.6
2017-06-22,633.7
2017-06-23,634.8
2017-06-27,647.7
2017-06-28,653.25
2017-06-29,669.0
2017-06-30,653.35
2017-07-03,649.55
2017-07-04,645.05
2017-07-05,650.45
2017-07-06,645.3
2017-07-07,631.85
2017-07-10,634.9
2017-07-11,624.15
2017-07-12,632.95
2017-07-13,650.85
2017-07-14,645.05
2017-07-17,644.35
2017-07-18,641.4
2017-07-19,650.15
2017-07-20,646.3
2017-07-21,637.05
2017-07-24,649.5
2017-07-25,652.45
2017-07-26,660.35
2017-07-27,654.85
2017-07-28,683.5
2017-07-31,692.35
2017-08-01,681.75
2017-08-02,690.2
2017-08-03,694.0
2017-08-04,697.65
2017-08-07,693.8
2017-08-08,659.0
2017-08-09,609.15
2017-08-10,530.65
2017-08-11,524.1
2017-08-14,537.5
2017-08-16,564.4
2017-08-17,548.45
2017-08-18,560.4
2017-08-21,543.6
2017-08-22,531.2
2017-08-23,544.35
2017-08-24,542.05
2017-08-28,548.45
2017-08-29,540.05
2017-08-30,551.65
2017-08-31,556.3
2017-09-01,555.9
2017-09-04,543.7
2017-09-05,547.4
2017-09-06,550.45
2017-09-07,552.05
2017-09-08,578.25
2017-09-11,576.9
2017-09-12,575.5
2017-09-13,570.4
2017-09-14,571.55
2017-09-15,577.15
2017-09-18,578.9
2017-09-19,572.6
2017-09-20,573.7
2017-09-21,557.4
2017-09-22,530.65
2017-09-25,510.35
2017-09-26,528.3
2017-09-27,509.05
2017-09-28,516.15
2017-09-29,517.25
2017-10-03,518.25
2017-10-04,514.8
2017-10-05,518.25
2017-10-06,534.6
2017-10-09,529.0
2017-10-10,532.45
2017-10-11,524.5
2017-10-12,544.15
2017-10-13,550.1
2017-10-16,555.55
2017-10-17,570.05
2017-10-18,561.75
2017-10-19,556.6
2017-10-23,558.6
2017-10-24,573.15
2017-10-25,567.3
2017-10-26,576.7
2017-10-27,586.25
2017-10-30,570.5
2017-10-31,574.7
2017-11-01,570.6
2017-11-02,564.35
2017-11-03,561.5
2017-11-06,562.35
2017-11-07,550.25
2017-11-08,535.35
2017-11-09,535.85
2017-11-10,532.2
2017-11-13,519.4
2017-11-14,529.2
2017-11-15,513.4
2017-11-16,517.25
2017-11-17,532.5
2017-11-20,540.8
2017-11-21,549.3
2017-11-22,563.1
2017-11-23,563.05
2017-11-24,560.8
2017-11-27,551.25
2017-11-28,557.75
2017-11-29,549.8
2017-11-30,543.25
2017-12-01,537.8
2017-12-04,532.35
2017-12-05,523.5
2017-12-06,516.5
2017-12-07,510.8
2017-12-08,537.8
2017-12-11,543.15
2017-12-12,544.6
2017-12-13,528.65
2017-12-14,535.25
2017-12-15,541.15
2017-12-18,537.8
2017-12-19,553.45
2017-12-20,550.55
2017-12-21,547.7
2017-12-22,551.65
2017-12-26,568.35
2017-12-27,559.15
2017-12-28,545.5
2017-12-29,547.65
