Date,TRIDENT
2017-01-02,58.45
2017-01-03,59.95
2017-01-04,59.3
2017-01-05,59.75
2017-01-06,58.8
2017-01-09,58.9
2017-01-10,60.8
2017-01-11,61.6
2017-01-12,60.15
2017-01-13,65.35
2017-01-16,66.95
2017-01-17,67.9
2017-01-18,64.55
2017-01-19,64.0
2017-01-20,62.25
2017-01-23,66.3
2017-01-24,65.95
2017-01-25,66.4
2017-01-27,67.85
2017-01-30,69.25
2017-01-31,67.65
2017-02-01,68.55
2017-02-02,68.7
2017-02-03,68.8
2017-02-06,71.5
2017-02-07,70.45
2017-02-08,71.45
2017-02-09,71.3
2017-02-10,71.8
2017-02-13,70.7
2017-02-14,70.55
2017-02-15,67.1
2017-02-16,69.6
2017-02-17,69.5
2017-02-20,70.25
2017-02-21,70.55
2017-02-22,69.8
2017-02-23,68.95
2017-02-27,70.1
2017-02-28,71.85
2017-03-01,73.65
2017-03-02,71.5
2017-03-03,74.2
2017-03-06,76.8
2017-03-07,76.95
2017-03-08,78.0
2017-03-09,77.35
2017-03-10,76.6
2017-03-14,80.2
2017-03-15,83.0
2017-03-16,82.5
2017-03-17,83.55
2017-03-20,82.25
2017-03-21,80.6
2017-03-22,80.15
2017-03-23,87.85
2017-03-24,86.25
2017-03-27,87.45
2017-03-28,87.3
2017-03-29,85.3
2017-03-30,86.15
2017-03-31,86.45
2017-04-03,85.4
2017-04-05,84.55
2017-04-06,82.75
2017-04-07,81.5
2017-04-10,82.15
2017-04-11,82.7
2017-04-12,81.75
2017-04-13,81.25
2017-04-17,82.65
2017-04-18,82.3
2017-04-19,82.05
2017-04-20,81.95
2017-04-21,84.1
2017-04-24,84.45
2017-04-25,84.45
2017-04-26,83.8
2017-04-27,83.35
2017-04-28,83.25
2017-05-02,83.5
2017-05-03,84.15
2017-05-04,86.2
2017-05-05,86.8
2017-05-08,90.9
2017-05-09,83.75
2017-05-10,85.9
2017-05-11,87.85
2017-05-12,86.8
2017-05-15,86.2
2017-05-16,85.8
2017-05-17,84.35
2017-05-18,83.15
2017-05-19,82.35
2017-05-22,82.0
2017-05-23,79.05
2017-05-24,77.7
2017-05-25,79.35
2017-05-26,79.95
2017-05-29,81.55
2017-05-30,81.1
2017-05-31,80.3
2017-06-01,81.2
2017-06-02,81.2
2017-06-05,84.3
2017-06-06,83.95
2017-06-07,82.8
2017-06-08,81.65
2017-06-09,82.1
2017-06-12,80.85
2017-06-13,81.05
2017-06-14,82.9
2017-06-15,81.9
2017-06-16,82.35
2017-06-19,81.6
2017-06-20,80.3
2017-06-21,79.55
2017-06-22,80.75
2017-06-23,79.1
2017-06-27,77.55
2017-06-28,76.2
2017-06-29,76.85
2017-06-30,73.55
2017-07-03,74.3
2017-07-04,74.95
2017-07-05,76.15
2017-07-06,79.5
2017-07-07,80.55
2017-07-10,82.3
2017-07-11,82.95
2017-07-12,82.1
2017-07-13,83.2
2017-07-14,82.75
2017-07-17,81.8
2017-07-18,83.25
2017-07-19,85.45
2017-07-20,87.5
2017-07-21,86.2
2017-07-24,85.3
2017-07-25,84.55
2017-07-26,84.6
2017-07-27,84.05
2017-07-28,83.9
2017-07-31,82.55
2017-08-01,85.6
2017-08-02,86.1
2017-08-03,84.15
2017-08-04,85.9
2017-08-07,86.7
2017-08-08,84.7
2017-08-09,83.2
2017-08-10,77.9
2017-08-11,75.2
2017-08-14,75.9
2017-08-16,80.2
2017-08-17,81.55
2017-08-18,81.55
2017-08-21,78.95
2017-08-22,82.0
2017-08-23,86.55
2017-08-24,86.55
2017-08-28,97.0
2017-08-29,93.85
2017-08-30,99.4
2017-08-31,99.15
2017-09-01,96.55
2017-09-04,96.4
2017-09-05,97.3
2017-09-06,99.25
2017-09-07,99.75
2017-09-08,97.75
2017-09-11,97.5
2017-09-12,99.9
2017-09-13,97.65
2017-09-14,98.6
2017-09-15,100.15
2017-09-18,104.45
2017-09-19,106.85
2017-09-20,106.75
2017-09-21,101.8
2017-09-22,97.1
2017-09-25,95.7
2017-09-26,100.05
2017-09-27,95.85
2017-09-28,96.4
2017-09-29,97.7
2017-10-03,98.25
2017-10-04,99.6
2017-10-05,102.35
2017-10-06,103.45
2017-10-09,102.9
2017-10-10,102.9
2017-10-11,100.35
2017-10-12,99.4
2017-10-13,97.95
2017-10-16,101.55
2017-10-17,101.35
2017-10-18,100.2
2017-10-19,100.1
2017-10-23,99.4
2017-10-24,100.0
2017-10-25,99.55
2017-10-26,100.25
2017-10-27,99.35
2017-10-30,102.9
2017-10-31,102.8
2017-11-01,103.8
2017-11-02,100.95
2017-11-03,96.4
2017-11-06,93.0
2017-11-07,90.2
2017-11-08,91.4
2017-11-09,91.25
2017-11-10,90.2
2017-11-13,87.85
2017-11-14,83.4
2017-11-15,85.8
2017-11-16,86.95
2017-11-17,88.05
2017-11-20,87.7
2017-11-21,86.85
2017-11-22,87.6
2017-11-23,86.05
2017-11-24,86.85
2017-11-27,90.3
2017-11-28,92.35
2017-11-29,90.5
2017-11-30,89.0
2017-12-01,89.1
2017-12-04,88.3
2017-12-05,86.45
2017-12-06,87.0
2017-12-07,87.05
2017-12-08,87.8
2017-12-11,91.8
2017-12-12,88.35
2017-12-13,86.75
2017-12-14,85.85
2017-12-15,86.6
2017-12-18,86.25
2017-12-19,88.95
2017-12-20,90.5
2017-12-21,92.7
2017-12-22,91.25
2017-12-26,92.1
2017-12-27,88.45
2017-12-28,88.85
2017-12-29,89.4
