Date,SUDARSCHEM
2017-01-02,328.4
2017-01-03,331.4
2017-01-04,332.0
2017-01-05,335.3
2017-01-06,344.0
2017-01-09,342.4
2017-01-10,341.15
2017-01-11,339.6
2017-01-12,333.45
2017-01-13,334.85
2017-01-16,339.55
2017-01-17,336.3
2017-01-18,337.45
2017-01-19,331.85
2017-01-20,328.0
2017-01-23,330.9
2017-01-24,336.75
2017-01-25,341.3
2017-01-27,337.2
2017-01-30,337.4
2017-01-31,335.95
2017-02-01,353.95
2017-02-02,360.1
2017-02-03,359.15
2017-02-06,363.85
2017-02-07,363.6
2017-02-08,373.9
2017-02-09,388.6
2017-02-10,346.7
2017-02-13,336.3
2017-02-14,350.05
2017-02-15,340.1
2017-02-16,350.85
2017-02-17,366.55
2017-02-20,370.25
2017-02-21,369.55
2017-02-22,361.55
2017-02-23,364.75
2017-02-27,360.2
2017-02-28,352.55
2017-03-01,350.2
2017-03-02,346.0
2017-03-03,345.45
2017-03-06,345.7
2017-03-07,343.1
2017-03-08,341.05
2017-03-09,339.35
2017-03-10,342.95
2017-03-14,359.1
2017-03-15,353.95
2017-03-16,353.4
2017-03-17,369.55
2017-03-20,358.8
2017-03-21,355.9
2017-03-22,351.8
2017-03-23,349.85
2017-03-24,346.65
2017-03-27,346.25
2017-03-28,346.65
2017-03-29,347.65
2017-03-30,348.15
2017-03-31,348.4
2017-04-03,353.0
2017-04-05,370.8
2017-04-06,380.5
2017-04-07,364.65
2017-04-10,361.55
2017-04-11,361.8
2017-04-12,363.4
2017-04-13,367.1
2017-04-17,360.35
2017-04-18,355.6
2017-04-19,358.9
2017-04-20,361.8
2017-04-21,365.55
2017-04-24,367.8
2017-04-25,371.8
2017-04-26,364.4
2017-04-27,369.85
2017-04-28,366.7
2017-05-02,363.65
2017-05-03,365.25
2017-05-04,405.6
2017-05-05,405.45
2017-05-08,400.95
2017-05-09,405.45
2017-05-10,407.25
2017-05-11,400.7
2017-05-12,400.75
2017-05-15,400.65
2017-05-16,401.3
2017-05-17,395.45
2017-05-18,382.15
2017-05-19,370.8
2017-05-22,364.2
2017-05-23,357.15
2017-05-24,355.7
2017-05-25,365.2
2017-05-26,379.45
2017-05-29,377.95
2017-05-30,368.95
2017-05-31,371.7
2017-06-01,373.0
2017-06-02,372.95
2017-06-05,380.55
2017-06-06,377.3
2017-06-07,371.5
2017-06-08,373.9
2017-06-09,373.85
2017-06-12,370.35
2017-06-13,374.85
2017-06-14,379.95
2017-06-15,378.55
2017-06-16,381.3
2017-06-19,379.6
2017-06-20,376.35
2017-06-21,375.45
2017-06-22,366.65
2017-06-23,368.3
2017-06-27,362.3
2017-06-28,363.7
2017-06-29,360.55
2017-06-30,368.5
2017-07-03,379.4
2017-07-04,374.8
2017-07-05,392.65
2017-07-06,391.6
2017-07-07,386.4
2017-07-10,383.6
2017-07-11,385.35
2017-07-12,381.25
2017-07-13,376.2
2017-07-14,379.8
2017-07-17,382.3
2017-07-18,386.5
2017-07-19,389.95
2017-07-20,390.55
2017-07-21,387.0
2017-07-24,417.7
2017-07-25,446.55
2017-07-26,439.75
2017-07-27,416.0
2017-07-28,407.7
2017-07-31,415.8
2017-08-01,405.05
2017-08-02,415.5
2017-08-03,414.25
2017-08-04,416.65
2017-08-07,415.25
2017-08-08,415.25
2017-08-09,399.2
2017-08-10,350.65
2017-08-11,361.0
2017-08-14,361.35
2017-08-16,372.95
2017-08-17,380.0
2017-08-18,378.8
2017-08-21,367.85
2017-08-22,369.25
2017-08-23,371.15
2017-08-24,371.2
2017-08-28,371.55
2017-08-29,370.4
2017-08-30,370.1
2017-08-31,371.85
2017-09-01,371.1
2017-09-04,374.15
2017-09-05,373.0
2017-09-06,372.8
2017-09-07,371.3
2017-09-08,370.5
2017-09-11,361.25
2017-09-12,368.4
2017-09-13,374.9
2017-09-14,374.5
2017-09-15,366.5
2017-09-18,375.05
2017-09-19,401.6
2017-09-20,406.6
2017-09-21,397.75
2017-09-22,383.4
2017-09-25,368.8
2017-09-26,374.75
2017-09-27,365.25
2017-09-28,360.75
2017-09-29,371.95
2017-10-03,366.95
2017-10-04,367.15
2017-10-05,367.65
2017-10-06,367.3
2017-10-09,365.45
2017-10-10,368.5
2017-10-11,378.3
2017-10-12,385.8
2017-10-13,384.6
2017-10-16,383.95
2017-10-17,381.25
2017-10-18,378.85
2017-10-19,379.8
2017-10-23,382.1
2017-10-24,384.9
2017-10-25,379.7
2017-10-26,376.15
2017-10-27,377.55
2017-10-30,379.15
2017-10-31,399.45
2017-11-01,395.75
2017-11-02,394.85
2017-11-03,403.55
2017-11-06,397.8
2017-11-07,394.65
2017-11-08,385.7
2017-11-09,378.0
2017-11-10,362.25
2017-11-13,366.2
2017-11-14,370.0
2017-11-15,365.1
2017-11-16,365.65
2017-11-17,367.45
2017-11-20,367.0
2017-11-21,369.3
2017-11-22,371.9
2017-11-23,366.15
2017-11-24,366.65
2017-11-27,365.3
2017-11-28,365.15
2017-11-29,371.45
2017-11-30,367.6
2017-12-01,365.45
2017-12-04,365.4
2017-12-05,367.7
2017-12-06,362.1
2017-12-07,361.75
2017-12-08,364.05
2017-12-11,380.3
2017-12-12,378.8
2017-12-13,369.9
2017-12-14,366.9
2017-12-15,364.25
2017-12-18,377.6
2017-12-19,379.65
2017-12-20,379.95
2017-12-21,378.25
2017-12-22,379.75
2017-12-26,377.1
2017-12-27,380.75
2017-12-28,379.85
2017-12-29,374.25
