Date,SARLAPOLY
2017-01-02,59.3
2017-01-03,59.6
2017-01-04,61.15
2017-01-05,62.85
2017-01-06,64.35
2017-01-09,65.1
2017-01-10,65.05
2017-01-11,65.1
2017-01-12,63.05
2017-01-13,62.15
2017-01-16,64.95
2017-01-17,63.05
2017-01-18,62.6
2017-01-19,62.85
2017-01-20,61.45
2017-01-23,60.45
2017-01-24,62.6
2017-01-25,65.75
2017-01-27,65.1
2017-01-30,65.45
2017-01-31,63.2
2017-02-01,63.6
2017-02-02,64.25
2017-02-03,64.85
2017-02-06,66.9
2017-02-07,67.25
2017-02-08,66.9
2017-02-09,67.4
2017-02-10,65.55
2017-02-13,63.6
2017-02-14,59.1
2017-02-15,58.85
2017-02-16,57.25
2017-02-17,57.05
2017-02-20,62.0
2017-02-21,60.95
2017-02-22,63.2
2017-02-23,62.5
2017-02-27,62.9
2017-02-28,62.15
2017-03-01,62.2
2017-03-02,60.05
2017-03-03,60.25
2017-03-06,60.75
2017-03-07,60.5
2017-03-08,62.2
2017-03-09,62.4
2017-03-10,62.5
2017-03-14,61.45
2017-03-15,60.3
2017-03-16,60.65
2017-03-17,59.25
2017-03-20,59.1
2017-03-21,59.45
2017-03-22,58.25
2017-03-23,58.35
2017-03-24,61.15
2017-03-27,60.0
2017-03-28,60.2
2017-03-29,59.65
2017-03-30,59.55
2017-03-31,58.6
2017-04-03,63.0
2017-04-05,63.05
2017-04-06,62.35
2017-04-07,60.65
2017-04-10,59.5
2017-04-11,60.5
2017-04-12,60.05
2017-04-13,63.2
2017-04-17,63.05
2017-04-18,61.45
2017-04-19,60.9
2017-04-20,60.75
2017-04-21,61.3
2017-04-24,65.75
2017-04-25,66.75
2017-04-26,65.35
2017-04-27,62.45
2017-04-28,64.4
2017-05-02,64.4
2017-05-03,63.9
2017-05-04,63.6
2017-05-05,62.2
2017-05-08,61.1
2017-05-09,61.4
2017-05-10,61.45
2017-05-11,61.65
2017-05-12,61.75
2017-05-15,60.15
2017-05-16,61.15
2017-05-17,62.4
2017-05-18,61.05
2017-05-19,59.8
2017-05-22,58.05
2017-05-23,58.4
2017-05-24,58.9
2017-05-25,62.05
2017-05-26,65.95
2017-05-29,58.25
2017-05-30,57.65
2017-05-31,57.5
2017-06-01,57.1
2017-06-02,56.25
2017-06-05,56.2
2017-06-06,55.7
2017-06-07,55.7
2017-06-08,55.1
2017-06-09,52.4
2017-06-12,52.95
2017-06-13,51.4
2017-06-14,50.9
2017-06-15,50.75
2017-06-16,51.15
2017-06-19,50.95
2017-06-20,50.85
2017-06-21,50.85
2017-06-22,50.75
2017-06-23,50.4
2017-06-27,48.65
2017-06-28,48.3
2017-06-29,49.95
2017-06-30,50.7
2017-07-03,50.7
2017-07-04,50.05
2017-07-05,49.95
2017-07-06,51.2
2017-07-07,51.8
2017-07-10,51.55
2017-07-11,51.55
2017-07-12,50.85
2017-07-13,49.75
2017-07-14,49.1
2017-07-17,48.9
2017-07-18,49.15
2017-07-19,49.35
2017-07-20,49.65
2017-07-21,49.6
2017-07-24,49.75
2017-07-25,49.9
2017-07-26,49.7
2017-07-27,49.65
2017-07-28,49.3
2017-07-31,49.05
2017-08-01,49.05
2017-08-02,48.8
2017-08-03,48.0
2017-08-04,47.8
2017-08-07,47.85
2017-08-08,47.15
2017-08-09,46.95
2017-08-10,45.15
2017-08-11,44.2
2017-08-14,44.15
2017-08-16,44.0
2017-08-17,43.85
2017-08-18,43.85
2017-08-21,43.4
2017-08-22,42.15
2017-08-23,43.5
2017-08-24,43.5
2017-08-28,47.8
2017-08-29,46.35
2017-08-30,47.9
2017-08-31,46.75
2017-09-01,48.25
2017-09-04,48.65
2017-09-05,48.8
2017-09-06,48.25
2017-09-07,50.4
2017-09-08,49.45
2017-09-11,50.0
2017-09-12,49.6
2017-09-13,48.05
2017-09-14,48.8
2017-09-15,49.5
2017-09-18,53.95
2017-09-19,54.8
2017-09-20,55.6
2017-09-21,53.7
2017-09-22,51.9
2017-09-25,50.05
2017-09-26,48.65
2017-09-27,46.7
2017-09-28,46.2
2017-09-29,46.6
2017-10-03,46.4
2017-10-04,46.45
2017-10-05,49.25
2017-10-06,49.8
2017-10-09,50.15
2017-10-10,50.3
2017-10-11,49.3
2017-10-12,50.35
2017-10-13,49.85
2017-10-16,51.9
2017-10-17,52.8
2017-10-18,52.2
2017-10-19,52.15
2017-10-23,52.85
2017-10-24,59.9
2017-10-25,60.05
2017-10-26,60.55
2017-10-27,59.05
2017-10-30,59.25
2017-10-31,58.65
2017-11-01,58.45
2017-11-02,57.8
2017-11-03,58.1
2017-11-06,58.4
2017-11-07,56.65
2017-11-08,56.45
2017-11-09,56.3
2017-11-10,55.7
2017-11-13,53.8
2017-11-14,53.2
2017-11-15,53.35
2017-11-16,53.35
2017-11-17,54.35
2017-11-20,54.85
2017-11-21,58.45
2017-11-22,57.0
2017-11-23,56.35
2017-11-24,56.5
2017-11-27,56.2
2017-11-28,55.5
2017-11-29,55.6
2017-11-30,53.8
2017-12-01,53.3
2017-12-04,55.0
2017-12-05,55.5
2017-12-06,55.05
2017-12-07,55.35
2017-12-08,55.05
2017-12-11,55.3
2017-12-12,53.25
2017-12-13,51.95
2017-12-14,50.9
2017-12-15,51.5
2017-12-18,56.0
2017-12-19,62.8
2017-12-20,61.35
2017-12-21,66.1
2017-12-22,67.0
2017-12-26,70.7
2017-12-27,70.35
2017-12-28,68.6
2017-12-29,70.65
