Date,RCF
2017-01-02,47.95
2017-01-03,47.75
2017-01-04,50.7
2017-01-05,52.55
2017-01-06,54.55
2017-01-09,57.3
2017-01-10,56.9
2017-01-11,56.25
2017-01-12,54.9
2017-01-13,56.95
2017-01-16,59.0
2017-01-17,57.8
2017-01-18,58.25
2017-01-19,58.15
2017-01-20,56.3
2017-01-23,56.85
2017-01-24,56.85
2017-01-25,57.45
2017-01-27,57.2
2017-01-30,57.8
2017-01-31,57.95
2017-02-01,57.05
2017-02-02,56.9
2017-02-03,60.3
2017-02-06,61.3
2017-02-07,61.5
2017-02-08,62.35
2017-02-09,63.0
2017-02-10,60.55
2017-02-13,61.1
2017-02-14,59.3
2017-02-15,57.0
2017-02-16,57.4
2017-02-17,58.6
2017-02-20,59.6
2017-02-21,58.65
2017-02-22,59.4
2017-02-23,58.5
2017-02-27,58.2
2017-02-28,59.35
2017-03-01,58.6
2017-03-02,57.15
2017-03-03,56.05
2017-03-06,55.4
2017-03-07,55.25
2017-03-08,54.0
2017-03-09,53.55
2017-03-10,54.15
2017-03-14,60.65
2017-03-15,63.65
2017-03-16,63.3
2017-03-17,62.55
2017-03-20,66.8
2017-03-21,66.6
2017-03-22,67.85
2017-03-23,69.7
2017-03-24,68.75
2017-03-27,69.55
2017-03-28,70.9
2017-03-29,71.35
2017-03-30,74.6
2017-03-31,81.75
2017-04-03,79.95
2017-04-05,81.8
2017-04-06,81.0
2017-04-07,82.8
2017-04-10,84.35
2017-04-11,84.15
2017-04-12,84.95
2017-04-13,83.55
2017-04-17,84.5
2017-04-18,81.4
2017-04-19,81.1
2017-04-20,86.7
2017-04-21,85.0
2017-04-24,84.5
2017-04-25,85.25
2017-04-26,84.4
2017-04-27,84.85
2017-04-28,84.35
2017-05-02,84.35
2017-05-03,84.3
2017-05-04,87.95
2017-05-05,86.4
2017-05-08,90.7
2017-05-09,90.7
2017-05-10,96.8
2017-05-11,95.9
2017-05-12,93.85
2017-05-15,96.25
2017-05-16,93.2
2017-05-17,91.25
2017-05-18,88.3
2017-05-19,88.25
2017-05-22,84.4
2017-05-23,79.95
2017-05-24,75.5
2017-05-25,79.95
2017-05-26,86.45
2017-05-29,86.45
2017-05-30,86.5
2017-05-31,88.25
2017-06-01,88.45
2017-06-02,88.55
2017-06-05,87.3
2017-06-06,84.95
2017-06-07,85.25
2017-06-08,86.95
2017-06-09,87.3
2017-06-12,85.8
2017-06-13,85.15
2017-06-14,85.95
2017-06-15,85.6
2017-06-16,85.45
2017-06-19,84.65
2017-06-20,84.05
2017-06-21,83.95
2017-06-22,81.95
2017-06-23,79.85
2017-06-27,77.8
2017-06-28,80.0
2017-06-29,75.15
2017-06-30,75.9
2017-07-03,76.4
2017-07-04,76.75
2017-07-05,78.0
2017-07-06,78.2
2017-07-07,77.2
2017-07-10,77.9
2017-07-11,76.6
2017-07-12,76.4
2017-07-13,76.25
2017-07-14,75.45
2017-07-17,75.75
2017-07-18,77.9
2017-07-19,78.2
2017-07-20,78.7
2017-07-21,79.1
2017-07-24,82.75
2017-07-25,85.05
2017-07-26,87.35
2017-07-27,84.9
2017-07-28,87.1
2017-07-31,87.2
2017-08-01,88.2
2017-08-02,96.85
2017-08-03,97.5
2017-08-04,104.3
2017-08-07,102.15
2017-08-08,98.4
2017-08-09,98.35
2017-08-10,94.55
2017-08-11,92.85
2017-08-14,94.55
2017-08-16,93.95
2017-08-17,98.35
2017-08-18,97.25
2017-08-21,94.25
2017-08-22,92.9
2017-08-23,95.9
2017-08-24,97.85
2017-08-28,97.5
2017-08-29,95.1
2017-08-30,95.9
2017-08-31,95.65
2017-09-01,95.3
2017-09-04,93.55
2017-09-05,97.7
2017-09-06,101.5
2017-09-07,102.55
2017-09-08,99.45
2017-09-11,100.2
2017-09-12,100.1
2017-09-13,97.4
2017-09-14,96.7
2017-09-15,95.85
2017-09-18,96.1
2017-09-19,95.95
2017-09-20,94.95
2017-09-21,94.25
2017-09-22,91.1
2017-09-25,88.05
2017-09-26,89.8
2017-09-27,87.7
2017-09-28,88.1
2017-09-29,88.3
2017-10-03,87.35
2017-10-04,88.0
2017-10-05,88.3
2017-10-06,92.25
2017-10-09,90.1
2017-10-10,92.9
2017-10-11,90.75
2017-10-12,90.95
2017-10-13,89.75
2017-10-16,88.05
2017-10-17,87.95
2017-10-18,86.9
2017-10-19,87.35
2017-10-23,87.0
2017-10-24,88.05
2017-10-25,91.05
2017-10-26,90.95
2017-10-27,89.95
2017-10-30,90.2
2017-10-31,90.3
2017-11-01,97.35
2017-11-02,95.4
2017-11-03,94.1
2017-11-06,97.7
2017-11-07,96.65
2017-11-08,93.55
2017-11-09,93.6
2017-11-10,92.4
2017-11-13,88.75
2017-11-14,88.85
2017-11-15,86.55
2017-11-16,91.25
2017-11-17,91.15
2017-11-20,92.5
2017-11-21,92.55
2017-11-22,91.4
2017-11-23,93.4
2017-11-24,93.3
2017-11-27,96.85
2017-11-28,95.15
2017-11-29,93.0
2017-11-30,92.0
2017-12-01,91.45
2017-12-04,88.8
2017-12-05,88.45
2017-12-06,88.25
2017-12-07,88.6
2017-12-08,91.5
2017-12-11,92.6
2017-12-12,89.9
2017-12-13,88.2
2017-12-14,88.2
2017-12-15,89.95
2017-12-18,91.05
2017-12-19,92.7
2017-12-20,92.95
2017-12-21,94.2
2017-12-22,94.15
2017-12-26,93.9
2017-12-27,93.6
2017-12-28,95.95
2017-12-29,96.4
