Date,KAMATHOTEL
2017-01-02,30.4
2017-01-03,29.95
2017-01-04,29.9
2017-01-05,30.4
2017-01-06,31.0
2017-01-09,31.2
2017-01-10,31.7
2017-01-11,33.05
2017-01-12,32.1
2017-01-13,31.75
2017-01-16,31.8
2017-01-17,31.8
2017-01-18,32.55
2017-01-19,31.85
2017-01-20,31.6
2017-01-23,32.4
2017-01-24,35.65
2017-01-25,35.25
2017-01-27,34.8
2017-01-30,34.55
2017-01-31,34.05
2017-02-01,33.75
2017-02-02,33.3
2017-02-03,33.05
2017-02-06,34.05
2017-02-07,35.2
2017-02-08,35.1
2017-02-09,35.6
2017-02-10,35.55
2017-02-13,35.6
2017-02-14,34.3
2017-02-15,34.0
2017-02-16,34.6
2017-02-17,35.65
2017-02-20,39.45
2017-02-21,38.1
2017-02-22,37.35
2017-02-23,37.1
2017-02-27,36.6
2017-02-28,34.9
2017-03-01,34.35
2017-03-02,33.25
2017-03-03,32.8
2017-03-06,32.4
2017-03-07,31.8
2017-03-08,31.4
2017-03-09,30.95
2017-03-10,30.15
2017-03-14,30.05
2017-03-15,32.1
2017-03-16,34.1
2017-03-17,33.4
2017-03-20,34.95
2017-03-21,33.75
2017-03-22,34.2
2017-03-23,33.8
2017-03-24,33.55
2017-03-27,33.9
2017-03-28,33.05
2017-03-29,31.75
2017-03-30,33.2
2017-03-31,33.5
2017-04-03,35.15
2017-04-05,35.45
2017-04-06,34.9
2017-04-07,34.3
2017-04-10,34.8
2017-04-11,35.05
2017-04-12,34.35
2017-04-13,35.75
2017-04-17,37.2
2017-04-18,41.75
2017-04-19,46.0
2017-04-20,43.7
2017-04-21,46.3
2017-04-24,47.1
2017-04-25,49.25
2017-04-26,45.05
2017-04-27,45.5
2017-04-28,44.95
2017-05-02,45.2
2017-05-03,45.9
2017-05-04,46.6
2017-05-05,45.0
2017-05-08,45.25
2017-05-09,45.8
2017-05-10,46.5
2017-05-11,46.35
2017-05-12,45.6
2017-05-15,46.65
2017-05-16,49.55
2017-05-17,52.35
2017-05-18,49.85
2017-05-19,51.45
2017-05-22,51.6
2017-05-23,50.0
2017-05-24,48.0
2017-05-25,49.7
2017-05-26,53.15
2017-05-29,51.4
2017-05-30,50.35
2017-05-31,51.0
2017-06-01,51.5
2017-06-02,53.65
2017-06-05,56.0
2017-06-06,53.5
2017-06-07,54.1
2017-06-08,54.2
2017-06-09,53.6
2017-06-12,51.95
2017-06-13,51.7
2017-06-14,51.75
2017-06-15,52.4
2017-06-16,52.2
2017-06-19,53.25
2017-06-20,52.65
2017-06-21,53.4
2017-06-22,53.0
2017-06-23,51.45
2017-06-27,49.7
2017-06-28,49.9
2017-06-29,50.4
2017-06-30,51.75
2017-07-03,52.45
2017-07-04,51.7
2017-07-05,51.3
2017-07-06,51.3
2017-07-07,53.05
2017-07-10,54.2
2017-07-11,53.3
2017-07-12,53.15
2017-07-13,52.95
2017-07-14,52.15
2017-07-17,54.55
2017-07-18,57.45
2017-07-19,60.1
2017-07-20,58.95
2017-07-21,58.2
2017-07-24,61.75
2017-07-25,61.65
2017-07-26,60.85
2017-07-27,57.45
2017-07-28,58.2
2017-07-31,58.85
2017-08-01,58.45
2017-08-02,58.7
2017-08-03,58.7
2017-08-04,63.55
2017-08-07,63.15
2017-08-08,60.55
2017-08-09,60.0
2017-08-10,56.65
2017-08-11,56.2
2017-08-14,58.65
2017-08-16,60.05
2017-08-17,61.55
2017-08-18,61.7
2017-08-21,61.5
2017-08-22,61.15
2017-08-23,61.75
2017-08-24,61.25
2017-08-28,62.55
2017-08-29,65.0
2017-08-30,67.75
2017-08-31,71.6
2017-09-01,70.95
2017-09-04,80.15
2017-09-05,81.0
2017-09-06,81.25
2017-09-07,82.7
2017-09-08,87.25
2017-09-11,102.45
2017-09-12,92.25
2017-09-13,85.75
2017-09-14,88.5
2017-09-15,88.9
2017-09-18,89.6
2017-09-19,98.55
2017-09-20,108.4
2017-09-21,110.65
2017-09-22,109.6
2017-09-25,104.4
2017-09-26,105.95
2017-09-27,100.7
2017-09-28,105.7
2017-09-29,106.85
2017-10-03,106.4
2017-10-04,104.85
2017-10-05,110.0
2017-10-06,115.5
2017-10-09,119.95
2017-10-10,118.25
2017-10-11,116.4
2017-10-12,124.2
2017-10-13,120.7
2017-10-16,118.55
2017-10-17,119.2
2017-10-18,123.4
2017-10-19,124.6
2017-10-23,122.4
2017-10-24,120.8
2017-10-25,118.5
2017-10-26,117.65
2017-10-27,119.3
2017-10-30,117.05
2017-10-31,128.35
2017-11-01,126.6
2017-11-02,121.35
2017-11-03,121.35
2017-11-06,120.1
2017-11-07,117.25
2017-11-08,118.2
2017-11-09,119.6
2017-11-10,123.85
2017-11-13,127.05
2017-11-14,122.0
2017-11-15,119.35
2017-11-16,126.25
2017-11-17,132.95
2017-11-20,132.9
2017-11-21,126.95
2017-11-22,124.05
2017-11-23,123.4
2017-11-24,128.15
2017-11-27,127.15
2017-11-28,128.65
2017-11-29,125.55
2017-11-30,125.5
2017-12-01,123.55
2017-12-04,118.95
2017-12-05,117.05
2017-12-06,116.7
2017-12-07,128.7
2017-12-08,124.15
2017-12-11,123.7
2017-12-12,121.45
2017-12-13,120.35
2017-12-14,119.5
2017-12-15,122.05
2017-12-18,121.2
2017-12-19,126.65
2017-12-20,129.65
2017-12-21,126.9
2017-12-22,127.0
2017-12-26,124.5
2017-12-27,122.35
2017-12-28,124.0
2017-12-29,123.05
