Date,NAHARPOLY
2017-01-02,57.55
2017-01-03,58.45
2017-01-04,59.75
2017-01-05,59.85
2017-01-06,59.25
2017-01-09,58.9
2017-01-10,58.55
2017-01-11,59.85
2017-01-12,58.8
2017-01-13,58.65
2017-01-16,60.0
2017-01-17,66.6
2017-01-18,64.5
2017-01-19,64.0
2017-01-20,62.1
2017-01-23,62.3
2017-01-24,62.2
2017-01-25,61.85
2017-01-27,61.95
2017-01-30,62.15
2017-01-31,61.6
2017-02-01,62.0
2017-02-02,63.95
2017-02-03,63.6
2017-02-06,63.05
2017-02-07,64.05
2017-02-08,64.05
2017-02-09,63.15
2017-02-10,62.6
2017-02-13,60.6
2017-02-14,57.5
2017-02-15,57.45
2017-02-16,57.4
2017-02-17,58.2
2017-02-20,58.55
2017-02-21,60.65
2017-02-22,59.4
2017-02-23,58.25
2017-02-27,56.4
2017-02-28,56.6
2017-03-01,56.9
2017-03-02,56.5
2017-03-03,56.05
2017-03-06,55.8
2017-03-07,57.45
2017-03-08,57.6
2017-03-09,56.95
2017-03-10,56.25
2017-03-14,56.7
2017-03-15,56.55
2017-03-16,57.5
2017-03-17,57.6
2017-03-20,59.3
2017-03-21,64.5
2017-03-22,62.7
2017-03-23,62.55
2017-03-24,60.2
2017-03-27,59.8
2017-03-28,60.1
2017-03-29,58.25
2017-03-30,59.0
2017-03-31,60.95
2017-04-03,62.85
2017-04-05,63.65
2017-04-06,63.2
2017-04-07,61.5
2017-04-10,61.2
2017-04-11,62.45
2017-04-12,62.8
2017-04-13,61.9
2017-04-17,62.05
2017-04-18,62.25
2017-04-19,62.15
2017-04-20,62.2
2017-04-21,62.25
2017-04-24,65.45
2017-04-25,65.95
2017-04-26,63.5
2017-04-27,61.85
2017-04-28,62.2
2017-05-02,62.15
2017-05-03,62.25
2017-05-04,62.4
2017-05-05,61.25
2017-05-08,63.2
2017-05-09,63.1
2017-05-10,63.25
2017-05-11,62.9
2017-05-12,61.9
2017-05-15,62.35
2017-05-16,62.15
2017-05-17,62.75
2017-05-18,61.35
2017-05-19,61.25
2017-05-22,60.35
2017-05-23,59.25
2017-05-24,57.15
2017-05-25,59.55
2017-05-26,60.25
2017-05-29,58.85
2017-05-30,59.1
2017-05-31,58.55
2017-06-01,58.4
2017-06-02,58.8
2017-06-05,58.15
2017-06-06,57.7
2017-06-07,57.95
2017-06-08,58.15
2017-06-09,58.8
2017-06-12,57.25
2017-06-13,57.15
2017-06-14,56.9
2017-06-15,56.6
2017-06-16,57.7
2017-06-19,57.6
2017-06-20,56.95
2017-06-21,56.2
2017-06-22,55.9
2017-06-23,55.15
2017-06-27,55.35
2017-06-28,53.95
2017-06-29,54.9
2017-06-30,54.1
2017-07-03,54.3
2017-07-04,55.8
2017-07-05,55.75
2017-07-06,55.9
2017-07-07,56.25
2017-07-10,56.85
2017-07-11,56.85
2017-07-12,60.05
2017-07-13,60.55
2017-07-14,58.4
2017-07-17,58.5
2017-07-18,58.05
2017-07-19,59.0
2017-07-20,58.4
2017-07-21,58.0
2017-07-24,58.9
2017-07-25,58.45
2017-07-26,58.25
2017-07-27,57.7
2017-07-28,56.85
2017-07-31,57.8
2017-08-01,56.85
2017-08-02,57.2
2017-08-03,56.45
2017-08-04,55.75
2017-08-07,56.1
2017-08-08,56.3
2017-08-09,54.95
2017-08-10,50.7
2017-08-11,51.95
2017-08-14,50.65
2017-08-16,51.45
2017-08-17,52.0
2017-08-18,51.2
2017-08-21,50.5
2017-08-22,50.7
2017-08-23,51.35
2017-08-24,53.15
2017-08-28,53.1
2017-08-29,52.2
2017-08-30,52.55
2017-08-31,52.8
2017-09-01,53.85
2017-09-04,55.6
2017-09-05,58.5
2017-09-06,58.45
2017-09-07,57.5
2017-09-08,56.6
2017-09-11,56.55
2017-09-12,58.4
2017-09-13,57.55
2017-09-14,57.35
2017-09-15,57.0
2017-09-18,54.15
2017-09-19,55.8
2017-09-20,56.2
2017-09-21,55.7
2017-09-22,53.0
2017-09-25,53.1
2017-09-26,53.1
2017-09-27,52.2
2017-09-28,52.05
2017-09-29,52.5
2017-10-03,53.0
2017-10-04,52.95
2017-10-05,52.85
2017-10-06,53.2
2017-10-09,53.2
2017-10-10,53.0
2017-10-11,53.0
2017-10-12,53.15
2017-10-13,53.25
2017-10-16,53.35
2017-10-17,53.0
2017-10-18,53.3
2017-10-19,53.8
2017-10-23,53.3
2017-10-24,55.6
2017-10-25,56.0
2017-10-26,55.15
2017-10-27,56.65
2017-10-30,56.85
2017-10-31,55.5
2017-11-01,56.0
2017-11-02,56.1
2017-11-03,56.8
2017-11-06,57.65
2017-11-07,57.15
2017-11-08,56.7
2017-11-09,56.85
2017-11-10,57.5
2017-11-13,57.0
2017-11-14,57.05
2017-11-15,57.55
2017-11-16,60.15
2017-11-17,59.3
2017-11-20,60.0
2017-11-21,59.2
2017-11-22,58.8
2017-11-23,59.05
2017-11-24,61.25
2017-11-27,61.85
2017-11-28,61.1
2017-11-29,61.45
2017-11-30,61.5
2017-12-01,60.85
2017-12-04,61.75
2017-12-05,60.4
2017-12-06,61.05
2017-12-07,60.2
2017-12-08,60.25
2017-12-11,61.1
2017-12-12,60.25
2017-12-13,59.95
2017-12-14,59.25
2017-12-15,59.1
2017-12-18,58.1
2017-12-19,60.35
2017-12-20,60.7
2017-12-21,63.25
2017-12-22,63.0
2017-12-26,66.1
2017-12-27,67.1
2017-12-28,72.2
2017-12-29,71.45
