Date,SATIN
2017-01-02,340.4
2017-01-03,338.4
2017-01-04,340.6
2017-01-05,353.45
2017-01-06,342.55
2017-01-09,339.6
2017-01-10,339.75
2017-01-11,345.2
2017-01-12,344.3
2017-01-13,342.0
2017-01-16,342.75
2017-01-17,358.6
2017-01-18,367.4
2017-01-19,364.6
2017-01-20,352.65
2017-01-23,350.5
2017-01-24,353.6
2017-01-25,371.25
2017-01-27,389.8
2017-01-30,386.2
2017-01-31,379.35
2017-02-01,398.3
2017-02-02,418.2
2017-02-03,439.1
2017-02-06,449.5
2017-02-07,448.95
2017-02-08,447.7
2017-02-09,451.35
2017-02-10,453.95
2017-02-13,441.1
2017-02-14,432.4
2017-02-15,411.05
2017-02-16,418.55
2017-02-17,441.4
2017-02-20,457.5
2017-02-21,451.4
2017-02-22,437.65
2017-02-23,436.75
2017-02-27,427.85
2017-02-28,416.4
2017-03-01,413.25
2017-03-02,401.0
2017-03-03,402.75
2017-03-06,392.15
2017-03-07,385.3
2017-03-08,393.65
2017-03-09,393.85
2017-03-10,388.5
2017-03-14,392.45
2017-03-15,394.45
2017-03-16,393.55
2017-03-17,391.45
2017-03-20,387.25
2017-03-21,372.75
2017-03-22,372.0
2017-03-23,369.5
2017-03-24,363.7
2017-03-27,355.85
2017-03-28,361.2
2017-03-29,355.45
2017-03-30,355.3
2017-03-31,356.1
2017-04-03,363.9
2017-04-05,355.85
2017-04-06,352.6
2017-04-07,348.7
2017-04-10,345.7
2017-04-11,347.05
2017-04-12,341.25
2017-04-13,343.65
2017-04-17,342.65
2017-04-18,343.3
2017-04-19,342.1
2017-04-20,370.4
2017-04-21,365.05
2017-04-24,367.65
2017-04-25,379.25
2017-04-26,382.45
2017-04-27,377.8
2017-04-28,382.65
2017-05-02,368.0
2017-05-03,364.65
2017-05-04,359.6
2017-05-05,352.7
2017-05-08,351.9
2017-05-09,369.05
2017-05-10,365.4
2017-05-11,362.6
2017-05-12,356.5
2017-05-15,357.3
2017-05-16,355.8
2017-05-17,354.1
2017-05-18,342.55
2017-05-19,333.85
2017-05-22,320.2
2017-05-23,301.8
2017-05-24,315.4
2017-05-25,325.95
2017-05-26,324.75
2017-05-29,299.45
2017-05-30,287.95
2017-05-31,292.9
2017-06-01,290.45
2017-06-02,287.7
2017-06-05,286.75
2017-06-06,284.05
2017-06-07,275.9
2017-06-08,268.1
2017-06-09,252.65
2017-06-12,253.65
2017-06-13,293.95
2017-06-14,284.3
2017-06-15,288.0
2017-06-16,291.6
2017-06-19,284.0
2017-06-20,289.2
2017-06-21,299.2
2017-06-22,289.65
2017-06-23,281.35
2017-06-27,273.45
2017-06-28,273.05
2017-06-29,273.1
2017-06-30,273.75
2017-07-03,289.6
2017-07-04,283.65
2017-07-05,294.25
2017-07-06,299.1
2017-07-07,300.95
2017-07-10,309.25
2017-07-11,311.25
2017-07-12,323.3
2017-07-13,333.6
2017-07-14,323.25
2017-07-17,319.8
2017-07-18,312.9
2017-07-19,314.05
2017-07-20,309.05
2017-07-21,307.5
2017-07-24,304.25
2017-07-25,298.3
2017-07-26,300.25
2017-07-27,305.4
2017-07-28,305.45
2017-07-31,304.45
2017-08-01,302.05
2017-08-02,300.25
2017-08-03,297.35
2017-08-04,295.2
2017-08-07,293.5
2017-08-08,291.4
2017-08-09,283.6
2017-08-10,271.45
2017-08-11,265.45
2017-08-14,264.9
2017-08-16,277.75
2017-08-17,280.4
2017-08-18,283.25
2017-08-21,284.0
2017-08-22,275.5
2017-08-23,278.4
2017-08-24,281.1
2017-08-28,279.5
2017-08-29,276.7
2017-08-30,283.4
2017-08-31,302.0
2017-09-01,316.25
2017-09-04,304.55
2017-09-05,306.75
2017-09-06,316.2
2017-09-07,314.7
2017-09-08,321.65
2017-09-11,321.85
2017-09-12,333.3
2017-09-13,326.3
2017-09-14,321.9
2017-09-15,315.3
2017-09-18,320.25
2017-09-19,318.65
2017-09-20,319.95
2017-09-21,317.45
2017-09-22,302.95
2017-09-25,299.1
2017-09-26,299.7
2017-09-27,297.55
2017-09-28,306.05
2017-09-29,307.05
2017-10-03,317.6
2017-10-04,321.5
2017-10-05,313.6
2017-10-06,315.05
2017-10-09,312.8
2017-10-10,313.0
2017-10-11,309.2
2017-10-12,319.85
2017-10-13,316.3
2017-10-16,322.25
2017-10-17,321.5
2017-10-18,315.0
2017-10-19,312.55
2017-10-23,310.15
2017-10-24,310.0
2017-10-25,302.95
2017-10-26,298.95
2017-10-27,299.7
2017-10-30,307.2
2017-10-31,301.95
2017-11-01,299.65
2017-11-02,298.8
2017-11-03,299.1
2017-11-06,298.05
2017-11-07,300.9
2017-11-08,292.4
2017-11-09,291.35
2017-11-10,300.2
2017-11-13,304.15
2017-11-14,316.15
2017-11-15,309.85
2017-11-16,314.7
2017-11-17,314.9
2017-11-20,327.5
2017-11-21,365.65
2017-11-22,372.6
2017-11-23,374.6
2017-11-24,388.75
2017-11-27,417.0
2017-11-28,406.05
2017-11-29,413.1
2017-11-30,414.7
2017-12-01,411.65
2017-12-04,405.05
2017-12-05,401.65
2017-12-06,400.65
2017-12-07,414.6
2017-12-08,420.5
2017-12-11,408.3
2017-12-12,413.0
2017-12-13,392.75
2017-12-14,389.1
2017-12-15,392.35
2017-12-18,406.0
2017-12-19,415.8
2017-12-20,424.75
2017-12-21,440.95
2017-12-22,442.55
2017-12-26,439.2
2017-12-27,471.1
2017-12-28,467.0
2017-12-29,456.15
