Date,INDIACEM
2017-01-02,122.65
2017-01-03,122.6
2017-01-04,122.0
2017-01-05,125.85
2017-01-06,125.4
2017-01-09,126.5
2017-01-10,129.2
2017-01-11,133.9
2017-01-12,134.2
2017-01-13,131.6
2017-01-16,135.65
2017-01-17,134.4
2017-01-18,137.9
2017-01-19,138.4
2017-01-20,135.85
2017-01-23,139.1
2017-01-24,143.3
2017-01-25,142.85
2017-01-27,144.9
2017-01-30,146.5
2017-01-31,145.7
2017-02-01,159.2
2017-02-02,159.2
2017-02-03,162.4
2017-02-06,164.25
2017-02-07,164.4
2017-02-08,164.2
2017-02-09,162.25
2017-02-10,163.3
2017-02-13,160.05
2017-02-14,157.4
2017-02-15,153.2
2017-02-16,164.4
2017-02-17,162.35
2017-02-20,162.85
2017-02-21,172.25
2017-02-22,167.45
2017-02-23,166.5
2017-02-27,164.2
2017-02-28,170.1
2017-03-01,169.05
2017-03-02,161.55
2017-03-03,165.65
2017-03-06,165.95
2017-03-07,163.75
2017-03-08,159.95
2017-03-09,159.65
2017-03-10,156.6
2017-03-14,160.7
2017-03-15,161.95
2017-03-16,163.9
2017-03-17,160.5
2017-03-20,161.8
2017-03-21,163.7
2017-03-22,156.9
2017-03-23,158.25
2017-03-24,158.0
2017-03-27,153.5
2017-03-28,157.45
2017-03-29,160.35
2017-03-30,160.5
2017-03-31,162.45
2017-04-03,164.25
2017-04-05,162.65
2017-04-06,164.75
2017-04-07,163.25
2017-04-10,163.6
2017-04-11,168.75
2017-04-12,163.75
2017-04-13,163.05
2017-04-17,163.4
2017-04-18,160.5
2017-04-19,174.45
2017-04-20,189.8
2017-04-21,188.25
2017-04-24,201.35
2017-04-25,202.5
2017-04-26,204.85
2017-04-27,211.9
2017-04-28,216.45
2017-05-02,210.5
2017-05-03,211.25
2017-05-04,213.6
2017-05-05,207.7
2017-05-08,210.0
2017-05-09,208.9
2017-05-10,214.25
2017-05-11,212.85
2017-05-12,209.7
2017-05-15,220.25
2017-05-16,220.9
2017-05-17,217.2
2017-05-18,205.55
2017-05-19,207.3
2017-05-22,197.3
2017-05-23,193.7
2017-05-24,184.55
2017-05-25,197.25
2017-05-26,198.85
2017-05-29,188.6
2017-05-30,204.95
2017-05-31,204.55
2017-06-01,209.35
2017-06-02,212.9
2017-06-05,214.2
2017-06-06,209.0
2017-06-07,209.9
2017-06-08,209.25
2017-06-09,213.85
2017-06-12,210.6
2017-06-13,209.3
2017-06-14,209.35
2017-06-15,211.05
2017-06-16,220.2
2017-06-19,220.95
2017-06-20,216.5
2017-06-21,216.55
2017-06-22,210.85
2017-06-23,201.25
2017-06-27,188.85
2017-06-28,191.0
2017-06-29,199.15
2017-06-30,197.55
2017-07-03,204.2
2017-07-04,202.95
2017-07-05,205.65
2017-07-06,206.35
2017-07-07,203.5
2017-07-10,205.25
2017-07-11,206.25
2017-07-12,210.05
2017-07-13,210.8
2017-07-14,209.2
2017-07-17,209.75
2017-07-18,209.15
2017-07-19,209.1
2017-07-20,208.9
2017-07-21,208.85
2017-07-24,209.0
2017-07-25,210.45
2017-07-26,211.95
2017-07-27,215.25
2017-07-28,202.9
2017-07-31,203.95
2017-08-01,203.5
2017-08-02,200.75
2017-08-03,192.45
2017-08-04,198.5
2017-08-07,200.05
2017-08-08,193.2
2017-08-09,186.3
2017-08-10,174.8
2017-08-11,176.45
2017-08-14,184.45
2017-08-16,185.0
2017-08-17,184.8
2017-08-18,182.75
2017-08-21,177.65
2017-08-22,174.2
2017-08-23,178.15
2017-08-24,177.3
2017-08-28,180.25
2017-08-29,171.0
2017-08-30,173.75
2017-08-31,178.0
2017-09-01,181.3
2017-09-04,177.0
2017-09-05,186.05
2017-09-06,185.3
2017-09-07,183.5
2017-09-08,183.25
2017-09-11,184.8
2017-09-12,192.35
2017-09-13,189.55
2017-09-14,196.05
2017-09-15,190.1
2017-09-18,189.75
2017-09-19,189.9
2017-09-20,185.5
2017-09-21,182.95
2017-09-22,175.85
2017-09-25,167.5
2017-09-26,171.6
2017-09-27,165.65
2017-09-28,169.7
2017-09-29,172.3
2017-10-03,182.4
2017-10-04,181.5
2017-10-05,182.3
2017-10-06,183.8
2017-10-09,182.25
2017-10-10,183.65
2017-10-11,177.3
2017-10-12,178.85
2017-10-13,180.05
2017-10-16,178.85
2017-10-17,181.75
2017-10-18,181.15
2017-10-19,177.55
2017-10-23,181.15
2017-10-24,182.8
2017-10-25,189.95
2017-10-26,195.95
2017-10-27,195.55
2017-10-30,193.25
2017-10-31,194.2
2017-11-01,193.1
2017-11-02,189.45
2017-11-03,186.6
2017-11-06,182.5
2017-11-07,174.65
2017-11-08,175.05
2017-11-09,173.5
2017-11-10,170.8
2017-11-13,165.05
2017-11-14,166.45
2017-11-15,166.5
2017-11-16,172.55
2017-11-17,176.6
2017-11-20,171.35
2017-11-21,170.4
2017-11-22,176.15
2017-11-23,175.75
2017-11-24,175.4
2017-11-27,178.85
2017-11-28,176.95
2017-11-29,176.35
2017-11-30,173.85
2017-12-01,168.4
2017-12-04,168.2
2017-12-05,167.9
2017-12-06,164.4
2017-12-07,166.9
2017-12-08,174.4
2017-12-11,172.15
2017-12-12,168.8
2017-12-13,168.45
2017-12-14,163.5
2017-12-15,166.1
2017-12-18,164.85
2017-12-19,172.0
2017-12-20,178.55
2017-12-21,184.1
2017-12-22,183.35
2017-12-26,185.3
2017-12-27,181.8
2017-12-28,179.55
2017-12-29,183.45
