Date,VARDHACRLC
2017-01-02,48.3
2017-01-03,48.3
2017-01-04,48.5
2017-01-05,48.5
2017-01-06,48.55
2017-01-09,48.65
2017-01-10,48.75
2017-01-11,48.7
2017-01-12,47.65
2017-01-13,47.85
2017-01-16,46.8
2017-01-17,47.0
2017-01-18,46.75
2017-01-19,47.2
2017-01-20,47.4
2017-01-23,48.25
2017-01-24,48.15
2017-01-25,48.25
2017-01-27,47.8
2017-01-30,46.0
2017-01-31,45.65
2017-02-01,46.65
2017-02-02,46.05
2017-02-03,45.7
2017-02-06,45.6
2017-02-07,45.5
2017-02-08,45.4
2017-02-09,46.85
2017-02-10,47.15
2017-02-13,47.55
2017-02-14,47.05
2017-02-15,46.95
2017-02-16,46.45
2017-02-17,46.9
2017-02-20,47.25
2017-02-21,47.25
2017-02-22,47.35
2017-02-23,47.3
2017-02-27,47.5
2017-02-28,48.95
2017-03-01,47.95
2017-03-02,47.7
2017-03-03,47.8
2017-03-06,47.75
2017-03-07,47.75
2017-03-08,47.7
2017-03-09,47.8
2017-03-10,47.8
2017-03-14,48.0
2017-03-15,48.05
2017-03-16,47.85
2017-03-17,48.0
2017-03-20,49.05
2017-03-21,48.8
2017-03-22,48.55
2017-03-23,52.5
2017-03-24,53.85
2017-03-27,55.95
2017-03-28,54.75
2017-03-29,53.8
2017-03-30,54.85
2017-03-31,53.95
2017-04-03,54.0
2017-04-05,53.7
2017-04-06,53.6
2017-04-07,53.25
2017-04-10,53.2
2017-04-11,52.85
2017-04-12,51.85
2017-04-13,51.9
2017-04-17,51.6
2017-04-18,51.45
2017-04-19,49.1
2017-04-20,49.6
2017-04-21,52.2
2017-04-24,53.2
2017-04-25,51.95
2017-04-26,50.65
2017-04-27,51.25
2017-04-28,50.3
2017-05-02,51.25
2017-05-03,51.3
2017-05-04,50.5
2017-05-05,50.5
2017-05-08,50.65
2017-05-09,51.5
2017-05-10,51.1
2017-05-11,51.05
2017-05-12,51.05
2017-05-15,51.05
2017-05-16,51.0
2017-05-17,52.05
2017-05-18,49.8
2017-05-19,49.95
2017-05-22,49.5
2017-05-23,49.4
2017-05-24,48.85
2017-05-25,49.0
2017-05-26,47.25
2017-05-29,47.4
2017-05-30,47.1
2017-05-31,47.1
2017-06-01,48.05
2017-06-02,49.15
2017-06-05,48.65
2017-06-06,47.9
2017-06-07,48.75
2017-06-08,48.45
2017-06-09,48.4
2017-06-12,48.25
2017-06-13,47.9
2017-06-14,48.2
2017-06-15,48.1
2017-06-16,47.85
2017-06-19,47.9
2017-06-20,47.85
2017-06-21,48.2
2017-06-22,47.9
2017-06-23,47.75
2017-06-27,47.4
2017-06-28,47.85
2017-06-29,49.8
2017-06-30,48.0
2017-07-03,47.8
2017-07-04,47.9
2017-07-05,48.85
2017-07-06,48.95
2017-07-07,48.25
2017-07-10,48.55
2017-07-11,47.5
2017-07-12,47.65
2017-07-13,48.25
2017-07-14,48.0
2017-07-17,47.6
2017-07-18,47.8
2017-07-19,48.45
2017-07-20,47.85
2017-07-21,49.65
2017-07-24,48.35
2017-07-25,48.95
2017-07-26,48.2
2017-07-27,47.9
2017-07-28,47.6
2017-07-31,47.05
2017-08-01,46.9
2017-08-02,46.8
2017-08-03,47.4
2017-08-04,46.9
2017-08-07,46.8
2017-08-08,46.2
2017-08-09,46.25
2017-08-10,44.85
2017-08-11,44.65
2017-08-14,46.35
2017-08-16,47.3
2017-08-17,46.25
2017-08-18,45.6
2017-08-21,45.15
2017-08-22,45.05
2017-08-23,44.95
2017-08-24,44.45
2017-08-28,44.85
2017-08-29,44.2
2017-08-30,46.1
2017-08-31,44.85
2017-09-01,45.75
2017-09-04,45.7
2017-09-05,46.6
2017-09-06,46.25
2017-09-07,47.05
2017-09-08,47.2
2017-09-11,48.35
2017-09-12,47.3
2017-09-13,47.35
2017-09-14,46.7
2017-09-15,47.2
2017-09-18,46.9
2017-09-19,46.1
2017-09-20,46.0
2017-09-21,46.35
2017-09-22,44.95
2017-09-25,43.9
2017-09-26,43.75
2017-09-27,44.0
2017-09-28,43.05
2017-09-29,44.0
2017-10-03,44.6
2017-10-04,44.0
2017-10-05,44.0
2017-10-06,44.4
2017-10-09,44.35
2017-10-10,43.4
2017-10-11,44.1
2017-10-12,44.0
2017-10-13,44.7
2017-10-16,43.85
2017-10-17,44.6
2017-10-18,44.2
2017-10-19,44.8
2017-10-23,44.3
2017-10-24,45.2
2017-10-25,44.35
2017-10-26,44.2
2017-10-27,43.95
2017-10-30,44.4
2017-10-31,44.55
2017-11-01,44.85
2017-11-02,45.65
2017-11-03,45.4
2017-11-06,46.85
2017-11-07,46.0
2017-11-08,45.95
2017-11-09,47.05
2017-11-10,47.05
2017-11-13,45.85
2017-11-14,45.45
2017-11-15,44.45
2017-11-16,45.75
2017-11-17,47.15
2017-11-20,47.3
2017-11-21,46.25
2017-11-22,45.15
2017-11-23,45.3
2017-11-24,45.4
2017-11-27,46.4
2017-11-28,46.75
2017-11-29,46.75
2017-11-30,46.5
2017-12-01,47.15
2017-12-04,47.5
2017-12-05,47.35
2017-12-06,46.85
2017-12-07,46.8
2017-12-08,47.05
2017-12-11,47.75
2017-12-12,47.25
2017-12-13,47.0
2017-12-14,46.8
2017-12-15,46.7
2017-12-18,46.9
2017-12-19,47.15
2017-12-20,47.9
2017-12-21,48.3
2017-12-22,48.35
2017-12-26,52.9
2017-12-27,50.95
2017-12-28,56.95
2017-12-29,56.5
