Date,IGARASHI
2017-01-02,711.65
2017-01-03,724.7
2017-01-04,727.6
2017-01-05,736.8
2017-01-06,727.05
2017-01-09,717.0
2017-01-10,722.9
2017-01-11,719.4
2017-01-12,717.45
2017-01-13,715.5
2017-01-16,719.6
2017-01-17,730.55
2017-01-18,726.3
2017-01-19,722.7
2017-01-20,719.9
2017-01-23,712.15
2017-01-24,709.95
2017-01-25,713.45
2017-01-27,724.05
2017-01-30,722.7
2017-01-31,729.35
2017-02-01,743.2
2017-02-02,766.7
2017-02-03,765.1
2017-02-06,777.85
2017-02-07,769.7
2017-02-08,766.2
2017-02-09,759.3
2017-02-10,764.5
2017-02-13,767.75
2017-02-14,764.7
2017-02-15,753.9
2017-02-16,755.75
2017-02-17,762.9
2017-02-20,755.65
2017-02-21,758.75
2017-02-22,755.2
2017-02-23,761.5
2017-02-27,759.65
2017-02-28,769.95
2017-03-01,787.8
2017-03-02,797.15
2017-03-03,778.95
2017-03-06,784.95
2017-03-07,775.5
2017-03-08,760.7
2017-03-09,778.15
2017-03-10,770.25
2017-03-14,791.15
2017-03-15,804.25
2017-03-16,810.8
2017-03-17,794.35
2017-03-20,812.85
2017-03-21,785.45
2017-03-22,809.05
2017-03-23,812.4
2017-03-24,817.45
2017-03-27,815.25
2017-03-28,799.3
2017-03-29,804.9
2017-03-30,801.6
2017-03-31,805.95
2017-04-03,806.15
2017-04-05,814.35
2017-04-06,799.4
2017-04-07,792.6
2017-04-10,797.2
2017-04-11,787.9
2017-04-12,787.45
2017-04-13,781.65
2017-04-17,778.05
2017-04-18,774.05
2017-04-19,769.5
2017-04-20,783.15
2017-04-21,789.1
2017-04-24,791.25
2017-04-25,798.7
2017-04-26,796.0
2017-04-27,796.95
2017-04-28,810.65
2017-05-02,837.4
2017-05-03,857.95
2017-05-04,902.1
2017-05-05,892.15
2017-05-08,880.65
2017-05-09,873.6
2017-05-10,918.0
2017-05-11,895.5
2017-05-12,861.15
2017-05-15,859.45
2017-05-16,854.8
2017-05-17,857.55
2017-05-18,852.45
2017-05-19,872.75
2017-05-22,864.1
2017-05-23,826.7
2017-05-24,820.0
2017-05-25,835.4
2017-05-26,843.3
2017-05-29,830.4
2017-05-30,820.2
2017-05-31,855.1
2017-06-01,870.15
2017-06-02,889.95
2017-06-05,884.35
2017-06-06,878.85
2017-06-07,901.7
2017-06-08,906.15
2017-06-09,910.25
2017-06-12,917.15
2017-06-13,931.2
2017-06-14,990.7
2017-06-15,1052.4
2017-06-16,1095.85
2017-06-19,1047.6
2017-06-20,1050.9
2017-06-21,1023.8
2017-06-22,1016.3
2017-06-23,1001.45
2017-06-27,983.6
2017-06-28,964.75
2017-06-29,985.55
2017-06-30,988.05
2017-07-03,975.45
2017-07-04,1034.75
2017-07-05,1036.35
2017-07-06,1055.55
2017-07-07,1014.6
2017-07-10,1015.85
2017-07-11,996.0
2017-07-12,1022.05
2017-07-13,1030.95
2017-07-14,1030.75
2017-07-17,1006.4
2017-07-18,1023.45
2017-07-19,1017.55
2017-07-20,1026.7
2017-07-21,1024.3
2017-07-24,1029.7
2017-07-25,1016.25
2017-07-26,1015.35
2017-07-27,982.25
2017-07-28,1015.0
2017-07-31,1012.15
2017-08-01,993.0
2017-08-02,973.8
2017-08-03,970.2
2017-08-04,959.35
2017-08-07,957.9
2017-08-08,1024.05
2017-08-09,1005.9
2017-08-10,987.45
2017-08-11,993.05
2017-08-14,994.35
2017-08-16,1003.75
2017-08-17,1006.9
2017-08-18,994.8
2017-08-21,974.9
2017-08-22,984.35
2017-08-23,998.7
2017-08-24,997.15
2017-08-28,1000.05
2017-08-29,995.4
2017-08-30,1003.55
2017-08-31,999.9
2017-09-01,997.4
2017-09-04,989.3
2017-09-05,996.4
2017-09-06,996.3
2017-09-07,992.3
2017-09-08,988.4
2017-09-11,966.25
2017-09-12,973.55
2017-09-13,964.3
2017-09-14,956.3
2017-09-15,978.9
2017-09-18,964.95
2017-09-19,967.75
2017-09-20,954.2
2017-09-21,942.05
2017-09-22,944.75
2017-09-25,917.55
2017-09-26,909.35
2017-09-27,896.55
2017-09-28,900.05
2017-09-29,900.0
2017-10-03,886.65
2017-10-04,874.6
2017-10-05,874.75
2017-10-06,870.7
2017-10-09,892.75
2017-10-10,905.8
2017-10-11,903.5
2017-10-12,921.5
2017-10-13,927.5
2017-10-16,903.75
2017-10-17,893.7
2017-10-18,872.75
2017-10-19,879.45
2017-10-23,881.2
2017-10-24,873.4
2017-10-25,878.3
2017-10-26,877.7
2017-10-27,866.05
2017-10-30,891.1
2017-10-31,910.45
2017-11-01,903.3
2017-11-02,890.35
2017-11-03,899.5
2017-11-06,888.4
2017-11-07,870.75
2017-11-08,872.7
2017-11-09,896.25
2017-11-10,902.0
2017-11-13,866.7
2017-11-14,849.45
2017-11-15,850.3
2017-11-16,873.2
2017-11-17,888.25
2017-11-20,897.3
2017-11-21,897.7
2017-11-22,896.25
2017-11-23,891.8
2017-11-24,891.85
2017-11-27,888.95
2017-11-28,892.95
2017-11-29,895.1
2017-11-30,886.9
2017-12-01,872.4
2017-12-04,843.25
2017-12-05,841.1
2017-12-06,879.6
2017-12-07,871.9
2017-12-08,870.5
2017-12-11,861.45
2017-12-12,871.45
2017-12-13,875.65
2017-12-14,875.1
2017-12-15,874.7
2017-12-18,873.0
2017-12-19,878.4
2017-12-20,873.3
2017-12-21,885.0
2017-12-22,897.6
2017-12-26,895.05
2017-12-27,879.2
2017-12-28,867.1
2017-12-29,858.8
