Date,INDIGO
2017-01-02,822.35
2017-01-03,819.85
2017-01-04,843.4
2017-01-05,841.85
2017-01-06,840.8
2017-01-09,852.7
2017-01-10,860.0
2017-01-11,869.05
2017-01-12,877.8
2017-01-13,880.8
2017-01-16,875.8
2017-01-17,878.25
2017-01-18,879.65
2017-01-19,904.15
2017-01-20,925.7
2017-01-23,934.5
2017-01-24,930.0
2017-01-25,929.0
2017-01-27,928.0
2017-01-30,935.15
2017-01-31,903.0
2017-02-01,836.55
2017-02-02,855.65
2017-02-03,858.6
2017-02-06,860.95
2017-02-07,848.2
2017-02-08,849.95
2017-02-09,846.45
2017-02-10,836.9
2017-02-13,830.5
2017-02-14,818.65
2017-02-15,819.75
2017-02-16,823.6
2017-02-17,829.3
2017-02-20,829.45
2017-02-21,841.55
2017-02-22,844.85
2017-02-23,839.6
2017-02-27,865.6
2017-02-28,856.9
2017-03-01,870.85
2017-03-02,864.25
2017-03-03,859.1
2017-03-06,860.05
2017-03-07,860.1
2017-03-08,879.8
2017-03-09,875.15
2017-03-10,871.1
2017-03-14,876.15
2017-03-15,881.45
2017-03-16,891.4
2017-03-17,920.75
2017-03-20,919.95
2017-03-21,935.05
2017-03-22,934.75
2017-03-23,979.5
2017-03-24,1020.85
2017-03-27,1052.65
2017-03-28,1036.5
2017-03-29,1024.2
2017-03-30,1044.15
2017-03-31,1051.4
2017-04-03,1043.0
2017-04-05,1044.25
2017-04-06,1050.2
2017-04-07,1038.8
2017-04-10,1085.7
2017-04-11,1092.75
2017-04-12,1098.85
2017-04-13,1091.6
2017-04-17,1091.9
2017-04-18,1076.8
2017-04-19,1086.1
2017-04-20,1157.55
2017-04-21,1111.9
2017-04-24,1120.95
2017-04-25,1110.25
2017-04-26,1115.6
2017-04-27,1119.55
2017-04-28,1105.85
2017-05-02,1124.95
2017-05-03,1116.05
2017-05-04,1106.5
2017-05-05,1115.25
2017-05-08,1118.85
2017-05-09,1140.25
2017-05-10,1123.9
2017-05-11,1092.6
2017-05-12,1092.8
2017-05-15,1111.4
2017-05-16,1115.7
2017-05-17,1112.7
2017-05-18,1098.2
2017-05-19,1064.45
2017-05-22,1041.65
2017-05-23,1045.25
2017-05-24,1057.75
2017-05-25,1072.1
2017-05-26,1091.85
2017-05-29,1077.15
2017-05-30,1060.15
2017-05-31,1106.9
2017-06-01,1130.25
2017-06-02,1116.4
2017-06-05,1134.9
2017-06-06,1113.15
2017-06-07,1129.65
2017-06-08,1144.2
2017-06-09,1151.1
2017-06-12,1140.6
2017-06-13,1145.7
2017-06-14,1154.75
2017-06-15,1186.15
2017-06-16,1212.05
2017-06-19,1201.6
2017-06-20,1232.3
2017-06-21,1250.65
2017-06-22,1248.4
2017-06-23,1241.75
2017-06-27,1218.25
2017-06-28,1264.9
2017-06-29,1237.0
2017-06-30,1166.55
2017-07-03,1192.2
2017-07-04,1194.5
2017-07-05,1216.4
2017-07-06,1232.25
2017-07-07,1247.6
2017-07-10,1239.2
2017-07-11,1223.8
2017-07-12,1262.8
2017-07-13,1275.95
2017-07-14,1280.15
2017-07-17,1283.5
2017-07-18,1278.45
2017-07-19,1256.65
2017-07-20,1243.85
2017-07-21,1243.35
2017-07-24,1233.35
2017-07-25,1246.45
2017-07-26,1234.65
2017-07-27,1243.5
2017-07-28,1286.1
2017-07-31,1290.75
2017-08-01,1290.25
2017-08-02,1281.4
