Date,INDIGO
2017-08-03,1272.1
2017-08-04,1276.0
2017-08-07,1287.65
2017-08-08,1295.5
2017-08-09,1303.35
2017-08-10,1273.7
2017-08-11,1242.35
2017-08-14,1284.95
2017-08-16,1313.2
2017-08-17,1312.4
2017-08-18,1269.5
2017-08-21,1270.8
2017-08-22,1228.7
2017-08-23,1216.45
2017-08-24,1186.6
2017-08-28,1185.95
2017-08-29,1172.05
2017-08-30,1195.85
2017-08-31,1228.3
2017-09-01,1255.2
2017-09-04,1265.35
2017-09-05,1256.3
2017-09-06,1222.8
2017-09-07,1226.25
2017-09-08,1222.0
2017-09-11,1215.95
2017-09-12,1203.05
2017-09-13,1198.5
2017-09-14,1183.75
2017-09-15,1176.35
2017-09-18,1165.9
2017-09-19,1148.8
2017-09-20,1131.85
2017-09-21,1135.95
2017-09-22,1113.65
2017-09-25,1045.6
2017-09-26,1043.05
2017-09-27,1057.0
2017-09-28,1078.75
2017-09-29,1096.8
2017-10-03,1088.8
2017-10-04,1095.4
2017-10-05,1100.05
2017-10-06,1107.3
2017-10-09,1101.35
2017-10-10,1116.8
2017-10-11,1109.05
2017-10-12,1134.3
2017-10-13,1128.05
2017-10-16,1121.45
2017-10-17,1109.55
2017-10-18,1149.15
2017-10-19,1158.85
2017-10-23,1159.6
2017-10-24,1167.7
2017-10-25,1173.85
2017-10-26,1168.7
2017-10-27,1202.45
2017-10-30,1225.15
2017-10-31,1247.85
2017-11-01,1244.8
2017-11-02,1247.95
2017-11-03,1253.7
2017-11-06,1242.2
2017-11-07,1208.2
2017-11-08,1179.9
2017-11-09,1199.35
2017-11-10,1181.85
2017-11-13,1174.5
2017-11-14,1167.6
2017-11-15,1165.65
2017-11-16,1166.4
2017-11-17,1165.25
2017-11-20,1171.7
2017-11-21,1166.25
2017-11-22,1164.95
2017-11-23,1169.05
2017-11-24,1180.45
2017-11-27,1168.65
2017-11-28,1162.8
2017-11-29,1153.5
2017-11-30,1121.55
2017-12-01,1130.65
2017-12-04,1144.7
2017-12-05,1154.75
2017-12-06,1137.05
2017-12-07,1124.9
2017-12-08,1182.8
2017-12-11,1193.45
2017-12-12,1180.25
2017-12-13,1135.55
2017-12-14,1138.35
2017-12-15,1134.15
2017-12-18,1141.5
2017-12-19,1157.7
2017-12-20,1166.3
2017-12-21,1139.0
2017-12-22,1179.8
2017-12-26,1201.95
2017-12-27,1219.95
2017-12-28,1207.3
2017-12-29,1205.5
