Date,ACE
2017-01-02,46.0
2017-01-03,46.75
2017-01-04,47.25
2017-01-05,47.6
2017-01-06,49.4
2017-01-09,49.75
2017-01-10,48.85
2017-01-11,50.15
2017-01-12,49.65
2017-01-13,49.1
2017-01-16,48.9
2017-01-17,48.9
2017-01-18,48.3
2017-01-19,47.6
2017-01-20,46.75
2017-01-23,46.9
2017-01-24,46.4
2017-01-25,47.15
2017-01-27,46.7
2017-01-30,46.85
2017-01-31,46.85
2017-02-01,48.5
2017-02-02,48.75
2017-02-03,53.05
2017-02-06,52.6
2017-02-07,53.6
2017-02-08,57.1
2017-02-09,57.3
2017-02-10,57.0
2017-02-13,57.7
2017-02-14,57.3
2017-02-15,54.25
2017-02-16,55.6
2017-02-17,53.95
2017-02-20,52.45
2017-02-21,50.5
2017-02-22,52.05
2017-02-23,52.95
2017-02-27,53.45
2017-02-28,54.55
2017-03-01,55.25
2017-03-02,53.15
2017-03-03,54.4
2017-03-06,54.95
2017-03-07,55.3
2017-03-08,53.85
2017-03-09,53.3
2017-03-10,53.3
2017-03-14,53.6
2017-03-15,54.1
2017-03-16,54.2
2017-03-17,53.75
2017-03-20,53.65
2017-03-21,53.5
2017-03-22,52.4
2017-03-23,53.35
2017-03-24,52.6
2017-03-27,51.95
2017-03-28,58.8
2017-03-29,60.4
2017-03-30,61.0
2017-03-31,59.75
2017-04-03,61.95
2017-04-05,65.05
2017-04-06,68.1
2017-04-07,65.75
2017-04-10,68.2
2017-04-11,68.5
2017-04-12,67.35
2017-04-13,65.85
2017-04-17,64.9
2017-04-18,63.25
2017-04-19,64.15
2017-04-20,64.65
2017-04-21,64.0
2017-04-24,66.55
2017-04-25,65.6
2017-04-26,62.9
2017-04-27,62.75
2017-04-28,62.55
2017-05-02,64.65
2017-05-03,63.05
2017-05-04,63.15
2017-05-05,62.35
2017-05-08,65.45
2017-05-09,66.25
2017-05-10,68.3
2017-05-11,66.45
2017-05-12,65.85
2017-05-15,67.4
2017-05-16,67.3
2017-05-17,67.55
2017-05-18,64.6
2017-05-19,65.25
2017-05-22,64.8
2017-05-23,62.1
2017-05-24,59.85
2017-05-25,61.5
2017-05-26,63.35
2017-05-29,62.65
2017-05-30,64.2
2017-05-31,64.3
2017-06-01,65.9
2017-06-02,66.55
2017-06-05,66.4
2017-06-06,64.55
2017-06-07,64.4
2017-06-08,63.45
2017-06-09,64.35
2017-06-12,63.6
2017-06-13,63.55
2017-06-14,64.35
2017-06-15,74.3
2017-06-16,73.5
2017-06-19,76.1
2017-06-20,74.1
2017-06-21,74.4
2017-06-22,71.6
2017-06-23,70.5
2017-06-27,67.45
2017-06-28,68.8
2017-06-29,69.25
2017-06-30,67.9
2017-07-03,69.25
2017-07-04,72.75
2017-07-05,73.35
2017-07-06,74.6
2017-07-07,73.9
2017-07-10,73.0
2017-07-11,70.2
2017-07-12,72.45
2017-07-13,71.8
2017-07-14,70.6
2017-07-17,70.5
2017-07-18,70.8
2017-07-19,71.35
2017-07-20,72.5
2017-07-21,71.55
2017-07-24,71.45
2017-07-25,72.0
2017-07-26,71.35
2017-07-27,69.7
2017-07-28,70.25
2017-07-31,70.1
2017-08-01,69.65
2017-08-02,69.05
2017-08-03,68.45
2017-08-04,68.15
2017-08-07,67.5
2017-08-08,65.25
2017-08-09,62.45
2017-08-10,60.75
2017-08-11,60.25
2017-08-14,63.95
2017-08-16,64.1
2017-08-17,64.2
2017-08-18,61.95
2017-08-21,60.1
2017-08-22,59.45
2017-08-23,61.0
2017-08-24,60.3
2017-08-28,60.8
2017-08-29,58.95
2017-08-30,60.3
2017-08-31,61.7
2017-09-01,69.95
2017-09-04,68.0
2017-09-05,74.25
2017-09-06,73.2
2017-09-07,73.25
2017-09-08,69.8
2017-09-11,69.15
2017-09-12,70.1
2017-09-13,68.4
2017-09-14,68.5
2017-09-15,67.65
2017-09-18,68.5
2017-09-19,69.85
2017-09-20,69.05
2017-09-21,66.15
2017-09-22,64.55
2017-09-25,62.9
2017-09-26,63.05
2017-09-27,62.15
2017-09-28,64.45
2017-09-29,66.2
2017-10-03,66.0
2017-10-04,66.2
2017-10-05,68.7
2017-10-06,70.95
2017-10-09,70.75
2017-10-10,69.45
2017-10-11,67.45
2017-10-12,69.55
2017-10-13,70.0
2017-10-16,70.8
2017-10-17,70.75
2017-10-18,69.5
2017-10-19,70.2
2017-10-23,70.85
2017-10-24,71.75
2017-10-25,79.8
2017-10-26,84.6
2017-10-27,87.1
2017-10-30,88.45
2017-10-31,87.2
2017-11-01,89.15
2017-11-02,93.55
2017-11-03,92.2
2017-11-06,94.35
2017-11-07,88.25
2017-11-08,86.45
2017-11-09,89.7
2017-11-10,89.3
2017-11-13,95.25
2017-11-14,114.0
2017-11-15,104.9
2017-11-16,108.2
2017-11-17,111.5
2017-11-20,130.45
2017-11-21,127.05
2017-11-22,138.6
2017-11-23,142.55
2017-11-24,151.05
2017-11-27,151.9
2017-11-28,148.8
2017-11-29,138.1
2017-11-30,137.5
2017-12-01,132.2
2017-12-04,129.25
2017-12-05,142.15
2017-12-06,139.75
2017-12-07,145.85
2017-12-08,144.3
2017-12-11,141.3
2017-12-12,142.55
2017-12-13,139.05
2017-12-14,139.2
2017-12-15,141.5
2017-12-18,140.95
2017-12-19,144.25
2017-12-20,144.1
2017-12-21,144.3
2017-12-22,144.35
2017-12-26,143.75
2017-12-27,144.05
2017-12-28,143.9
2017-12-29,144.3
