Date,HIKAL
2017-01-02,213.5
2017-01-03,214.15
2017-01-04,222.25
2017-01-05,219.85
2017-01-06,220.55
2017-01-09,217.7
2017-01-10,241.6
2017-01-11,234.5
2017-01-12,230.65
2017-01-13,227.8
2017-01-16,226.4
2017-01-17,226.1
2017-01-18,237.0
2017-01-19,235.45
2017-01-20,231.75
2017-01-23,229.8
2017-01-24,234.9
2017-01-25,232.75
2017-01-27,230.1
2017-01-30,227.0
2017-01-31,230.75
2017-02-01,228.9
2017-02-02,227.1
2017-02-03,230.75
2017-02-06,231.8
2017-02-07,227.85
2017-02-08,226.9
2017-02-09,224.7
2017-02-10,224.45
2017-02-13,224.5
2017-02-14,221.4
2017-02-15,216.7
2017-02-16,215.9
2017-02-17,215.8
2017-02-20,217.55
2017-02-21,215.9
2017-02-22,212.45
2017-02-23,208.5
2017-02-27,213.55
2017-02-28,214.0
2017-03-01,210.6
2017-03-02,207.25
2017-03-03,206.55
2017-03-06,202.9
2017-03-07,199.65
2017-03-08,196.15
2017-03-09,199.05
2017-03-10,199.4
2017-03-14,197.05
2017-03-15,194.75
2017-03-16,197.0
2017-03-17,196.75
2017-03-20,197.2
2017-03-21,201.25
2017-03-22,195.6
2017-03-23,198.4
2017-03-24,193.55
2017-03-27,200.8
2017-03-28,203.0
2017-03-29,208.9
2017-03-30,215.25
2017-03-31,213.75
2017-04-03,214.8
2017-04-05,210.5
2017-04-06,211.9
2017-04-07,210.1
2017-04-10,210.3
2017-04-11,218.85
2017-04-12,221.1
2017-04-13,221.45
2017-04-17,220.5
2017-04-18,213.3
2017-04-19,210.5
2017-04-20,211.75
2017-04-21,213.15
2017-04-24,212.15
2017-04-25,211.95
2017-04-26,212.65
2017-04-27,210.85
2017-04-28,211.75
2017-05-02,224.3
2017-05-03,223.75
2017-05-04,221.95
2017-05-05,221.7
2017-05-08,217.05
2017-05-09,220.3
2017-05-10,220.7
2017-05-11,221.15
2017-05-12,217.55
2017-05-15,222.15
2017-05-16,219.75
2017-05-17,221.05
2017-05-18,217.9
2017-05-19,220.35
2017-05-22,215.4
2017-05-23,210.3
2017-05-24,206.5
2017-05-25,207.55
2017-05-26,207.45
2017-05-29,205.4
2017-05-30,202.55
2017-05-31,206.8
2017-06-01,207.4
2017-06-02,207.95
2017-06-05,207.8
2017-06-06,211.15
2017-06-07,206.65
2017-06-08,207.65
2017-06-09,207.0
2017-06-12,205.4
2017-06-13,205.75
2017-06-14,211.25
2017-06-15,210.95
2017-06-16,209.95
2017-06-19,209.1
2017-06-20,212.95
2017-06-21,211.45
2017-06-22,212.5
2017-06-23,207.45
2017-06-27,204.25
2017-06-28,202.75
2017-06-29,202.95
2017-06-30,201.55
2017-07-03,202.6
2017-07-04,203.2
2017-07-05,205.7
2017-07-06,202.8
2017-07-07,203.05
2017-07-10,204.55
2017-07-11,203.4
2017-07-12,204.6
2017-07-13,205.0
2017-07-14,205.5
2017-07-17,204.35
2017-07-18,204.75
2017-07-19,207.5
2017-07-20,212.6
2017-07-21,211.0
2017-07-24,209.9
2017-07-25,213.15
2017-07-26,223.05
2017-07-27,218.6
2017-07-28,224.45
2017-07-31,222.95
2017-08-01,220.5
2017-08-02,214.65
2017-08-03,214.1
2017-08-04,210.8
2017-08-07,217.25
2017-08-08,216.6
2017-08-09,215.2
2017-08-10,204.15
2017-08-11,201.7
2017-08-14,206.35
2017-08-16,208.05
2017-08-17,208.3
2017-08-18,207.0
2017-08-21,204.55
2017-08-22,204.1
2017-08-23,202.85
2017-08-24,205.05
2017-08-28,205.1
2017-08-29,202.25
2017-08-30,204.2
2017-08-31,209.35
2017-09-01,205.9
2017-09-04,204.6
2017-09-05,208.7
2017-09-06,206.8
2017-09-07,207.75
2017-09-08,211.75
2017-09-11,218.3
2017-09-12,225.3
2017-09-13,219.65
2017-09-14,221.0
2017-09-15,220.35
2017-09-18,223.8
2017-09-19,222.85
2017-09-20,228.95
2017-09-21,227.5
2017-09-22,221.35
2017-09-25,213.45
2017-09-26,216.6
2017-09-27,210.25
2017-09-28,211.0
2017-09-29,212.0
2017-10-03,209.4
2017-10-04,220.5
2017-10-05,222.05
2017-10-06,229.1
2017-10-09,226.15
2017-10-10,226.8
2017-10-11,232.65
2017-10-12,249.75
2017-10-13,247.6
2017-10-16,253.05
2017-10-17,256.8
2017-10-18,255.75
2017-10-19,257.85
2017-10-23,259.9
2017-10-24,253.4
2017-10-25,246.15
2017-10-26,243.2
2017-10-27,244.2
2017-10-30,247.3
2017-10-31,252.95
2017-11-01,249.6
2017-11-02,239.95
2017-11-03,253.35
2017-11-06,252.6
2017-11-07,241.05
2017-11-08,241.3
2017-11-09,243.55
2017-11-10,240.35
2017-11-13,238.1
2017-11-14,237.1
2017-11-15,234.05
2017-11-16,235.6
2017-11-17,236.75
2017-11-20,239.35
2017-11-21,240.0
2017-11-22,244.9
2017-11-23,244.0
2017-11-24,245.0
2017-11-27,243.95
2017-11-28,243.1
2017-11-29,239.6
2017-11-30,236.7
2017-12-01,235.65
2017-12-04,238.0
2017-12-05,235.35
2017-12-06,234.0
2017-12-07,234.7
2017-12-08,235.1
2017-12-11,239.75
2017-12-12,238.55
2017-12-13,233.25
2017-12-14,227.9
2017-12-15,227.7
2017-12-18,228.65
2017-12-19,244.95
2017-12-20,243.95
2017-12-21,242.2
2017-12-22,242.1
2017-12-26,243.4
2017-12-27,240.2
2017-12-28,237.25
2017-12-29,234.7
