Date,NIPPOBATRY
2017-01-02,990.05
2017-01-03,990.75
2017-01-04,985.3
2017-01-05,992.35
2017-01-06,983.2
2017-01-09,978.3
2017-01-10,988.35
2017-01-11,988.6
2017-01-12,996.5
2017-01-13,992.05
2017-01-16,990.7
2017-01-17,996.0
2017-01-18,993.9
2017-01-19,1002.4
2017-01-20,986.1
2017-01-23,978.1
2017-01-24,980.9
2017-01-25,984.2
2017-01-27,982.1
2017-01-30,985.95
2017-01-31,969.95
2017-02-01,987.45
2017-02-02,993.5
2017-02-03,949.0
2017-02-06,947.95
2017-02-07,940.6
2017-02-08,936.2
2017-02-09,932.2
2017-02-10,941.6
2017-02-13,923.25
2017-02-14,916.1
2017-02-15,903.6
2017-02-16,905.6
2017-02-17,903.9
2017-02-20,915.75
2017-02-21,919.0
2017-02-22,915.95
2017-02-23,922.85
2017-02-27,920.0
2017-02-28,905.5
2017-03-01,918.2
2017-03-02,922.95
2017-03-03,911.5
2017-03-06,917.4
2017-03-07,918.5
2017-03-08,911.95
2017-03-09,911.3
2017-03-10,904.95
2017-03-14,897.55
2017-03-15,895.9
2017-03-16,909.5
2017-03-17,904.9
2017-03-20,899.35
2017-03-21,899.0
2017-03-22,883.75
2017-03-23,884.05
2017-03-24,890.0
2017-03-27,892.65
2017-03-28,900.35
2017-03-29,895.05
2017-03-30,918.05
2017-03-31,914.1
2017-04-03,897.15
2017-04-05,895.0
2017-04-06,895.15
2017-04-07,896.0
2017-04-10,890.65
2017-04-11,948.8
2017-04-12,939.7
2017-04-13,941.3
2017-04-17,941.8
2017-04-18,912.15
2017-04-19,919.8
2017-04-20,937.0
2017-04-21,936.8
2017-04-24,935.85
2017-04-25,921.8
2017-04-26,914.05
2017-04-27,930.8
2017-04-28,924.15
2017-05-02,917.85
2017-05-03,922.3
2017-05-04,909.55
2017-05-05,916.1
2017-05-08,927.3
2017-05-09,903.85
2017-05-10,916.45
2017-05-11,912.2
2017-05-12,905.3
2017-05-15,914.95
2017-05-16,923.95
2017-05-17,912.5
2017-05-18,911.15
2017-05-19,908.5
2017-05-22,901.7
2017-05-23,889.75
2017-05-24,885.25
2017-05-25,887.6
2017-05-26,936.45
2017-05-29,900.95
2017-05-30,903.8
2017-05-31,906.25
2017-06-01,913.6
2017-06-02,927.0
2017-06-05,938.4
2017-06-06,921.45
2017-06-07,918.9
2017-06-08,923.6
2017-06-09,927.3
2017-06-12,902.2
2017-06-13,899.0
2017-06-14,908.3
2017-06-15,906.4
2017-06-16,900.5
2017-06-19,901.1
2017-06-20,909.15
2017-06-21,899.75
2017-06-22,895.8
2017-06-23,890.6
2017-06-27,879.65
2017-06-28,882.1
2017-06-29,884.9
2017-06-30,876.85
2017-07-03,890.8
2017-07-04,887.7
2017-07-05,890.85
2017-07-06,900.9
2017-07-07,891.85
2017-07-10,900.0
2017-07-11,893.8
2017-07-12,913.2
2017-07-13,912.4
2017-07-14,903.95
2017-07-17,899.95
2017-07-18,889.2
2017-07-19,901.95
2017-07-20,897.75
2017-07-21,894.95
2017-07-24,898.75
2017-07-25,894.65
2017-07-26,907.8
2017-07-27,892.4
2017-07-28,896.1
2017-07-31,891.45
2017-08-01,896.6
2017-08-02,900.15
2017-08-03,899.0
2017-08-04,889.9
2017-08-07,881.55
2017-08-08,875.65
2017-08-09,872.75
2017-08-10,854.2
2017-08-11,838.0
2017-08-14,877.05
2017-08-16,882.65
2017-08-17,834.9
2017-08-18,849.2
2017-08-21,849.9
2017-08-22,844.7
2017-08-23,850.95
2017-08-24,844.8
2017-08-28,855.15
2017-08-29,850.45
2017-08-30,861.4
2017-08-31,869.85
2017-09-01,878.4
2017-09-04,898.45
2017-09-05,894.0
2017-09-06,895.2
2017-09-07,914.85
2017-09-08,899.7
2017-09-11,903.25
2017-09-12,904.0
2017-09-13,911.6
2017-09-14,920.7
2017-09-15,895.95
2017-09-18,880.5
2017-09-19,873.85
2017-09-20,878.5
2017-09-21,890.65
2017-09-22,878.35
2017-09-25,865.9
2017-09-26,862.9
2017-09-27,852.1
2017-09-28,845.8
2017-09-29,860.9
2017-10-03,856.5
2017-10-04,855.55
2017-10-05,855.95
2017-10-06,840.65
2017-10-09,833.35
2017-10-10,838.75
2017-10-11,837.0
2017-10-12,840.4
2017-10-13,839.1
2017-10-16,844.85
2017-10-17,840.0
2017-10-18,835.0
2017-10-19,854.15
2017-10-23,848.0
2017-10-24,845.15
2017-10-25,853.2
2017-10-26,840.85
2017-10-27,854.7
2017-10-30,840.4
2017-10-31,845.05
2017-11-01,842.5
2017-11-02,848.45
2017-11-03,849.75
2017-11-06,855.15
2017-11-07,845.35
2017-11-08,840.4
2017-11-09,847.5
2017-11-10,841.1
2017-11-13,841.0
2017-11-14,836.1
2017-11-15,836.65
2017-11-16,837.85
2017-11-17,834.35
2017-11-20,841.45
2017-11-21,834.35
2017-11-22,840.85
2017-11-23,840.95
2017-11-24,903.55
2017-11-27,917.65
2017-11-28,902.2
2017-11-29,896.0
2017-11-30,905.35
2017-12-01,895.15
2017-12-04,897.65
2017-12-05,891.95
2017-12-06,870.45
2017-12-07,862.9
2017-12-08,858.35
2017-12-11,862.45
2017-12-12,859.75
2017-12-13,875.95
2017-12-14,855.95
2017-12-15,860.0
2017-12-18,858.2
2017-12-19,868.15
2017-12-20,862.0
2017-12-21,879.3
2017-12-22,895.45
2017-12-26,900.75
2017-12-27,899.15
2017-12-28,900.0
2017-12-29,885.65
