Date,LICHSGFIN
2017-01-02,530.1
2017-01-03,531.3
2017-01-04,516.95
2017-01-05,523.1
2017-01-06,524.6
2017-01-09,524.4
2017-01-10,521.55
2017-01-11,532.85
2017-01-12,525.6
2017-01-13,530.55
2017-01-16,541.05
2017-01-17,531.9
2017-01-18,529.55
2017-01-19,525.95
2017-01-20,517.1
2017-01-23,525.7
2017-01-24,526.35
2017-01-25,546.1
2017-01-27,557.75
2017-01-30,559.5
2017-01-31,553.55
2017-02-01,570.8
2017-02-02,559.95
2017-02-03,558.95
2017-02-06,561.0
2017-02-07,555.0
2017-02-08,554.95
2017-02-09,557.9
2017-02-10,554.1
2017-02-13,555.15
2017-02-14,546.05
2017-02-15,548.45
2017-02-16,549.15
2017-02-17,556.5
2017-02-20,559.25
2017-02-21,557.05
2017-02-22,559.5
2017-02-23,565.7
2017-02-27,565.55
2017-02-28,560.8
2017-03-01,561.1
2017-03-02,552.7
2017-03-03,554.9
2017-03-06,566.5
2017-03-07,568.9
2017-03-08,569.45
2017-03-09,567.5
2017-03-10,565.5
2017-03-14,580.2
2017-03-15,587.0
2017-03-16,592.9
2017-03-17,585.4
2017-03-20,590.7
2017-03-21,589.25
2017-03-22,585.35
2017-03-23,599.45
2017-03-24,601.7
2017-03-27,607.9
2017-03-28,614.55
2017-03-29,615.6
2017-03-30,622.4
2017-03-31,618.45
2017-04-03,624.95
2017-04-05,625.5
2017-04-06,624.8
2017-04-07,625.25
2017-04-10,627.95
2017-04-11,623.95
2017-04-12,629.6
2017-04-13,632.25
2017-04-17,637.45
2017-04-18,642.95
2017-04-19,643.45
2017-04-20,642.4
2017-04-21,643.7
2017-04-24,658.0
2017-04-25,674.35
2017-04-26,675.9
2017-04-27,670.25
2017-04-28,668.9
2017-05-02,705.45
2017-05-03,707.55
2017-05-04,716.4
2017-05-05,720.9
2017-05-08,703.8
2017-05-09,682.75
2017-05-10,697.35
2017-05-11,690.15
2017-05-12,683.05
2017-05-15,684.5
2017-05-16,694.8
2017-05-17,690.35
2017-05-18,675.15
2017-05-19,683.5
2017-05-22,676.25
2017-05-23,670.5
2017-05-24,673.15
2017-05-25,687.25
2017-05-26,704.95
2017-05-29,703.4
2017-05-30,711.85
2017-05-31,734.1
2017-06-01,738.75
2017-06-02,732.2
2017-06-05,738.5
2017-06-06,738.85
2017-06-07,739.2
2017-06-08,742.85
2017-06-09,760.1
2017-06-12,757.65
2017-06-13,781.2
2017-06-14,773.3
2017-06-15,776.6
2017-06-16,779.55
2017-06-19,773.75
2017-06-20,775.05
2017-06-21,772.75
2017-06-22,770.05
2017-06-23,753.6
2017-06-27,748.8
2017-06-28,742.8
2017-06-29,742.65
2017-06-30,742.2
2017-07-03,751.7
2017-07-04,747.6
2017-07-05,752.8
2017-07-06,753.05
2017-07-07,741.25
2017-07-10,743.2
2017-07-11,725.1
2017-07-12,725.6
2017-07-13,738.5
2017-07-14,742.3
2017-07-17,745.8
2017-07-18,743.2
2017-07-19,750.45
2017-07-20,752.05
2017-07-21,740.1
2017-07-24,743.3
2017-07-25,732.05
2017-07-26,737.05
2017-07-27,737.15
2017-07-28,720.9
2017-07-31,690.45
2017-08-01,690.95
2017-08-02,693.15
2017-08-03,681.0
2017-08-04,684.65
2017-08-07,687.55
2017-08-08,681.1
2017-08-09,676.9
2017-08-10,657.65
2017-08-11,651.8
2017-08-14,657.2
2017-08-16,659.55
2017-08-17,661.4
2017-08-18,658.1
2017-08-21,648.4
2017-08-22,636.1
2017-08-23,659.7
2017-08-24,658.0
2017-08-28,656.6
2017-08-29,659.0
2017-08-30,663.9
2017-08-31,673.85
2017-09-01,681.3
2017-09-04,676.4
2017-09-05,676.95
2017-09-06,675.8
2017-09-07,674.0
2017-09-08,659.15
2017-09-11,655.4
2017-09-12,660.2
2017-09-13,660.5
2017-09-14,659.35
2017-09-15,645.15
2017-09-18,657.2
2017-09-19,649.75
2017-09-20,648.9
2017-09-21,660.8
2017-09-22,637.3
2017-09-25,621.7
2017-09-26,619.45
2017-09-27,606.25
2017-09-28,621.7
2017-09-29,627.35
2017-10-03,641.65
2017-10-04,645.05
2017-10-05,648.5
2017-10-06,663.05
2017-10-09,664.9
2017-10-10,661.95
2017-10-11,637.5
2017-10-12,651.6
2017-10-13,652.95
2017-10-16,659.55
2017-10-17,670.1
2017-10-18,669.1
2017-10-19,663.05
2017-10-23,651.0
2017-10-24,633.85
2017-10-25,618.4
2017-10-26,615.25
2017-10-27,613.65
2017-10-30,618.2
2017-10-31,598.7
2017-11-01,597.3
2017-11-02,605.55
2017-11-03,608.5
2017-11-06,606.65
2017-11-07,601.55
2017-11-08,585.4
2017-11-09,582.65
2017-11-10,586.55
2017-11-13,584.55
2017-11-14,585.7
2017-11-15,578.3
2017-11-16,582.4
2017-11-17,604.6
2017-11-20,605.6
2017-11-21,600.95
2017-11-22,599.0
2017-11-23,603.3
2017-11-24,597.55
2017-11-27,596.15
2017-11-28,597.0
2017-11-29,599.4
2017-11-30,581.6
2017-12-01,571.05
2017-12-04,570.35
2017-12-05,572.75
2017-12-06,553.4
2017-12-07,561.3
2017-12-08,566.4
2017-12-11,562.4
2017-12-12,551.4
2017-12-13,544.35
2017-12-14,545.1
2017-12-15,556.25
2017-12-18,559.05
2017-12-19,565.25
2017-12-20,569.5
2017-12-21,572.2
2017-12-22,567.75
2017-12-26,568.9
2017-12-27,567.95
2017-12-28,561.05
2017-12-29,563.5
