Date,PATSPINLTD
2017-01-02,10.2
2017-01-03,10.25
2017-01-04,10.75
2017-01-05,10.8
2017-01-06,10.6
2017-01-09,10.4
2017-01-10,10.8
2017-01-11,10.9
2017-01-12,11.25
2017-01-13,11.2
2017-01-16,11.0
2017-01-17,10.85
2017-01-18,11.0
2017-01-19,12.3
2017-01-20,12.0
2017-01-23,12.2
2017-01-24,13.4
2017-01-25,14.05
2017-01-27,13.45
2017-01-30,13.15
2017-01-31,12.65
2017-02-01,12.35
2017-02-02,12.3
2017-02-03,12.85
2017-02-06,13.85
2017-02-07,13.65
2017-02-08,13.55
2017-02-09,13.6
2017-02-10,13.45
2017-02-13,14.6
2017-02-14,14.1
2017-02-15,13.2
2017-02-16,13.65
2017-02-17,13.55
2017-02-20,13.45
2017-02-21,13.9
2017-02-22,14.2
2017-02-23,13.55
2017-02-27,14.15
2017-02-28,13.85
2017-03-01,14.2
2017-03-02,14.0
2017-03-03,13.85
2017-03-06,14.95
2017-03-07,17.8
2017-03-08,16.7
2017-03-09,16.35
2017-03-10,16.65
2017-03-14,16.45
2017-03-15,16.45
2017-03-16,16.8
2017-03-17,17.2
2017-03-20,17.3
2017-03-21,16.9
2017-03-22,16.55
2017-03-23,16.75
2017-03-24,16.8
2017-03-27,16.15
2017-03-28,16.15
2017-03-29,16.45
2017-03-30,16.3
2017-03-31,16.25
2017-04-03,16.4
2017-04-05,18.65
2017-04-06,22.35
2017-04-07,21.8
2017-04-10,22.45
2017-04-11,24.9
2017-04-12,23.15
2017-04-13,23.95
2017-04-17,24.7
2017-04-18,23.5
2017-04-19,23.65
2017-04-20,24.35
2017-04-21,23.9
2017-04-24,24.15
2017-04-25,23.85
2017-04-26,23.0
2017-04-27,22.6
2017-04-28,22.25
2017-05-02,22.55
2017-05-03,22.3
2017-05-04,22.15
2017-05-05,21.7
2017-05-08,21.35
2017-05-09,21.3
2017-05-10,22.05
2017-05-11,21.75
2017-05-12,21.2
2017-05-15,21.6
2017-05-16,21.45
2017-05-17,22.25
2017-05-18,24.45
2017-05-19,23.05
2017-05-22,22.85
2017-05-23,21.45
2017-05-24,20.35
2017-05-25,21.15
2017-05-26,22.15
2017-05-29,22.25
2017-05-30,21.15
2017-05-31,21.6
2017-06-01,21.8
2017-06-02,22.9
2017-06-05,22.85
2017-06-06,22.15
2017-06-07,22.05
2017-06-08,22.3
2017-06-09,23.25
2017-06-12,24.4
2017-06-13,23.9
2017-06-14,23.35
2017-06-15,23.5
2017-06-16,23.4
2017-06-19,23.1
2017-06-20,22.6
2017-06-21,22.35
2017-06-22,22.35
2017-06-23,21.15
2017-06-27,20.6
2017-06-28,21.25
2017-06-29,21.3
2017-06-30,20.9
2017-07-03,22.8
2017-07-04,23.05
2017-07-05,23.75
2017-07-06,24.2
2017-07-07,25.0
2017-07-10,25.55
2017-07-11,24.15
2017-07-12,27.9
2017-07-13,28.3
2017-07-14,26.65
2017-07-17,26.9
2017-07-18,28.3
2017-07-19,29.2
2017-07-20,28.4
2017-07-21,28.25
2017-07-24,29.55
2017-07-25,28.8
2017-07-26,28.0
2017-07-27,27.1
2017-07-28,27.0
2017-07-31,26.75
2017-08-01,26.95
2017-08-02,26.6
2017-08-03,25.9
2017-08-04,25.0
2017-08-07,25.7
2017-08-08,24.4
2017-08-09,23.3
2017-08-10,23.45
2017-08-11,21.7
2017-08-14,23.15
2017-08-16,23.95
2017-08-17,23.3
2017-08-18,23.4
2017-08-21,23.0
2017-08-22,22.55
2017-08-23,26.95
2017-08-24,28.45
2017-08-28,27.15
2017-08-29,26.15
2017-08-30,27.25
2017-08-31,26.6
2017-09-01,26.7
2017-09-04,26.7
2017-09-05,26.85
2017-09-06,26.75
2017-09-07,26.3
2017-09-08,26.1
2017-09-11,26.9
2017-09-12,26.35
2017-09-13,26.15
2017-09-14,26.1
2017-09-15,25.45
2017-09-18,26.3
2017-09-19,26.0
2017-09-20,26.3
2017-09-21,25.7
2017-09-22,24.45
2017-09-25,23.95
2017-09-26,23.55
2017-09-27,23.3
2017-09-28,23.6
2017-09-29,24.3
2017-10-03,24.1
2017-10-04,24.1
2017-10-05,24.15
2017-10-06,25.95
2017-10-09,25.95
2017-10-10,25.7
2017-10-11,25.05
2017-10-12,24.9
2017-10-13,25.05
2017-10-16,24.65
2017-10-17,24.0
2017-10-18,24.3
2017-10-19,24.65
2017-10-23,25.0
2017-10-24,26.45
2017-10-25,25.8
2017-10-26,25.25
2017-10-27,24.9
2017-10-30,28.95
2017-10-31,28.65
2017-11-01,28.5
2017-11-02,27.3
2017-11-03,28.5
2017-11-06,31.95
2017-11-07,34.0
2017-11-08,33.9
2017-11-09,33.6
2017-11-10,33.8
2017-11-13,39.7
2017-11-14,40.95
2017-11-15,39.4
2017-11-16,40.75
2017-11-17,41.5
2017-11-20,41.15
2017-11-21,40.2
2017-11-22,36.2
2017-11-23,32.6
2017-11-24,31.0
2017-11-27,32.5
2017-11-28,31.6
2017-11-29,31.6
2017-11-30,30.45
2017-12-01,28.95
2017-12-04,28.25
2017-12-05,27.3
2017-12-06,28.25
2017-12-07,28.95
2017-12-08,29.5
2017-12-11,29.95
2017-12-12,29.1
2017-12-13,28.95
2017-12-14,28.35
2017-12-15,28.25
2017-12-18,28.35
2017-12-19,28.6
2017-12-20,28.1
2017-12-21,29.5
2017-12-22,30.95
2017-12-26,30.4
2017-12-27,30.55
2017-12-28,30.05
2017-12-29,29.65
