Date,GREENPLY
2017-01-02,256.95
2017-01-03,247.85
2017-01-04,249.0
2017-01-05,250.9
2017-01-06,248.35
2017-01-09,251.05
2017-01-10,252.2
2017-01-11,256.0
2017-01-12,253.25
2017-01-13,252.65
2017-01-16,255.25
2017-01-17,255.1
2017-01-18,250.25
2017-01-19,253.05
2017-01-20,252.9
2017-01-23,255.6
2017-01-24,255.0
2017-01-25,263.0
2017-01-27,271.65
2017-01-30,266.8
2017-01-31,261.35
2017-02-01,267.45
2017-02-02,264.95
2017-02-03,271.85
2017-02-06,281.6
2017-02-07,288.8
2017-02-08,289.15
2017-02-09,286.75
2017-02-10,277.3
2017-02-13,298.0
2017-02-14,288.3
2017-02-15,278.65
2017-02-16,290.3
2017-02-17,288.0
2017-02-20,298.35
2017-02-21,296.1
2017-02-22,292.9
2017-02-23,290.85
2017-02-27,293.7
2017-02-28,292.15
2017-03-01,293.15
2017-03-02,292.0
2017-03-03,291.8
2017-03-06,296.35
2017-03-07,302.1
2017-03-08,293.75
2017-03-09,294.2
2017-03-10,296.85
2017-03-14,296.4
2017-03-15,289.85
2017-03-16,287.05
2017-03-17,283.5
2017-03-20,275.9
2017-03-21,275.8
2017-03-22,275.0
2017-03-23,275.35
2017-03-24,275.0
2017-03-27,282.9
2017-03-28,278.4
2017-03-29,275.35
2017-03-30,275.85
2017-03-31,279.05
2017-04-03,283.1
2017-04-05,282.45
2017-04-06,278.25
2017-04-07,279.05
2017-04-10,280.45
2017-04-11,283.85
2017-04-12,283.85
2017-04-13,288.2
2017-04-17,290.2
2017-04-18,290.05
2017-04-19,293.3
2017-04-20,285.65
2017-04-21,285.4
2017-04-24,284.45
2017-04-25,285.95
2017-04-26,282.5
2017-04-27,282.65
2017-04-28,280.25
2017-05-02,280.7
2017-05-03,283.15
2017-05-04,283.9
2017-05-05,285.35
2017-05-08,283.1
2017-05-09,286.1
2017-05-10,286.9
2017-05-11,291.45
2017-05-12,291.5
2017-05-15,292.4
2017-05-16,291.8
2017-05-17,292.05
2017-05-18,286.35
2017-05-19,279.95
2017-05-22,277.65
2017-05-23,275.5
2017-05-24,275.15
2017-05-25,289.05
2017-05-26,290.05
2017-05-29,281.85
2017-05-30,277.8
2017-05-31,269.0
2017-06-01,259.85
2017-06-02,260.25
2017-06-05,266.85
2017-06-06,262.8
2017-06-07,268.95
2017-06-08,265.75
2017-06-09,267.45
2017-06-12,268.15
2017-06-13,271.55
2017-06-14,272.05
2017-06-15,284.05
2017-06-16,282.25
2017-06-19,279.25
2017-06-20,276.4
2017-06-21,279.6
2017-06-22,277.75
2017-06-23,275.65
2017-06-27,268.1
2017-06-28,271.6
2017-06-29,273.2
2017-06-30,274.9
2017-07-03,273.5
2017-07-04,272.05
2017-07-05,272.7
2017-07-06,272.9
2017-07-07,272.1
2017-07-10,273.85
2017-07-11,270.05
2017-07-12,272.05
2017-07-13,272.6
2017-07-14,269.35
2017-07-17,271.6
2017-07-18,270.05
2017-07-19,263.85
2017-07-20,263.0
2017-07-21,259.85
2017-07-24,263.0
2017-07-25,266.95
2017-07-26,270.15
2017-07-27,275.4
2017-07-28,272.45
2017-07-31,267.55
2017-08-01,274.9
2017-08-02,266.7
2017-08-03,265.2
2017-08-04,269.8
2017-08-07,280.4
2017-08-08,273.15
2017-08-09,273.0
2017-08-10,268.55
2017-08-11,269.2
2017-08-14,274.9
2017-08-16,276.0
2017-08-17,278.0
2017-08-18,274.0
2017-08-21,270.0
2017-08-22,272.05
2017-08-23,274.0
2017-08-24,274.4
2017-08-28,277.05
2017-08-29,275.25
2017-08-30,274.0
2017-08-31,274.05
2017-09-01,275.1
2017-09-04,273.7
2017-09-05,272.95
2017-09-06,270.5
2017-09-07,271.0
2017-09-08,274.8
2017-09-11,274.95
2017-09-12,277.1
2017-09-13,276.45
2017-09-14,271.1
2017-09-15,270.5
2017-09-18,269.2
2017-09-19,270.1
2017-09-20,270.05
2017-09-21,271.3
2017-09-22,269.25
2017-09-25,262.55
2017-09-26,260.95
2017-09-27,263.35
2017-09-28,267.4
2017-09-29,273.3
2017-10-03,266.6
2017-10-04,265.45
2017-10-05,265.05
2017-10-06,271.5
2017-10-09,266.1
2017-10-10,267.65
2017-10-11,266.15
2017-10-12,271.5
2017-10-13,272.55
2017-10-16,270.5
2017-10-17,275.85
2017-10-18,276.4
2017-10-19,279.45
2017-10-23,274.75
2017-10-24,270.15
2017-10-25,268.05
2017-10-26,269.1
2017-10-27,273.9
2017-10-30,278.0
2017-10-31,278.55
2017-11-01,290.5
2017-11-02,285.75
2017-11-03,287.2
2017-11-06,301.0
2017-11-07,312.9
2017-11-08,302.15
2017-11-09,317.6
2017-11-10,312.0
2017-11-13,312.9
2017-11-14,318.0
2017-11-15,303.95
2017-11-16,315.25
2017-11-17,311.65
2017-11-20,319.7
2017-11-21,321.7
2017-11-22,319.6
2017-11-23,321.15
2017-11-24,322.35
2017-11-27,316.7
2017-11-28,321.55
2017-11-29,321.55
2017-11-30,319.8
2017-12-01,318.5
2017-12-04,310.15
2017-12-05,330.2
2017-12-06,334.75
2017-12-07,336.95
2017-12-08,336.1
2017-12-11,332.3
2017-12-12,333.7
2017-12-13,333.95
2017-12-14,333.25
2017-12-15,331.2
2017-12-18,337.85
2017-12-19,338.0
2017-12-20,337.5
2017-12-21,339.0
2017-12-22,337.95
2017-12-26,338.85
2017-12-27,337.0
2017-12-28,337.0
2017-12-29,337.6
